ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V07574751,B747_1460,2024-06-16,7.5,"{'temp': '-11.1°C', 'pressure': '986.6 hPa', 'vibrations': '2.3439041172377277 m/s²'}",0
V03046244,B777_6867,2024-06-16,4.5,"{'temp': '-4.2°C', 'pressure': '955.9 hPa', 'vibrations': '4.03293190049919 m/s²'}",0
V08770257,E170_1544,2024-06-16,7.7,"{'temp': '3.3°C', 'pressure': '891.2 hPa', 'vibrations': '0.29798274473977093 m/s²'}",0
V06206250,B737_1936,2024-06-16,4.2,"{'temp': '22.1°C', 'pressure': '938.7 hPa', 'vibrations': '1.7209991517545582 m/s²'}",1
V04118035,A380_0710,2024-06-16,6.7,"{'temp': '1.8°C', 'pressure': '891.4 hPa', 'vibrations': '2.654313603465888 m/s²'}",0
V08429824,A380_3607,2024-06-16,8.9,"{'temp': '-15.2°C', 'pressure': '903.9 hPa', 'vibrations': '2.8418581224220043 m/s²'}",1
V09853463,A340_3887,2024-06-16,4.1,"{'temp': '13.0°C', 'pressure': '848.9 hPa', 'vibrations': '1.8735678223130465 m/s²'}",0
V05218012,CRJ900_5500,2024-06-16,4.5,"{'temp': '-1.0°C', 'pressure': '849.0 hPa', 'vibrations': '4.782561550465509 m/s²'}",0
V07598354,E170_6353,2024-06-16,9.0,"{'temp': '-34.6°C', 'pressure': '836.7 hPa', 'vibrations': '1.1755029192006128 m/s²'}",1
V00701390,A340_2793,2024-06-16,6.2,"{'temp': '-6.0°C', 'pressure': '931.8 hPa', 'vibrations': '4.044793924018032 m/s²'}",0
V03243853,A350_4039,2024-06-16,6.9,"{'temp': '-13.5°C', 'pressure': '906.3 hPa', 'vibrations': '0.5121806894821807 m/s²'}",1
V05973871,A330_6573,2024-06-16,0.6,"{'temp': '4.6°C', 'pressure': '1003.8 hPa', 'vibrations': '0.007475878262733215 m/s²'}",0
V00472095,E170_1130,2024-06-16,5.3,"{'temp': '-15.6°C', 'pressure': '1024.5 hPa', 'vibrations': '4.461230410139194 m/s²'}",1
V02482646,A330_4686,2024-06-16,7.4,"{'temp': '-10.8°C', 'pressure': '971.7 hPa', 'vibrations': '2.945267349664633 m/s²'}",0
V00458792,A350_1177,2024-06-16,3.3,"{'temp': '18.8°C', 'pressure': '904.8 hPa', 'vibrations': '1.4001246133956942 m/s²'}",0
V04531364,B777_0122,2024-06-16,9.1,"{'temp': '-12.1°C', 'pressure': '958.5 hPa', 'vibrations': '3.204537621048438 m/s²'}",1
V08789070,B737_1524,2024-06-16,5.8,"{'temp': '26.5°C', 'pressure': '949.2 hPa', 'vibrations': '2.106832558316985 m/s²'}",1
V06047226,A350_0500,2024-06-16,3.4,"{'temp': '5.5°C', 'pressure': '927.8 hPa', 'vibrations': '3.8957288834477763 m/s²'}",0
V08008558,B757_0375,2024-06-16,3.4,"{'temp': '-25.4°C', 'pressure': '974.7 hPa', 'vibrations': '4.990250238496618 m/s²'}",1
V06369504,A350_5568,2024-06-16,1.8,"{'temp': '-6.7°C', 'pressure': '972.8 hPa', 'vibrations': '4.102333433995247 m/s²'}",0
