ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V09194923,E170_0081,2024-07-23,6.6,"{'temp': '-10.0°C', 'pressure': '932.0 hPa', 'vibrations': '3.773417758644968 m/s²'}",0
V07241227,B747_6747,2024-07-23,6.6,"{'temp': '1.1°C', 'pressure': '963.7 hPa', 'vibrations': '2.634973793033369 m/s²'}",0
V01443548,A321_5206,2024-07-23,4.3,"{'temp': '-14.2°C', 'pressure': '969.5 hPa', 'vibrations': '0.12141632205113995 m/s²'}",1
V06352606,B747_4152,2024-07-23,5.1,"{'temp': '12.7°C', 'pressure': '956.8 hPa', 'vibrations': '1.909083101980971 m/s²'}",0
V04714204,B747_0472,2024-07-23,7.3,"{'temp': '-3.7°C', 'pressure': '928.2 hPa', 'vibrations': '0.8094830801697883 m/s²'}",0
V04183131,B767_0906,2024-07-23,4.9,"{'temp': '9.3°C', 'pressure': '1029.6 hPa', 'vibrations': '1.0200332841693256 m/s²'}",2
V09789428,E175_6879,2024-07-23,1.7,"{'temp': '-6.3°C', 'pressure': '893.3 hPa', 'vibrations': '4.324264377195158 m/s²'}",0
V09713612,B767_0277,2024-07-23,7.1,"{'temp': '-1.4°C', 'pressure': '971.1 hPa', 'vibrations': '0.9009071148491798 m/s²'}",0
V03278454,A340_4662,2024-07-23,1.6,"{'temp': '-3.6°C', 'pressure': '962.6 hPa', 'vibrations': '2.775051239392867 m/s²'}",0
V02111126,A330_1199,2024-07-23,2.4,"{'temp': '9.9°C', 'pressure': '968.0 hPa', 'vibrations': '1.4993792765160374 m/s²'}",0
V09283942,CRJ900_3749,2024-07-23,6.0,"{'temp': '19.3°C', 'pressure': '850.1 hPa', 'vibrations': '2.0671113846071014 m/s²'}",0
V07112891,A320_4367,2024-07-23,1.9,"{'temp': '-5.1°C', 'pressure': '888.5 hPa', 'vibrations': '1.8581371797886566 m/s²'}",0
V01021768,E175_1426,2024-07-23,2.6,"{'temp': '1.4°C', 'pressure': '923.6 hPa', 'vibrations': '4.597745657973891 m/s²'}",0
V06591313,B737_0940,2024-07-23,3.6,"{'temp': '20.0°C', 'pressure': '1000.1 hPa', 'vibrations': '0.9081803667519756 m/s²'}",0
V07008060,B767_2417,2024-07-23,5.4,"{'temp': '-12.1°C', 'pressure': '922.3 hPa', 'vibrations': '0.020158550631452776 m/s²'}",1
V07042477,B747_5923,2024-07-23,6.9,"{'temp': '-15.1°C', 'pressure': '881.2 hPa', 'vibrations': '1.6094265676025126 m/s²'}",1
V06889265,B737_2975,2024-07-23,8.0,"{'temp': '-7.0°C', 'pressure': '898.2 hPa', 'vibrations': '1.5614526729624316 m/s²'}",0
V06716209,A330_3548,2024-07-23,5.1,"{'temp': '6.7°C', 'pressure': '953.1 hPa', 'vibrations': '1.578955090882188 m/s²'}",0
V00697402,A330_0921,2024-07-23,2.6,"{'temp': '13.5°C', 'pressure': '915.8 hPa', 'vibrations': '0.7797027898610209 m/s²'}",0
V03475055,A380_0594,2024-07-23,1.7,"{'temp': '4.8°C', 'pressure': '906.8 hPa', 'vibrations': '1.7126903849900192 m/s²'}",0
V02504925,CRJ900_3374,2024-07-23,6.5,"{'temp': '4.0°C', 'pressure': '912.5 hPa', 'vibrations': '2.235012159064892 m/s²'}",0
