ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V03934755,A330_2602,2024-07-29,7.5,"{'temp': '-0.9°C', 'pressure': '952.7 hPa', 'vibrations': '2.1308551551236334 m/s²'}",0
V01340709,B777_3776,2024-07-29,2.6,"{'temp': '10.6°C', 'pressure': '994.1 hPa', 'vibrations': '0.7472743125234138 m/s²'}",0
V05236047,A320_6814,2024-07-29,10.1,"{'temp': '3.6°C', 'pressure': '951.7 hPa', 'vibrations': '0.8292936282683289 m/s²'}",0
V01708013,B777_0122,2024-07-29,3.2,"{'temp': '-10.9°C', 'pressure': '1032.9 hPa', 'vibrations': '4.405966867881724 m/s²'}",0
V07764098,CRJ900_1740,2024-07-29,2.3,"{'temp': '-3.9°C', 'pressure': '1011.7 hPa', 'vibrations': '2.624798337249345 m/s²'}",0
V05274832,E175_2945,2024-07-29,2.2,"{'temp': '-5.0°C', 'pressure': '914.0 hPa', 'vibrations': '1.4201479484737294 m/s²'}",0
V05097857,CRJ700_6943,2024-07-29,4.3,"{'temp': '5.5°C', 'pressure': '888.7 hPa', 'vibrations': '1.925532114497921 m/s²'}",0
V01072555,A330_2237,2024-07-29,5.4,"{'temp': '13.4°C', 'pressure': '947.6 hPa', 'vibrations': '2.962442192501029 m/s²'}",0
V01027314,E170_6723,2024-07-29,3.8,"{'temp': '-1.9°C', 'pressure': '1012.6 hPa', 'vibrations': '4.530641028759327 m/s²'}",0
V02110475,A330_3519,2024-07-29,4.7,"{'temp': '-5.2°C', 'pressure': '904.5 hPa', 'vibrations': '2.0269839288622538 m/s²'}",0
V03372574,A340_3614,2024-07-29,0.6,"{'temp': '-5.1°C', 'pressure': '947.7 hPa', 'vibrations': '4.523274303388909 m/s²'}",0
V05785906,CRJ900_5500,2024-07-29,6.0,"{'temp': '-21.9°C', 'pressure': '938.7 hPa', 'vibrations': '4.9641688009445 m/s²'}",1
V06674014,E175_5586,2024-07-29,6.3,"{'temp': '-3.6°C', 'pressure': '948.1 hPa', 'vibrations': '1.9917474844177985 m/s²'}",0
V04266624,E175_6729,2024-07-29,5.0,"{'temp': '-0.8°C', 'pressure': '931.3 hPa', 'vibrations': '4.398647748068029 m/s²'}",0
V07464902,CRJ700_3108,2024-07-29,4.7,"{'temp': '4.1°C', 'pressure': '914.1 hPa', 'vibrations': '1.0235075243352516 m/s²'}",0
V01716920,E175_4082,2024-07-29,4.4,"{'temp': '-2.6°C', 'pressure': '946.0 hPa', 'vibrations': '1.2452187053331143 m/s²'}",0
V06340636,E170_1130,2024-07-29,5.1,"{'temp': '-16.0°C', 'pressure': '1037.2 hPa', 'vibrations': '0.33667037843457426 m/s²'}",1
V08798539,B747_0262,2024-07-29,1.7,"{'temp': '-5.9°C', 'pressure': '903.5 hPa', 'vibrations': '2.431280245900256 m/s²'}",0
V08064725,B757_2518,2024-07-29,4.1,"{'temp': '14.0°C', 'pressure': '924.8 hPa', 'vibrations': '1.3169818585682962 m/s²'}",0
V09878679,B747_6297,2024-07-29,8.1,"{'temp': '-23.1°C', 'pressure': '860.7 hPa', 'vibrations': '1.6418559421119334 m/s²'}",1
V03818532,E175_2977,2024-07-29,3.3,"{'temp': '16.5°C', 'pressure': '975.4 hPa', 'vibrations': '0.2945766611898931 m/s²'}",0
V03493179,B757_2908,2024-07-29,10.3,"{'temp': '-7.5°C', 'pressure': '961.0 hPa', 'vibrations': '1.1055591396305364 m/s²'}",0
V05688347,B757_4533,2024-07-29,3.8,"{'temp': '2.8°C', 'pressure': '867.6 hPa', 'vibrations': '0.25314229758997664 m/s²'}",0
V07801540,B777_6867,2024-07-29,1.5,"{'temp': '-20.3°C', 'pressure': '921.1 hPa', 'vibrations': '1.2677711654566508 m/s²'}",1
