ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V01118533,B747_5923,2024-07-28,6.3,"{'temp': '4.5°C', 'pressure': '953.4 hPa', 'vibrations': '3.0349305962580857 m/s²'}",0
V05372790,A340_6943,2024-07-28,4.5,"{'temp': '6.4°C', 'pressure': '987.8 hPa', 'vibrations': '1.6192135373596028 m/s²'}",0
V08470249,A380_2017,2024-07-28,4.3,"{'temp': '9.0°C', 'pressure': '950.4 hPa', 'vibrations': '3.597352374340677 m/s²'}",0
V08676362,B777_3776,2024-07-28,5.4,"{'temp': '14.2°C', 'pressure': '973.3 hPa', 'vibrations': '3.3501292097584203 m/s²'}",0
V07443219,A380_0553,2024-07-28,4.2,"{'temp': '17.9°C', 'pressure': '960.6 hPa', 'vibrations': '2.9826866838359205 m/s²'}",0
V05951279,A380_6878,2024-07-28,2.3,"{'temp': '3.1°C', 'pressure': '939.5 hPa', 'vibrations': '1.3635789093664563 m/s²'}",0
V05190486,CRJ900_4042,2024-07-28,2.6,"{'temp': '-23.3°C', 'pressure': '981.7 hPa', 'vibrations': '3.2209410353488774 m/s²'}",1
V09923673,CRJ900_4821,2024-07-28,4.1,"{'temp': '3.0°C', 'pressure': '1021.0 hPa', 'vibrations': '2.4985303317992464 m/s²'}",0
V02135859,A340_6668,2024-07-28,7.4,"{'temp': '18.2°C', 'pressure': '1000.0 hPa', 'vibrations': '4.303856662278944 m/s²'}",0
V03488070,B737_0940,2024-07-28,2.9,"{'temp': '-9.4°C', 'pressure': '973.8 hPa', 'vibrations': '4.09200884905503 m/s²'}",0
V04393132,A350_6902,2024-07-28,4.1,"{'temp': '-1.3°C', 'pressure': '890.5 hPa', 'vibrations': '2.7266980399646705 m/s²'}",0
V08226726,A340_2827,2024-07-28,6.6,"{'temp': '3.4°C', 'pressure': '1064.3 hPa', 'vibrations': '4.512624553715821 m/s²'}",0
V06080827,E175_3843,2024-07-28,3.5,"{'temp': '1.4°C', 'pressure': '906.6 hPa', 'vibrations': '0.6392564709984067 m/s²'}",0
V08235287,E170_4215,2024-07-28,1.5,"{'temp': '-1.8°C', 'pressure': '978.4 hPa', 'vibrations': '0.4959222121957946 m/s²'}",0
V05314966,CRJ700_2189,2024-07-28,4.9,"{'temp': '9.9°C', 'pressure': '936.4 hPa', 'vibrations': '4.209875787895655 m/s²'}",0
V02666390,E175_1426,2024-07-28,4.9,"{'temp': '-0.9°C', 'pressure': '936.3 hPa', 'vibrations': '1.761110335553917 m/s²'}",0
V02080787,E170_2583,2024-07-28,4.3,"{'temp': '16.9°C', 'pressure': '917.7 hPa', 'vibrations': '3.3177795953435982 m/s²'}",0
V02555596,B777_0908,2024-07-28,3.3,"{'temp': '5.8°C', 'pressure': '917.8 hPa', 'vibrations': '0.502269942922452 m/s²'}",0
V08180147,E175_5586,2024-07-28,5.0,"{'temp': '-8.3°C', 'pressure': '922.1 hPa', 'vibrations': '2.1419110957876986 m/s²'}",0
V07015447,B767_2417,2024-07-28,4.5,"{'temp': '-4.7°C', 'pressure': '997.1 hPa', 'vibrations': '0.07454248007047803 m/s²'}",0
V01514276,A320_6924,2024-07-28,2.7,"{'temp': '-14.1°C', 'pressure': '855.9 hPa', 'vibrations': '0.12790897972348947 m/s²'}",1
V00378177,A350_2655,2024-07-28,8.1,"{'temp': '-13.2°C', 'pressure': '1042.7 hPa', 'vibrations': '1.1384786994793066 m/s²'}",1
V02956001,A350_3976,2024-07-28,7.6,"{'temp': '19.2°C', 'pressure': '925.7 hPa', 'vibrations': '4.764316678960235 m/s²'}",0
V06988751,A340_1047,2024-07-28,2.9,"{'temp': '-16.2°C', 'pressure': '895.7 hPa', 'vibrations': '2.94719987250661 m/s²'}",1
V06972460,A350_3122,2024-07-28,1.7,"{'temp': '-6.7°C', 'pressure': '1022.8 hPa', 'vibrations': '4.835898487889583 m/s²'}",0
V09938071,B747_4152,2024-07-28,3.1,"{'temp': '0.0°C', 'pressure': '1040.0 hPa', 'vibrations': '0.962317187214714 m/s²'}",0
V04049259,B777_5397,2024-07-28,4.8,"{'temp': '8.9°C', 'pressure': '948.7 hPa', 'vibrations': '4.3580268086205 m/s²'}",0
V07140684,B757_6092,2024-07-28,5.4,"{'temp': '7.3°C', 'pressure': '1018.4 hPa', 'vibrations': '2.355555787155966 m/s²'}",0
V04557856,E175_4082,2024-07-28,2.2,"{'temp': '-6.9°C', 'pressure': '940.3 hPa', 'vibrations': '0.8696854296087464 m/s²'}",0
V06898552,A350_2804,2024-07-28,6.4,"{'temp': '-15.7°C', 'pressure': '953.0 hPa', 'vibrations': '1.5584137774701552 m/s²'}",1
V02875088,E175_6879,2024-07-28,6.0,"{'temp': '-5.9°C', 'pressure': '937.4 hPa', 'vibrations': '3.3301182281569552 m/s²'}",0
V00537244,B777_6740,2024-07-28,7.9,"{'temp': '-3.6°C', 'pressure': '986.3 hPa', 'vibrations': '0.9835238524702911 m/s²'}",0
V04110763,A350_5434,2024-07-28,5.2,"{'temp': '0.9°C', 'pressure': '948.9 hPa', 'vibrations': '0.6901627913067132 m/s²'}",0
V02599749,A330_4856,2024-07-28,1.5,"{'temp': '-2.9°C', 'pressure': '899.2 hPa', 'vibrations': '0.71353830617783 m/s²'}",0
V06347325,B767_5422,2024-07-28,2.2,"{'temp': '-12.9°C', 'pressure': '963.9 hPa', 'vibrations': '2.5228587402121723 m/s²'}",1
