ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V06548395,B747_3165,2024-07-31,3.8,"{'temp': '10.1°C', 'pressure': '1025.7 hPa', 'vibrations': '2.753988146315376 m/s²'}",0
V09338796,B757_2518,2024-07-31,6.5,"{'temp': '-8.4°C', 'pressure': '888.5 hPa', 'vibrations': '3.630324439942817 m/s²'}",0
V01520016,A330_2602,2024-07-31,2.9,"{'temp': '3.1°C', 'pressure': '1005.3 hPa', 'vibrations': '3.0291115079189215 m/s²'}",0
V06454358,A340_3214,2024-07-31,4.8,"{'temp': '-8.4°C', 'pressure': '955.3 hPa', 'vibrations': '3.6539970657402203 m/s²'}",0
V00341123,A330_3404,2024-07-31,3.5,"{'temp': '-4.1°C', 'pressure': '963.0 hPa', 'vibrations': '0.7432796531253755 m/s²'}",0
V06157567,B767_2417,2024-07-31,6.3,"{'temp': '-7.1°C', 'pressure': '965.4 hPa', 'vibrations': '4.784569074412876 m/s²'}",0
V02285302,A380_6283,2024-07-31,4.5,"{'temp': '-5.2°C', 'pressure': '930.0 hPa', 'vibrations': '4.580492562629772 m/s²'}",0
V02682866,B777_5688,2024-07-31,4.6,"{'temp': '-6.5°C', 'pressure': '899.8 hPa', 'vibrations': '4.744270986239793 m/s²'}",0
V00332591,A350_0500,2024-07-31,4.3,"{'temp': '7.2°C', 'pressure': '925.4 hPa', 'vibrations': '2.703663941047976 m/s²'}",0
V00182793,CRJ700_2863,2024-07-31,3.6,"{'temp': '8.3°C', 'pressure': '931.8 hPa', 'vibrations': '3.919043911971295 m/s²'}",0
V03623792,A380_6121,2024-07-31,4.2,"{'temp': '12.6°C', 'pressure': '1038.9 hPa', 'vibrations': '3.1122585178576445 m/s²'}",0
V09725504,E175_0620,2024-07-31,1.4,"{'temp': '-9.8°C', 'pressure': '946.6 hPa', 'vibrations': '1.6242735732780444 m/s²'}",0
V09426950,B747_4725,2024-07-31,3.6,"{'temp': '8.5°C', 'pressure': '1008.8 hPa', 'vibrations': '1.6437417408200616 m/s²'}",0
V01077682,A320_3521,2024-07-31,1.9,"{'temp': '14.5°C', 'pressure': '947.6 hPa', 'vibrations': '4.813100031962485 m/s²'}",0
V02318090,A340_4662,2024-07-31,4.1,"{'temp': '-7.5°C', 'pressure': '1013.6 hPa', 'vibrations': '3.7030821545719323 m/s²'}",0
V07773298,A380_0710,2024-07-31,1.5,"{'temp': '3.2°C', 'pressure': '995.7 hPa', 'vibrations': '4.960036222250243 m/s²'}",0
V01255897,A350_6452,2024-07-31,2.1,"{'temp': '9.5°C', 'pressure': '907.1 hPa', 'vibrations': '1.3412580495819286 m/s²'}",0
V01466027,B737_2975,2024-07-31,6.5,"{'temp': '4.0°C', 'pressure': '909.2 hPa', 'vibrations': '2.798664278066612 m/s²'}",0
