ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V08307203,B747_0472,2024-07-27,7.6,"{'temp': '-14.1°C', 'pressure': '988.6 hPa', 'vibrations': '3.5138548466917 m/s²'}",1
V03814482,B767_4965,2024-07-27,6.6,"{'temp': '9.1°C', 'pressure': '916.0 hPa', 'vibrations': '0.7254641342566287 m/s²'}",0
V03339462,B777_6867,2024-07-27,5.9,"{'temp': '5.6°C', 'pressure': '946.8 hPa', 'vibrations': '0.14959518542514927 m/s²'}",0
V00665900,A320_6814,2024-07-27,4.2,"{'temp': '-2.7°C', 'pressure': '969.2 hPa', 'vibrations': '0.7522169532306611 m/s²'}",0
V05184026,A330_3411,2024-07-27,6.9,"{'temp': '-9.6°C', 'pressure': '898.7 hPa', 'vibrations': '3.7330994298367552 m/s²'}",0
V08406306,A380_4294,2024-07-27,7.1,"{'temp': '1.7°C', 'pressure': '941.8 hPa', 'vibrations': '4.188633330580238 m/s²'}",0
V01525859,A350_0441,2024-07-27,0.6,"{'temp': '1.3°C', 'pressure': '961.9 hPa', 'vibrations': '2.1564453502892276 m/s²'}",0
V04936956,B747_2724,2024-07-27,7.5,"{'temp': '-29.6°C', 'pressure': '983.8 hPa', 'vibrations': '1.6348153845717206 m/s²'}",1
V03193519,A330_6979,2024-07-27,4.4,"{'temp': '3.8°C', 'pressure': '954.0 hPa', 'vibrations': '3.1239276387990826 m/s²'}",0
V02756859,A350_6902,2024-07-27,8.4,"{'temp': '17.5°C', 'pressure': '913.7 hPa', 'vibrations': '2.4371308651182826 m/s²'}",0
V07266859,CRJ900_6319,2024-07-27,2.0,"{'temp': '-2.2°C', 'pressure': '864.5 hPa', 'vibrations': '2.5416480254161944 m/s²'}",0
V01925306,A350_1689,2024-07-27,0.6,"{'temp': '4.9°C', 'pressure': '1029.9 hPa', 'vibrations': '2.821003493707983 m/s²'}",0
V05086551,CRJ700_6849,2024-07-27,6.2,"{'temp': '4.4°C', 'pressure': '992.1 hPa', 'vibrations': '2.7169599544709993 m/s²'}",0
V08967227,E175_6879,2024-07-27,8.1,"{'temp': '-0.3°C', 'pressure': '951.2 hPa', 'vibrations': '3.059183057435403 m/s²'}",0
V02691848,B757_0697,2024-07-27,3.6,"{'temp': '11.2°C', 'pressure': '926.2 hPa', 'vibrations': '3.439420782484139 m/s²'}",2
V08922002,E175_2977,2024-07-27,5.2,"{'temp': '2.7°C', 'pressure': '935.9 hPa', 'vibrations': '4.591153238608508 m/s²'}",0
V09745104,A380_3162,2024-07-27,4.2,"{'temp': '-11.8°C', 'pressure': '943.4 hPa', 'vibrations': '2.269576830395856 m/s²'}",2
V05341514,E175_4558,2024-07-27,8.9,"{'temp': '-8.0°C', 'pressure': '961.5 hPa', 'vibrations': '2.30855690069298 m/s²'}",2
V04195876,E175_2805,2024-07-27,2.8,"{'temp': '-14.4°C', 'pressure': '1026.2 hPa', 'vibrations': '2.7388782668900125 m/s²'}",2
V06917715,E170_1130,2024-07-27,7.3,"{'temp': '4.8°C', 'pressure': '1000.7 hPa', 'vibrations': '4.766436645971713 m/s²'}",0
V03248437,B777_6740,2024-07-27,0.6,"{'temp': '7.0°C', 'pressure': '969.5 hPa', 'vibrations': '4.588698843708914 m/s²'}",0
V04333456,CRJ900_5500,2024-07-27,5.8,"{'temp': '-2.6°C', 'pressure': '964.4 hPa', 'vibrations': '0.8085858149400099 m/s²'}",0
V07911559,B767_2368,2024-07-27,7.6,"{'temp': '-25.3°C', 'pressure': '996.7 hPa', 'vibrations': '0.894227892390127 m/s²'}",1
V04489085,A380_6924,2024-07-27,3.5,"{'temp': '-4.4°C', 'pressure': '873.2 hPa', 'vibrations': '2.1078236641513772 m/s²'}",0
V06306736,B747_5273,2024-07-27,6.8,"{'temp': '14.7°C', 'pressure': '952.6 hPa', 'vibrations': '3.1640874515439354 m/s²'}",0
V01554694,B747_4725,2024-07-27,2.1,"{'temp': '-17.6°C', 'pressure': '939.3 hPa', 'vibrations': '3.9253487102371536 m/s²'}",1
V09767829,E170_3927,2024-07-27,2.7,"{'temp': '-10.2°C', 'pressure': '1047.2 hPa', 'vibrations': '1.5794942629991677 m/s²'}",0
V09858810,A330_6708,2024-07-27,4.8,"{'temp': '10.1°C', 'pressure': '1021.8 hPa', 'vibrations': '1.2617331694048546 m/s²'}",0
V09675682,B767_5501,2024-07-27,7.2,"{'temp': '-3.9°C', 'pressure': '881.2 hPa', 'vibrations': '3.9598330254722285 m/s²'}",0
V00221080,A340_6933,2024-07-27,4.2,"{'temp': '-10.9°C', 'pressure': '853.5 hPa', 'vibrations': '3.268592854414965 m/s²'}",0
V00586377,A350_2655,2024-07-27,2.9,"{'temp': '-9.7°C', 'pressure': '952.2 hPa', 'vibrations': '2.558761968658873 m/s²'}",0
V00438830,A321_1458,2024-07-27,3.2,"{'temp': '-8.1°C', 'pressure': '900.1 hPa', 'vibrations': '1.3585409735719893 m/s²'}",0
V07262400,B747_4824,2024-07-27,7.2,"{'temp': '1.2°C', 'pressure': '969.4 hPa', 'vibrations': '4.251057377365636 m/s²'}",0
