ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V01585262,A330_4856,2024-06-19,2.9,"{'temp': '6.0°C', 'pressure': '922.9 hPa', 'vibrations': '3.777424173089142 m/s²'}",0
V08271880,A330_3548,2024-06-19,6.6,"{'temp': '-2.4°C', 'pressure': '958.3 hPa', 'vibrations': '4.542975263100718 m/s²'}",0
V05885452,B757_2518,2024-06-19,0.6,"{'temp': '4.7°C', 'pressure': '1000.0 hPa', 'vibrations': '2.619311781063589 m/s²'}",0
V05031181,B757_6416,2024-06-19,5.9,"{'temp': '-9.6°C', 'pressure': '1015.0 hPa', 'vibrations': '3.4252835728045383 m/s²'}",0
V03659611,CRJ700_1788,2024-06-19,3.6,"{'temp': '14.2°C', 'pressure': '998.8 hPa', 'vibrations': '3.640066055738001 m/s²'}",0
V08061636,A380_0415,2024-06-19,5.5,"{'temp': '4.8°C', 'pressure': '920.8 hPa', 'vibrations': '4.93407707141466 m/s²'}",0
V01894580,B777_5688,2024-06-19,8.3,"{'temp': '2.8°C', 'pressure': '996.2 hPa', 'vibrations': '0.2351583453583317 m/s²'}",0
V02613174,B737_1524,2024-06-19,10.4,"{'temp': '0.3°C', 'pressure': '985.0 hPa', 'vibrations': '2.7854835451364783 m/s²'}",0
V07216365,A321_5105,2024-06-19,1.7,"{'temp': '-0.1°C', 'pressure': '994.0 hPa', 'vibrations': '1.2667510498092889 m/s²'}",0
V04641420,B737_0789,2024-06-19,6.1,"{'temp': '14.3°C', 'pressure': '924.3 hPa', 'vibrations': '1.4058790363161116 m/s²'}",0
V04653805,A380_3162,2024-06-19,1.1,"{'temp': '3.0°C', 'pressure': '972.1 hPa', 'vibrations': '0.3698743517125619 m/s²'}",0
V03063400,B767_0906,2024-06-19,7.8,"{'temp': '17.2°C', 'pressure': '920.3 hPa', 'vibrations': '4.855837962846962 m/s²'}",0
V00769077,A350_0500,2024-06-19,4.6,"{'temp': '3.1°C', 'pressure': '978.9 hPa', 'vibrations': '1.9503911084766956 m/s²'}",0
V06882966,CRJ700_3699,2024-06-19,5.1,"{'temp': '17.9°C', 'pressure': '999.8 hPa', 'vibrations': '3.993881307229942 m/s²'}",0
V07993800,A340_1384,2024-06-19,7.3,"{'temp': '-20.2°C', 'pressure': '915.5 hPa', 'vibrations': '4.809691768986743 m/s²'}",1
V04712534,B747_2724,2024-06-19,6.0,"{'temp': '-21.5°C', 'pressure': '922.1 hPa', 'vibrations': '2.691628610722123 m/s²'}",1
V03187072,A320_2237,2024-06-19,7.5,"{'temp': '4.5°C', 'pressure': '980.7 hPa', 'vibrations': '3.8418861246769693 m/s²'}",0
V00445838,E170_6913,2024-06-19,0.6,"{'temp': '5.7°C', 'pressure': '935.1 hPa', 'vibrations': '0.8564957143465113 m/s²'}",0
V05347455,B777_4962,2024-06-19,6.9,"{'temp': '-3.0°C', 'pressure': '964.8 hPa', 'vibrations': '0.9956348563002199 m/s²'}",0
V07506126,CRJ700_2988,2024-06-19,7.5,"{'temp': '-14.7°C', 'pressure': '983.1 hPa', 'vibrations': '0.4557240646311639 m/s²'}",1
V06235700,A350_4789,2024-06-19,6.2,"{'temp': '11.4°C', 'pressure': '939.4 hPa', 'vibrations': '0.1382015040971013 m/s²'}",0
V01376564,B757_4533,2024-06-19,3.9,"{'temp': '3.7°C', 'pressure': '1062.1 hPa', 'vibrations': '2.339694781384856 m/s²'}",0
V09476583,E175_6729,2024-06-19,6.4,"{'temp': '-17.3°C', 'pressure': '905.4 hPa', 'vibrations': '1.755376521019087 m/s²'}",1
