ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V07036308,A350_3122,2024-07-05,6.4,"{'temp': '-10.7°C', 'pressure': '991.4 hPa', 'vibrations': '3.282776892232672 m/s²'}",0
V02790713,A330_4856,2024-07-05,7.7,"{'temp': '-21.6°C', 'pressure': '951.3 hPa', 'vibrations': '1.0863290161898276 m/s²'}",1
V06080501,B757_6806,2024-07-05,0.6,"{'temp': '-4.1°C', 'pressure': '1085.9 hPa', 'vibrations': '2.033523237045822 m/s²'}",0
V06342121,E170_2583,2024-07-05,2.6,"{'temp': '3.7°C', 'pressure': '981.5 hPa', 'vibrations': '1.7531899730448752 m/s²'}",0
V01144952,B747_4659,2024-07-05,8.1,"{'temp': '13.7°C', 'pressure': '1070.6 hPa', 'vibrations': '1.401940889776749 m/s²'}",0
V02391993,B767_2803,2024-07-05,6.4,"{'temp': '6.5°C', 'pressure': '896.9 hPa', 'vibrations': '2.277714839688114 m/s²'}",0
V04572223,B767_5501,2024-07-05,5.1,"{'temp': '-6.4°C', 'pressure': '879.2 hPa', 'vibrations': '1.6321855638760612 m/s²'}",0
V06624391,A350_1689,2024-07-05,0.6,"{'temp': '1.3°C', 'pressure': '955.7 hPa', 'vibrations': '3.5780348223908116 m/s²'}",0
V09506418,CRJ700_2988,2024-07-05,3.5,"{'temp': '-6.0°C', 'pressure': '917.3 hPa', 'vibrations': '3.2803309930606206 m/s²'}",2
V06061821,B747_1988,2024-07-05,4.9,"{'temp': '8.0°C', 'pressure': '895.2 hPa', 'vibrations': '2.4223320358622846 m/s²'}",0
V00841701,B737_4369,2024-07-05,6.3,"{'temp': '-4.3°C', 'pressure': '951.8 hPa', 'vibrations': '3.688204261500601 m/s²'}",0
V05861983,A330_2237,2024-07-05,4.7,"{'temp': '-2.1°C', 'pressure': '1009.4 hPa', 'vibrations': '3.1746850738713284 m/s²'}",0
V03217081,CRJ700_0545,2024-07-05,2.6,"{'temp': '5.0°C', 'pressure': '944.2 hPa', 'vibrations': '4.3778364952219295 m/s²'}",0
V00879539,B737_1936,2024-07-05,5.8,"{'temp': '12.3°C', 'pressure': '965.5 hPa', 'vibrations': '1.2029778695223259 m/s²'}",0
V00139694,B767_4924,2024-07-05,2.7,"{'temp': '24.4°C', 'pressure': '1002.9 hPa', 'vibrations': '0.6952444790484141 m/s²'}",1
V00696862,A330_3404,2024-07-05,7.4,"{'temp': '-0.4°C', 'pressure': '901.0 hPa', 'vibrations': '1.7262478712577578 m/s²'}",0
V03683151,A350_5568,2024-07-05,1.6,"{'temp': '-4.1°C', 'pressure': '898.5 hPa', 'vibrations': '4.225074570397485 m/s²'}",0
V03243515,A380_6283,2024-07-05,3.7,"{'temp': '-4.2°C', 'pressure': '936.3 hPa', 'vibrations': '4.878038506751576 m/s²'}",0
V06918261,B767_5422,2024-07-05,3.6,"{'temp': '-22.6°C', 'pressure': '909.5 hPa', 'vibrations': '0.9116683729087943 m/s²'}",1
V06550656,A330_3548,2024-07-05,6.4,"{'temp': '6.9°C', 'pressure': '982.5 hPa', 'vibrations': '3.4046808813574825 m/s²'}",0
V02407849,A340_3962,2024-07-05,7.1,"{'temp': '-12.7°C', 'pressure': '969.4 hPa', 'vibrations': '3.5321709229676532 m/s²'}",1
V03411951,B757_6477,2024-07-05,2.9,"{'temp': '-8.5°C', 'pressure': '924.7 hPa', 'vibrations': '4.02468381015754 m/s²'}",0
V04942401,A380_3607,2024-07-05,5.1,"{'temp': '10.1°C', 'pressure': '1038.9 hPa', 'vibrations': '2.747552123257566 m/s²'}",0
V02666941,A340_2827,2024-07-05,8.4,"{'temp': '0.1°C', 'pressure': '848.9 hPa', 'vibrations': '3.58615182044523 m/s²'}",0
V08916618,B767_0277,2024-07-05,1.8,"{'temp': '8.7°C', 'pressure': '1007.7 hPa', 'vibrations': '3.4911497941265264 m/s²'}",0
V00128080,CRJ900_4821,2024-07-05,4.9,"{'temp': '8.7°C', 'pressure': '971.9 hPa', 'vibrations': '4.4646948967780435 m/s²'}",0
V05424746,B767_3878,2024-07-05,8.9,"{'temp': '-14.8°C', 'pressure': '884.5 hPa', 'vibrations': '4.153273859678519 m/s²'}",1
V01692860,CRJ900_2577,2024-07-05,6.7,"{'temp': '-13.8°C', 'pressure': '917.0 hPa', 'vibrations': '2.485014887470781 m/s²'}",1
V05505826,B747_5923,2024-07-05,1.0,"{'temp': '1.2°C', 'pressure': '900.6 hPa', 'vibrations': '3.734399799342252 m/s²'}",2
V08844224,CRJ900_1943,2024-07-05,2.4,"{'temp': '2.7°C', 'pressure': '993.3 hPa', 'vibrations': '4.897535072432956 m/s²'}",0
V09950313,A330_5146,2024-07-05,5.9,"{'temp': '-16.1°C', 'pressure': '968.1 hPa', 'vibrations': '3.0737640465391665 m/s²'}",1
V01004543,E170_3393,2024-07-05,3.0,"{'temp': '14.0°C', 'pressure': '974.5 hPa', 'vibrations': '0.31718509230610314 m/s²'}",0
V01501050,A320_6924,2024-07-05,0.6,"{'temp': '-4.2°C', 'pressure': '902.2 hPa', 'vibrations': '2.371034845876237 m/s²'}",0
V02202555,B757_2908,2024-07-05,4.1,"{'temp': '-22.7°C', 'pressure': '1007.4 hPa', 'vibrations': '4.345942045776312 m/s²'}",1
V00769451,E175_2963,2024-07-05,9.2,"{'temp': '3.6°C', 'pressure': '925.7 hPa', 'vibrations': '4.4362547246437565 m/s²'}",0
V09586420,A330_4129,2024-07-05,5.7,"{'temp': '-18.8°C', 'pressure': '903.3 hPa', 'vibrations': '1.5187325219514864 m/s²'}",1
V01486275,B777_4962,2024-07-05,11.9,"{'temp': '14.4°C', 'pressure': '987.5 hPa', 'vibrations': '1.925354770452029 m/s²'}",1
V08187684,E170_2943,2024-07-05,2.6,"{'temp': '10.3°C', 'pressure': '906.2 hPa', 'vibrations': '0.22321746244120477 m/s²'}",0
V00115357,CRJ700_1968,2024-07-05,7.4,"{'temp': '11.6°C', 'pressure': '946.4 hPa', 'vibrations': '3.250132438399211 m/s²'}",0
V00830703,A330_4046,2024-07-05,1.6,"{'temp': '5.8°C', 'pressure': '927.0 hPa', 'vibrations': '1.9582577211355001 m/s²'}",0
V01209887,A340_3214,2024-07-05,0.6,"{'temp': '-24.3°C', 'pressure': '902.6 hPa', 'vibrations': '4.884428336358207 m/s²'}",1
V03022992,A340_4940,2024-07-05,6.9,"{'temp': '-17.9°C', 'pressure': '876.8 hPa', 'vibrations': '2.6843580300689633 m/s²'}",1
V07153274,B777_3000,2024-07-05,0.6,"{'temp': '-0.0°C', 'pressure': '979.6 hPa', 'vibrations': '0.590257251204484 m/s²'}",0
V03583529,B747_4211,2024-07-05,1.1,"{'temp': '-18.0°C', 'pressure': '994.3 hPa', 'vibrations': '4.721023886150718 m/s²'}",1
V05142114,A350_6495,2024-07-05,9.5,"{'temp': '-1.4°C', 'pressure': '947.2 hPa', 'vibrations': '0.6304075651760233 m/s²'}",0
V07250380,B747_6800,2024-07-05,3.0,"{'temp': '9.2°C', 'pressure': '897.0 hPa', 'vibrations': '1.9285026582562514 m/s²'}",0
V09216914,B747_0472,2024-07-05,5.7,"{'temp': '1.9°C', 'pressure': '873.1 hPa', 'vibrations': '0.9405371834918352 m/s²'}",0
V03810912,B777_0908,2024-07-05,3.0,"{'temp': '0.5°C', 'pressure': '837.6 hPa', 'vibrations': '0.933525073380474 m/s²'}",0
V02106069,E175_4082,2024-07-05,4.1,"{'temp': '9.3°C', 'pressure': '995.3 hPa', 'vibrations': '3.1355531592880244 m/s²'}",0
V06481178,A321_1968,2024-07-05,4.0,"{'temp': '-14.0°C', 'pressure': '991.9 hPa', 'vibrations': '4.493971194532829 m/s²'}",1
V03045832,B767_2368,2024-07-05,7.5,"{'temp': '-4.8°C', 'pressure': '1015.9 hPa', 'vibrations': '4.134433925379844 m/s²'}",0
V01053985,B777_3944,2024-07-05,3.6,"{'temp': '11.3°C', 'pressure': '951.2 hPa', 'vibrations': '1.7172944909324739 m/s²'}",0
V02055081,A321_1460,2024-07-05,1.4,"{'temp': '-17.7°C', 'pressure': '905.4 hPa', 'vibrations': '3.5818922092074867 m/s²'}",1
V08155037,A350_4603,2024-07-05,5.6,"{'temp': '8.0°C', 'pressure': '940.0 hPa', 'vibrations': '0.9871492478945199 m/s²'}",0
V03512015,B777_5397,2024-07-05,5.9,"{'temp': '-3.0°C', 'pressure': '932.5 hPa', 'vibrations': '2.3872441343360284 m/s²'}",0
V07789710,A320_2237,2024-07-05,4.6,"{'temp': '22.0°C', 'pressure': '996.2 hPa', 'vibrations': '3.0433252255067305 m/s²'}",1
V07046950,E175_0620,2024-07-05,5.9,"{'temp': '-12.0°C', 'pressure': '899.8 hPa', 'vibrations': '4.095923028631771 m/s²'}",0
V08542933,A320_6814,2024-07-05,5.5,"{'temp': '-21.1°C', 'pressure': '919.3 hPa', 'vibrations': '1.5555821472828746 m/s²'}",1
V03982169,A340_6933,2024-07-05,3.3,"{'temp': '10.4°C', 'pressure': '874.4 hPa', 'vibrations': '1.0736120950221795 m/s²'}",0
V04727616,A380_0710,2024-07-05,4.2,"{'temp': '-5.0°C', 'pressure': '942.9 hPa', 'vibrations': '2.585504595305697 m/s²'}",0
V06483905,B757_6092,2024-07-05,4.6,"{'temp': '3.7°C', 'pressure': '1019.3 hPa', 'vibrations': '4.325681401585486 m/s²'}",0
V06850488,A330_6708,2024-07-05,2.7,"{'temp': '9.3°C', 'pressure': '875.0 hPa', 'vibrations': '2.98004525833506 m/s²'}",0
V07479862,A350_6452,2024-07-05,0.6,"{'temp': '-10.3°C', 'pressure': '1025.4 hPa', 'vibrations': '4.020738906525635 m/s²'}",0
V05388357,CRJ700_3699,2024-07-05,3.6,"{'temp': '19.7°C', 'pressure': '897.6 hPa', 'vibrations': '4.6769560130654835 m/s²'}",0
V09492238,A350_1889,2024-07-05,6.7,"{'temp': '10.8°C', 'pressure': '971.3 hPa', 'vibrations': '1.4082971018193935 m/s²'}",0
V00996910,CRJ700_1002,2024-07-05,7.4,"{'temp': '10.7°C', 'pressure': '987.8 hPa', 'vibrations': '1.6483423821435634 m/s²'}",0
V02670605,CRJ900_1740,2024-07-05,4.4,"{'temp': '9.6°C', 'pressure': '857.1 hPa', 'vibrations': '1.774117769510044 m/s²'}",0
V00864334,B737_1256,2024-07-05,3.1,"{'temp': '-25.4°C', 'pressure': '982.4 hPa', 'vibrations': '2.113660660725796 m/s²'}",1
V07605873,CRJ700_1788,2024-07-05,10.9,"{'temp': '4.3°C', 'pressure': '942.3 hPa', 'vibrations': '3.439309770262284 m/s²'}",0
V03905495,A380_0178,2024-07-05,4.2,"{'temp': '2.8°C', 'pressure': '918.8 hPa', 'vibrations': '2.7220353352340902 m/s²'}",0
V09923856,A340_4633,2024-07-05,11.0,"{'temp': '4.6°C', 'pressure': '930.5 hPa', 'vibrations': '2.5635905046803393 m/s²'}",0
V05146662,A321_5206,2024-07-05,5.2,"{'temp': '14.8°C', 'pressure': '969.2 hPa', 'vibrations': '4.211591147031276 m/s²'}",0
V07469205,B737_0789,2024-07-05,8.3,"{'temp': '8.5°C', 'pressure': '1009.7 hPa', 'vibrations': '1.0086471741983165 m/s²'}",0
V05300424,A321_3033,2024-07-05,0.9,"{'temp': '6.6°C', 'pressure': '989.1 hPa', 'vibrations': '2.3482934990215796 m/s²'}",0
V03983098,B767_2790,2024-07-05,7.7,"{'temp': '7.8°C', 'pressure': '1004.9 hPa', 'vibrations': '2.918721550005567 m/s²'}",0
