ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V04289139,B737_5581,2024-07-21,4.1,"{'temp': '5.3°C', 'pressure': '929.7 hPa', 'vibrations': '1.747878057569674 m/s²'}",0
V07170955,A350_2655,2024-07-21,3.9,"{'temp': '-6.1°C', 'pressure': '1014.9 hPa', 'vibrations': '0.8163530501921767 m/s²'}",0
V01860685,B767_2790,2024-07-21,4.4,"{'temp': '9.0°C', 'pressure': '999.4 hPa', 'vibrations': '0.20018643127290403 m/s²'}",0
V04916882,E170_3393,2024-07-21,7.3,"{'temp': '17.6°C', 'pressure': '983.0 hPa', 'vibrations': '0.8405134994048746 m/s²'}",0
V06199224,E170_5551,2024-07-21,4.9,"{'temp': '0.2°C', 'pressure': '1018.4 hPa', 'vibrations': '4.569147086960397 m/s²'}",2
V06555656,B747_2389,2024-07-21,3.7,"{'temp': '-0.7°C', 'pressure': '865.8 hPa', 'vibrations': '4.172061651614919 m/s²'}",0
V01059715,A350_6902,2024-07-21,4.8,"{'temp': '20.5°C', 'pressure': '956.2 hPa', 'vibrations': '0.337926452899191 m/s²'}",1
V06236638,B737_3924,2024-07-21,6.4,"{'temp': '0.4°C', 'pressure': '855.2 hPa', 'vibrations': '3.1729818080851464 m/s²'}",0
V02318565,A350_0441,2024-07-21,5.4,"{'temp': '-16.9°C', 'pressure': '948.8 hPa', 'vibrations': '3.789881634296532 m/s²'}",1
V07348023,B777_3000,2024-07-21,10.4,"{'temp': '-9.1°C', 'pressure': '914.7 hPa', 'vibrations': '1.4639636902513764 m/s²'}",0
V00164467,A380_0415,2024-07-21,9.1,"{'temp': '23.6°C', 'pressure': '957.6 hPa', 'vibrations': '4.948676978597163 m/s²'}",1
V07633005,E175_2945,2024-07-21,4.8,"{'temp': '7.5°C', 'pressure': '1049.8 hPa', 'vibrations': '1.630211253368274 m/s²'}",0
V05319313,A330_5146,2024-07-21,6.9,"{'temp': '-2.2°C', 'pressure': '892.9 hPa', 'vibrations': '2.680698239079062 m/s²'}",2
V00229824,A320_4367,2024-07-21,6.4,"{'temp': '11.2°C', 'pressure': '925.1 hPa', 'vibrations': '4.008665626350304 m/s²'}",0
V04154187,A380_0594,2024-07-21,0.7,"{'temp': '3.8°C', 'pressure': '912.3 hPa', 'vibrations': '1.2909964784908539 m/s²'}",0
V01384720,A320_3178,2024-07-21,5.4,"{'temp': '0.3°C', 'pressure': '1004.1 hPa', 'vibrations': '4.97687185751471 m/s²'}",0
V02547301,CRJ700_1002,2024-07-21,0.8,"{'temp': '-9.9°C', 'pressure': '967.0 hPa', 'vibrations': '2.68608705298372 m/s²'}",0
V06021172,A320_6242,2024-07-21,6.3,"{'temp': '-0.6°C', 'pressure': '945.4 hPa', 'vibrations': '4.757656686858795 m/s²'}",0
V04512284,A321_1458,2024-07-21,4.7,"{'temp': '-0.6°C', 'pressure': '975.6 hPa', 'vibrations': '0.39095343102639235 m/s²'}",0
V07382327,A320_6924,2024-07-21,1.5,"{'temp': '-1.3°C', 'pressure': '972.7 hPa', 'vibrations': '4.057569971557885 m/s²'}",0
V08998407,A380_3162,2024-07-21,6.1,"{'temp': '-3.0°C', 'pressure': '1005.6 hPa', 'vibrations': '3.876842631777675 m/s²'}",0
V02518421,B747_4824,2024-07-21,1.8,"{'temp': '-5.8°C', 'pressure': '975.4 hPa', 'vibrations': '1.9069836290856879 m/s²'}",0
V01657473,A321_0473,2024-07-21,4.5,"{'temp': '0.3°C', 'pressure': '991.2 hPa', 'vibrations': '3.6613094132640764 m/s²'}",0
V01413102,CRJ900_6319,2024-07-21,4.7,"{'temp': '7.0°C', 'pressure': '900.0 hPa', 'vibrations': '0.22853421974521115 m/s²'}",0
V06049843,B777_5963,2024-07-21,1.6,"{'temp': '-1.3°C', 'pressure': '991.5 hPa', 'vibrations': '0.28866244598907465 m/s²'}",0
V08097633,CRJ700_4386,2024-07-21,7.3,"{'temp': '-4.2°C', 'pressure': '1021.6 hPa', 'vibrations': '0.5953862702564877 m/s²'}",0
V08376382,A340_1047,2024-07-21,2.3,"{'temp': '3.9°C', 'pressure': '958.6 hPa', 'vibrations': '3.2513783241857173 m/s²'}",0
V06028802,E175_4082,2024-07-21,5.8,"{'temp': '8.3°C', 'pressure': '927.8 hPa', 'vibrations': '1.8037313438030422 m/s²'}",0
V01956369,B767_2417,2024-07-21,7.8,"{'temp': '-6.6°C', 'pressure': '998.3 hPa', 'vibrations': '4.694518425158466 m/s²'}",0
V06386687,E175_2963,2024-07-21,8.6,"{'temp': '-6.8°C', 'pressure': '949.0 hPa', 'vibrations': '1.6492095568232656 m/s²'}",0
V09862106,A320_2237,2024-07-21,2.5,"{'temp': '-24.7°C', 'pressure': '946.7 hPa', 'vibrations': '2.974734359786473 m/s²'}",1
V02402935,A340_2827,2024-07-21,6.2,"{'temp': '5.6°C', 'pressure': '943.5 hPa', 'vibrations': '3.3769446892491684 m/s²'}",0
V06373122,E170_4215,2024-07-21,6.8,"{'temp': '0.7°C', 'pressure': '1003.7 hPa', 'vibrations': '2.083056338733922 m/s²'}",0
V01945345,CRJ900_3749,2024-07-21,7.6,"{'temp': '-12.7°C', 'pressure': '964.7 hPa', 'vibrations': '1.6570144941154807 m/s²'}",1
V09002092,A320_5229,2024-07-21,4.4,"{'temp': '5.4°C', 'pressure': '940.8 hPa', 'vibrations': '2.911636966686822 m/s²'}",0
V07950855,A350_6092,2024-07-21,0.6,"{'temp': '3.0°C', 'pressure': '862.9 hPa', 'vibrations': '0.15417174176272863 m/s²'}",0
V04692906,CRJ900_3374,2024-07-21,10.6,"{'temp': '9.5°C', 'pressure': '999.3 hPa', 'vibrations': '4.349810670108727 m/s²'}",0
V00801901,B777_5688,2024-07-21,4.7,"{'temp': '-4.5°C', 'pressure': '1047.8 hPa', 'vibrations': '1.493240558002125 m/s²'}",0
V07235718,A321_3707,2024-07-21,7.8,"{'temp': '-14.6°C', 'pressure': '1010.5 hPa', 'vibrations': '1.5470784293251176 m/s²'}",1
V06496659,E170_1130,2024-07-21,0.6,"{'temp': '-16.9°C', 'pressure': '1000.8 hPa', 'vibrations': '4.355217507782459 m/s²'}",1
