ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V07232870,A330_2237,2024-07-13,5.7,"{'temp': '-13.9°C', 'pressure': '975.5 hPa', 'vibrations': '0.9100203351848857 m/s²'}",1
V03811199,A350_3976,2024-07-13,4.5,"{'temp': '-11.0°C', 'pressure': '993.7 hPa', 'vibrations': '0.3956187209684614 m/s²'}",2
V00969729,CRJ900_3374,2024-07-13,3.9,"{'temp': '29.0°C', 'pressure': '935.9 hPa', 'vibrations': '3.2853567642951456 m/s²'}",1
V03792511,A321_3707,2024-07-13,5.6,"{'temp': '0.2°C', 'pressure': '927.0 hPa', 'vibrations': '4.217498500978227 m/s²'}",0
V08389966,E170_1130,2024-07-13,1.9,"{'temp': '3.4°C', 'pressure': '930.3 hPa', 'vibrations': '0.06417923188354935 m/s²'}",0
V03975043,CRJ900_1740,2024-07-13,8.2,"{'temp': '10.3°C', 'pressure': '951.5 hPa', 'vibrations': '2.278613046829456 m/s²'}",0
V00225552,CRJ700_0545,2024-07-13,1.4,"{'temp': '10.6°C', 'pressure': '869.9 hPa', 'vibrations': '4.84816820458377 m/s²'}",0
V01852763,CRJ700_3181,2024-07-13,4.8,"{'temp': '1.6°C', 'pressure': '915.6 hPa', 'vibrations': '0.7796671289595453 m/s²'}",0
V04056681,CRJ700_2988,2024-07-13,2.9,"{'temp': '-7.3°C', 'pressure': '917.9 hPa', 'vibrations': '3.4751100828754633 m/s²'}",0
V01360212,B757_2908,2024-07-13,6.3,"{'temp': '-0.2°C', 'pressure': '962.4 hPa', 'vibrations': '2.0240788723814713 m/s²'}",0
V07985878,E170_6420,2024-07-13,7.6,"{'temp': '17.6°C', 'pressure': '884.4 hPa', 'vibrations': '1.206623367766397 m/s²'}",0
V07490740,A330_6095,2024-07-13,1.6,"{'temp': '-4.5°C', 'pressure': '948.3 hPa', 'vibrations': '3.836011595269299 m/s²'}",0
V08785644,A321_0473,2024-07-13,4.0,"{'temp': '4.9°C', 'pressure': '989.8 hPa', 'vibrations': '3.2442488747896476 m/s²'}",0
V05464170,B757_6092,2024-07-13,4.2,"{'temp': '5.5°C', 'pressure': '944.2 hPa', 'vibrations': '4.391769268840836 m/s²'}",0
V03295386,A330_3411,2024-07-13,1.1,"{'temp': '15.7°C', 'pressure': '998.6 hPa', 'vibrations': '1.840344214858558 m/s²'}",0
V07725771,A380_6878,2024-07-13,6.4,"{'temp': '1.0°C', 'pressure': '964.8 hPa', 'vibrations': '1.3977650660966345 m/s²'}",0
V09625010,A340_6668,2024-07-13,2.7,"{'temp': '16.2°C', 'pressure': '970.5 hPa', 'vibrations': '2.595878376574961 m/s²'}",0
V04373118,B757_1844,2024-07-13,4.5,"{'temp': '-13.9°C', 'pressure': '974.2 hPa', 'vibrations': '3.5517967376936097 m/s²'}",1
V03931703,A320_1930,2024-07-13,9.4,"{'temp': '4.8°C', 'pressure': '990.1 hPa', 'vibrations': '4.610057498988178 m/s²'}",0
V02492451,B737_1117,2024-07-13,4.8,"{'temp': '10.6°C', 'pressure': '904.0 hPa', 'vibrations': '3.5951270831904907 m/s²'}",0
V08187789,CRJ900_3675,2024-07-13,4.4,"{'temp': '1.6°C', 'pressure': '988.1 hPa', 'vibrations': '4.04715761169112 m/s²'}",0
