ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V01645434,A350_4039,2024-07-16,9.1,"{'temp': '-3.8°C', 'pressure': '931.2 hPa', 'vibrations': '1.5230746451970316 m/s²'}",0
V01906941,B747_4007,2024-07-16,5.6,"{'temp': '3.5°C', 'pressure': '921.1 hPa', 'vibrations': '0.17522526309635134 m/s²'}",0
V07994787,E170_4215,2024-07-16,3.1,"{'temp': '6.5°C', 'pressure': '993.2 hPa', 'vibrations': '1.5911638649071462 m/s²'}",0
V04285861,CRJ700_2988,2024-07-16,5.1,"{'temp': '17.3°C', 'pressure': '996.2 hPa', 'vibrations': '4.742816813438425 m/s²'}",0
V06905264,CRJ700_6849,2024-07-16,10.7,"{'temp': '-8.8°C', 'pressure': '984.0 hPa', 'vibrations': '0.40702669025640514 m/s²'}",0
V06890233,B747_1460,2024-07-16,4.5,"{'temp': '10.5°C', 'pressure': '950.1 hPa', 'vibrations': '1.011626673491694 m/s²'}",0
V07754222,A320_1930,2024-07-16,4.8,"{'temp': '4.8°C', 'pressure': '1037.7 hPa', 'vibrations': '3.0260886864734236 m/s²'}",0
V02379546,A320_2237,2024-07-16,0.6,"{'temp': '-3.6°C', 'pressure': '899.1 hPa', 'vibrations': '0.9044963385963123 m/s²'}",0
V00662923,B767_4924,2024-07-16,7.7,"{'temp': '-9.2°C', 'pressure': '894.1 hPa', 'vibrations': '1.7134836940173115 m/s²'}",0
V02391685,E170_2943,2024-07-16,4.6,"{'temp': '-7.3°C', 'pressure': '898.3 hPa', 'vibrations': '2.728226495162744 m/s²'}",0
V00255306,B757_0375,2024-07-16,7.3,"{'temp': '6.0°C', 'pressure': '843.6 hPa', 'vibrations': '0.11321212315999085 m/s²'}",0
V00049284,B737_0616,2024-07-16,8.4,"{'temp': '-11.7°C', 'pressure': '1053.0 hPa', 'vibrations': '3.345358123753126 m/s²'}",0
V07819626,E175_2977,2024-07-16,2.2,"{'temp': '-3.0°C', 'pressure': '926.5 hPa', 'vibrations': '1.8252769714186106 m/s²'}",0
V05808746,A350_6305,2024-07-16,4.0,"{'temp': '1.1°C', 'pressure': '1006.8 hPa', 'vibrations': '1.563878448746966 m/s²'}",0
V00823931,E170_1145,2024-07-16,2.9,"{'temp': '3.4°C', 'pressure': '932.5 hPa', 'vibrations': '2.2397606724057058 m/s²'}",0
V06319941,B767_0906,2024-07-16,4.5,"{'temp': '-9.0°C', 'pressure': '995.9 hPa', 'vibrations': '1.9543991504521037 m/s²'}",0
V02893498,B747_6747,2024-07-16,6.7,"{'temp': '-3.6°C', 'pressure': '959.1 hPa', 'vibrations': '1.009903361187131 m/s²'}",0
V00568874,E170_6246,2024-07-16,6.7,"{'temp': '9.0°C', 'pressure': '960.8 hPa', 'vibrations': '3.701170001449372 m/s²'}",0
V02222555,A321_5206,2024-07-16,0.6,"{'temp': '-8.2°C', 'pressure': '897.7 hPa', 'vibrations': '4.497880301117016 m/s²'}",0
V02731152,B777_5812,2024-07-16,4.4,"{'temp': '4.8°C', 'pressure': '947.6 hPa', 'vibrations': '1.5097487585892848 m/s²'}",0
V02416621,CRJ900_6738,2024-07-16,4.0,"{'temp': '3.1°C', 'pressure': '919.7 hPa', 'vibrations': '3.6388192645778865 m/s²'}",0
V07209604,E175_5414,2024-07-16,3.9,"{'temp': '-8.1°C', 'pressure': '999.3 hPa', 'vibrations': '3.587111492527371 m/s²'}",0
V07463416,CRJ700_1002,2024-07-16,1.6,"{'temp': '7.9°C', 'pressure': '948.0 hPa', 'vibrations': '3.0767958790826873 m/s²'}",0
V04759057,B747_1988,2024-07-16,0.6,"{'temp': '-6.5°C', 'pressure': '919.2 hPa', 'vibrations': '1.4828354501455747 m/s²'}",0
V09817131,B767_2315,2024-07-16,3.6,"{'temp': '12.6°C', 'pressure': '1027.2 hPa', 'vibrations': '3.109521020870454 m/s²'}",0
V00832741,CRJ700_2863,2024-07-16,5.3,"{'temp': '-1.6°C', 'pressure': '896.4 hPa', 'vibrations': '2.830109598510896 m/s²'}",0
V06773401,E170_1130,2024-07-16,7.4,"{'temp': '-8.4°C', 'pressure': '999.4 hPa', 'vibrations': '3.7045381987129877 m/s²'}",0
V00221880,CRJ900_5500,2024-07-16,6.9,"{'temp': '-12.8°C', 'pressure': '925.6 hPa', 'vibrations': '2.643044153819071 m/s²'}",1
V02038369,B747_4211,2024-07-16,2.2,"{'temp': '-0.0°C', 'pressure': '929.5 hPa', 'vibrations': '2.131244749347178 m/s²'}",0
V01039579,A320_5229,2024-07-16,4.8,"{'temp': '-13.8°C', 'pressure': '895.9 hPa', 'vibrations': '2.4086930132158297 m/s²'}",1
V00128672,A350_6495,2024-07-16,5.4,"{'temp': '0.9°C', 'pressure': '904.1 hPa', 'vibrations': '3.834422193578437 m/s²'}",0
V07890482,CRJ700_3181,2024-07-16,9.6,"{'temp': '-20.5°C', 'pressure': '878.6 hPa', 'vibrations': '0.5174453709779225 m/s²'}",1
V05728581,A321_0473,2024-07-16,6.2,"{'temp': '21.0°C', 'pressure': '946.1 hPa', 'vibrations': '1.5181514438547468 m/s²'}",1
V04473378,B747_2389,2024-07-16,5.0,"{'temp': '0.8°C', 'pressure': '914.4 hPa', 'vibrations': '0.18005408018447633 m/s²'}",0
V06879147,B747_4659,2024-07-16,2.3,"{'temp': '2.0°C', 'pressure': '904.1 hPa', 'vibrations': '4.550586850476121 m/s²'}",0
V00058784,CRJ700_3108,2024-07-16,4.3,"{'temp': '-5.6°C', 'pressure': '964.9 hPa', 'vibrations': '0.019368592344545243 m/s²'}",0
V04305321,A380_0594,2024-07-16,5.6,"{'temp': '-5.3°C', 'pressure': '1031.1 hPa', 'vibrations': '3.518069550580378 m/s²'}",0
V08169135,E170_5551,2024-07-16,2.8,"{'temp': '14.6°C', 'pressure': '918.1 hPa', 'vibrations': '1.9796301997534271 m/s²'}",0
V02213286,B757_1844,2024-07-16,2.4,"{'temp': '7.1°C', 'pressure': '834.5 hPa', 'vibrations': '4.5451692203906084 m/s²'}",0
V00615582,B747_3165,2024-07-16,5.3,"{'temp': '10.9°C', 'pressure': '906.3 hPa', 'vibrations': '4.687795084844482 m/s²'}",0
V04710278,B757_6806,2024-07-16,9.1,"{'temp': '3.2°C', 'pressure': '930.2 hPa', 'vibrations': '1.9039631195090712 m/s²'}",0
V00643522,B747_6297,2024-07-16,3.1,"{'temp': '-7.9°C', 'pressure': '961.2 hPa', 'vibrations': '3.7768854242085608 m/s²'}",0
V05603557,B767_2368,2024-07-16,3.0,"{'temp': '-4.8°C', 'pressure': '910.5 hPa', 'vibrations': '2.5319033259852484 m/s²'}",0
V09167972,A321_3707,2024-07-16,4.6,"{'temp': '13.5°C', 'pressure': '915.2 hPa', 'vibrations': '1.7187473521546663 m/s²'}",0
V05423197,CRJ900_3749,2024-07-16,2.5,"{'temp': '6.0°C', 'pressure': '884.5 hPa', 'vibrations': '2.6946264827198796 m/s²'}",0
V06532047,B757_6477,2024-07-16,6.7,"{'temp': '-28.6°C', 'pressure': '936.0 hPa', 'vibrations': '0.6105153020731086 m/s²'}",1
V05200556,B767_4965,2024-07-16,4.2,"{'temp': '-6.8°C', 'pressure': '969.9 hPa', 'vibrations': '3.561578437487097 m/s²'}",0
