ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V04895511,CRJ900_1943,2024-06-13,5.6,"{'temp': '-9.1°C', 'pressure': '969.6 hPa', 'vibrations': '2.866937782871826 m/s²'}",0
V07862822,A340_3614,2024-06-13,10.8,"{'temp': '9.3°C', 'pressure': '933.6 hPa', 'vibrations': '0.6198217150038698 m/s²'}",0
V05091145,B737_3303,2024-06-13,10.2,"{'temp': '18.7°C', 'pressure': '928.2 hPa', 'vibrations': '0.9169233739996807 m/s²'}",3
V06878895,CRJ900_3374,2024-06-13,4.9,"{'temp': '1.3°C', 'pressure': '909.9 hPa', 'vibrations': '0.9783132848185733 m/s²'}",0
V01017478,B767_4965,2024-06-13,2.0,"{'temp': '10.6°C', 'pressure': '970.4 hPa', 'vibrations': '2.121639510413173 m/s²'}",0
V07016423,A340_6933,2024-06-13,8.7,"{'temp': '-24.2°C', 'pressure': '946.7 hPa', 'vibrations': '3.0885783900542867 m/s²'}",1
V03880152,E175_2805,2024-06-13,5.3,"{'temp': '-2.4°C', 'pressure': '960.8 hPa', 'vibrations': '3.9611706371277524 m/s²'}",0
V02084605,A321_0473,2024-06-13,4.4,"{'temp': '0.7°C', 'pressure': '1029.2 hPa', 'vibrations': '2.081249546254184 m/s²'}",0
V05384982,B747_2389,2024-06-13,3.8,"{'temp': '11.8°C', 'pressure': '899.8 hPa', 'vibrations': '3.656451936314088 m/s²'}",0
V00538235,B747_5273,2024-06-13,4.7,"{'temp': '10.7°C', 'pressure': '999.4 hPa', 'vibrations': '3.064207161319742 m/s²'}",0
V02407813,A321_5206,2024-06-13,9.6,"{'temp': '14.1°C', 'pressure': '826.2 hPa', 'vibrations': '0.44037387722704047 m/s²'}",0
V03932236,CRJ900_6738,2024-06-13,0.6,"{'temp': '-6.8°C', 'pressure': '936.3 hPa', 'vibrations': '4.545539585586239 m/s²'}",0
V05143592,CRJ900_6319,2024-06-13,4.4,"{'temp': '-9.1°C', 'pressure': '874.9 hPa', 'vibrations': '4.53783415699799 m/s²'}",0
V02293882,CRJ900_3675,2024-06-13,7.5,"{'temp': '1.2°C', 'pressure': '964.8 hPa', 'vibrations': '1.8977950144739313 m/s²'}",0
V03503916,A350_6305,2024-06-13,2.1,"{'temp': '-8.0°C', 'pressure': '867.3 hPa', 'vibrations': '1.83787970985818 m/s²'}",0
V00076030,B777_0122,2024-06-13,9.6,"{'temp': '1.2°C', 'pressure': '928.4 hPa', 'vibrations': '3.017928048867164 m/s²'}",0
V04020345,B757_2908,2024-06-13,4.9,"{'temp': '-7.3°C', 'pressure': '987.9 hPa', 'vibrations': '2.2643198702279 m/s²'}",0
V05599060,B747_4211,2024-06-13,3.0,"{'temp': '-7.5°C', 'pressure': '982.2 hPa', 'vibrations': '0.5121265928519247 m/s²'}",0
V03912950,CRJ700_3181,2024-06-13,3.1,"{'temp': '0.7°C', 'pressure': '907.7 hPa', 'vibrations': '2.3190115487741556 m/s²'}",0
V07585309,CRJ700_1968,2024-06-13,7.8,"{'temp': '-7.2°C', 'pressure': '972.0 hPa', 'vibrations': '4.289088633807366 m/s²'}",0
V05888991,A350_2804,2024-06-13,3.1,"{'temp': '-4.2°C', 'pressure': '847.2 hPa', 'vibrations': '2.314218282907542 m/s²'}",0
V06085476,A320_3178,2024-06-13,5.4,"{'temp': '5.3°C', 'pressure': '933.4 hPa', 'vibrations': '4.5058582697239284 m/s²'}",0
V05051261,CRJ900_2577,2024-06-13,8.3,"{'temp': '9.2°C', 'pressure': '1006.1 hPa', 'vibrations': '3.3649673105268443 m/s²'}",0
V03322836,E170_6246,2024-06-13,1.5,"{'temp': '-6.1°C', 'pressure': '980.9 hPa', 'vibrations': '1.524960135990574 m/s²'}",0
V00415976,A380_4294,2024-06-13,4.7,"{'temp': '8.4°C', 'pressure': '932.9 hPa', 'vibrations': '2.8670086510908432 m/s²'}",0
V09716450,A320_1930,2024-06-13,2.5,"{'temp': '19.3°C', 'pressure': '990.3 hPa', 'vibrations': '2.6361933684645344 m/s²'}",0
V07080231,A340_4633,2024-06-13,9.9,"{'temp': '-17.9°C', 'pressure': '1006.1 hPa', 'vibrations': '0.2697083514825599 m/s²'}",1
V01942544,B757_1844,2024-06-13,4.3,"{'temp': '6.0°C', 'pressure': '843.5 hPa', 'vibrations': '4.95154390596657 m/s²'}",0
V02102005,B777_6740,2024-06-13,7.2,"{'temp': '0.1°C', 'pressure': '996.4 hPa', 'vibrations': '3.910721513185657 m/s²'}",0
