ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V03094183,B767_4924,2024-07-18,4.9,"{'temp': '6.2°C', 'pressure': '977.8 hPa', 'vibrations': '1.4913446182088514 m/s²'}",0
V02510539,A330_6979,2024-07-18,0.6,"{'temp': '-0.3°C', 'pressure': '841.8 hPa', 'vibrations': '4.726206344143341 m/s²'}",0
V08734251,E170_4783,2024-07-18,2.8,"{'temp': '3.8°C', 'pressure': '1004.5 hPa', 'vibrations': '4.465303563938833 m/s²'}",0
V06731323,A320_4367,2024-07-18,1.1,"{'temp': '-7.9°C', 'pressure': '911.1 hPa', 'vibrations': '1.8293389334065813 m/s²'}",0
V05247311,B777_0908,2024-07-18,4.5,"{'temp': '-5.3°C', 'pressure': '1045.1 hPa', 'vibrations': '3.864060226010511 m/s²'}",0
V02612858,CRJ900_1993,2024-07-18,7.7,"{'temp': '-3.9°C', 'pressure': '982.9 hPa', 'vibrations': '2.853491913772512 m/s²'}",0
V00482627,CRJ900_6738,2024-07-18,6.2,"{'temp': '9.1°C', 'pressure': '936.2 hPa', 'vibrations': '0.5576446414449304 m/s²'}",0
V00403132,A321_5206,2024-07-18,0.6,"{'temp': '3.0°C', 'pressure': '971.0 hPa', 'vibrations': '2.305535588124532 m/s²'}",0
V02032513,CRJ700_0545,2024-07-18,1.3,"{'temp': '3.2°C', 'pressure': '959.7 hPa', 'vibrations': '2.964431300631007 m/s²'}",0
V06162434,A330_3519,2024-07-18,4.9,"{'temp': '-14.3°C', 'pressure': '835.6 hPa', 'vibrations': '3.0538399068514877 m/s²'}",1
V07129351,B757_4533,2024-07-18,5.7,"{'temp': '12.0°C', 'pressure': '927.5 hPa', 'vibrations': '0.3669421779398818 m/s²'}",0
V02403708,E170_6353,2024-07-18,5.5,"{'temp': '6.2°C', 'pressure': '937.7 hPa', 'vibrations': '0.5269743632375223 m/s²'}",0
V09698164,E175_6879,2024-07-18,3.1,"{'temp': '-10.6°C', 'pressure': '984.4 hPa', 'vibrations': '2.577387584785126 m/s²'}",0
