ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V06037987,A330_6708,2024-06-29,1.9,"{'temp': '-4.4°C', 'pressure': '961.8 hPa', 'vibrations': '3.831719951990555 m/s²'}",0
V03627606,A350_0441,2024-06-29,4.5,"{'temp': '6.6°C', 'pressure': '1036.7 hPa', 'vibrations': '2.148689710215304 m/s²'}",0
V04662208,A321_1460,2024-06-29,3.7,"{'temp': '19.6°C', 'pressure': '965.5 hPa', 'vibrations': '4.913429760263997 m/s²'}",0
V02041028,A340_3962,2024-06-29,5.8,"{'temp': '7.8°C', 'pressure': '936.6 hPa', 'vibrations': '4.618235617634663 m/s²'}",0
V06474859,A380_6283,2024-06-29,7.0,"{'temp': '-4.4°C', 'pressure': '925.8 hPa', 'vibrations': '2.3076118388554616 m/s²'}",0
V09140076,CRJ900_1740,2024-06-29,5.5,"{'temp': '-3.2°C', 'pressure': '963.8 hPa', 'vibrations': '2.5294805444651285 m/s²'}",0
V06043969,B767_0277,2024-06-29,5.8,"{'temp': '12.9°C', 'pressure': '975.3 hPa', 'vibrations': '4.068435900018855 m/s²'}",0
V06745325,B747_6747,2024-06-29,1.2,"{'temp': '11.4°C', 'pressure': '1011.9 hPa', 'vibrations': '4.788370043761805 m/s²'}",0
V02953821,A330_2602,2024-06-29,0.6,"{'temp': '1.7°C', 'pressure': '995.5 hPa', 'vibrations': '1.1247982127377827 m/s²'}",0
V00701025,A330_0921,2024-06-29,7.3,"{'temp': '21.7°C', 'pressure': '965.6 hPa', 'vibrations': '3.659993026119605 m/s²'}",1
V08902798,E175_1426,2024-06-29,3.5,"{'temp': '-5.4°C', 'pressure': '1048.2 hPa', 'vibrations': '1.562814373857292 m/s²'}",0
V03925941,A340_1505,2024-06-29,5.8,"{'temp': '20.1°C', 'pressure': '949.6 hPa', 'vibrations': '1.909000752616482 m/s²'}",1
V00416264,A380_0710,2024-06-29,2.9,"{'temp': '-14.1°C', 'pressure': '968.5 hPa', 'vibrations': '1.4658766044615723 m/s²'}",1
V07048732,CRJ700_1788,2024-06-29,4.8,"{'temp': '-7.2°C', 'pressure': '966.1 hPa', 'vibrations': '2.421526016849489 m/s²'}",0
V09036684,CRJ700_0969,2024-06-29,1.7,"{'temp': '10.2°C', 'pressure': '923.9 hPa', 'vibrations': '2.5862050939987604 m/s²'}",0
V02046495,CRJ700_1002,2024-06-29,4.8,"{'temp': '-0.7°C', 'pressure': '1059.9 hPa', 'vibrations': '3.453998291498603 m/s²'}",0
V01300506,B767_2803,2024-06-29,5.4,"{'temp': '3.9°C', 'pressure': '901.9 hPa', 'vibrations': '4.750241401959256 m/s²'}",0
V02642410,A350_6495,2024-06-29,5.0,"{'temp': '-6.9°C', 'pressure': '976.0 hPa', 'vibrations': '1.153895116439766 m/s²'}",0
V00997528,E170_6913,2024-06-29,11.8,"{'temp': '-9.7°C', 'pressure': '905.6 hPa', 'vibrations': '2.118508994981825 m/s²'}",1
V06545141,CRJ700_3699,2024-06-29,7.3,"{'temp': '-17.9°C', 'pressure': '935.3 hPa', 'vibrations': '3.9422248576322287 m/s²'}",1
V09580362,B777_6867,2024-06-29,6.2,"{'temp': '16.3°C', 'pressure': '963.0 hPa', 'vibrations': '1.6815108466248052 m/s²'}",0
V07265043,E170_6353,2024-06-29,6.8,"{'temp': '13.6°C', 'pressure': '978.3 hPa', 'vibrations': '2.5676465164114033 m/s²'}",0
