ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V00448805,B737_5581,2024-07-15,5.2,"{'temp': '-18.0°C', 'pressure': '908.7 hPa', 'vibrations': '3.4549482279989023 m/s²'}",1
V01826458,A350_6305,2024-07-15,5.9,"{'temp': '7.3°C', 'pressure': '892.5 hPa', 'vibrations': '4.046477096594962 m/s²'}",0
V05415691,B757_2518,2024-07-15,6.5,"{'temp': '1.0°C', 'pressure': '969.2 hPa', 'vibrations': '0.9304023821573859 m/s²'}",2
V00436491,A320_6493,2024-07-15,6.2,"{'temp': '-11.4°C', 'pressure': '996.1 hPa', 'vibrations': '0.2112278265068962 m/s²'}",0
V03885667,A321_0181,2024-07-15,11.2,"{'temp': '18.8°C', 'pressure': '894.7 hPa', 'vibrations': '2.8713090059244313 m/s²'}",1
V00431913,CRJ700_3181,2024-07-15,1.6,"{'temp': '6.3°C', 'pressure': '873.6 hPa', 'vibrations': '3.6454521389305565 m/s²'}",0
V00697557,CRJ900_6738,2024-07-15,3.3,"{'temp': '3.7°C', 'pressure': '974.2 hPa', 'vibrations': '0.9417937454699721 m/s²'}",0
V00473215,A350_4039,2024-07-15,5.5,"{'temp': '-2.3°C', 'pressure': '1000.4 hPa', 'vibrations': '0.3769246903087847 m/s²'}",0
V00849371,E170_6420,2024-07-15,2.1,"{'temp': '-1.2°C', 'pressure': '960.6 hPa', 'vibrations': '0.434631992461737 m/s²'}",0
V07735728,CRJ700_1002,2024-07-15,4.7,"{'temp': '-10.0°C', 'pressure': '900.3 hPa', 'vibrations': '0.9281660669203251 m/s²'}",0
V04786558,E175_6729,2024-07-15,7.5,"{'temp': '16.2°C', 'pressure': '929.1 hPa', 'vibrations': '4.840660109587166 m/s²'}",0
V05705160,B737_1936,2024-07-15,4.2,"{'temp': '2.3°C', 'pressure': '902.1 hPa', 'vibrations': '4.1606170862482 m/s²'}",0
V06800062,CRJ700_1788,2024-07-15,3.2,"{'temp': '-12.6°C', 'pressure': '1016.2 hPa', 'vibrations': '1.4337759224922224 m/s²'}",1
V03689425,B767_0906,2024-07-15,8.4,"{'temp': '0.7°C', 'pressure': '939.6 hPa', 'vibrations': '4.4642368922753 m/s²'}",0
V03427387,CRJ900_6319,2024-07-15,10.3,"{'temp': '1.4°C', 'pressure': '896.2 hPa', 'vibrations': '2.936884145608099 m/s²'}",0
V02245534,E170_6723,2024-07-15,3.8,"{'temp': '6.4°C', 'pressure': '905.3 hPa', 'vibrations': '4.518492423181707 m/s²'}",0
V04784731,A380_6283,2024-07-15,3.8,"{'temp': '1.8°C', 'pressure': '896.3 hPa', 'vibrations': '0.6892732100589055 m/s²'}",0
V06090546,B777_3776,2024-07-15,7.9,"{'temp': '-2.8°C', 'pressure': '855.7 hPa', 'vibrations': '4.713093328175444 m/s²'}",0
V01561302,CRJ700_6943,2024-07-15,4.4,"{'temp': '5.3°C', 'pressure': '947.9 hPa', 'vibrations': '1.1523027954848435 m/s²'}",0
V00980731,A330_2602,2024-07-15,4.4,"{'temp': '30.3°C', 'pressure': '961.5 hPa', 'vibrations': '4.640770211718337 m/s²'}",1
V03172768,CRJ900_2577,2024-07-15,6.9,"{'temp': '0.0°C', 'pressure': '889.5 hPa', 'vibrations': '0.23535256051017528 m/s²'}",0
V04955614,E175_4082,2024-07-15,6.4,"{'temp': '7.7°C', 'pressure': '994.3 hPa', 'vibrations': '2.581427164681314 m/s²'}",0
V01257830,A380_2017,2024-07-15,2.4,"{'temp': '-16.6°C', 'pressure': '951.0 hPa', 'vibrations': '3.998689283129856 m/s²'}",1
V00925284,B737_3303,2024-07-15,6.2,"{'temp': '-18.3°C', 'pressure': '1008.6 hPa', 'vibrations': '2.868934038534896 m/s²'}",1
V02941863,A320_1884,2024-07-15,6.5,"{'temp': '-4.2°C', 'pressure': '881.7 hPa', 'vibrations': '0.42516208927978694 m/s²'}",0
V08028400,B737_2262,2024-07-15,6.6,"{'temp': '-16.6°C', 'pressure': '972.3 hPa', 'vibrations': '0.16595364486297837 m/s²'}",1
V08013052,A320_2237,2024-07-15,1.1,"{'temp': '-0.9°C', 'pressure': '920.9 hPa', 'vibrations': '4.790778069222006 m/s²'}",0
V04557814,B757_0697,2024-07-15,6.3,"{'temp': '10.0°C', 'pressure': '886.5 hPa', 'vibrations': '4.719293848336774 m/s²'}",0
V06036469,B747_6297,2024-07-15,7.4,"{'temp': '9.7°C', 'pressure': '946.1 hPa', 'vibrations': '0.35096896745020756 m/s²'}",0
V05938958,A340_1505,2024-07-15,6.1,"{'temp': '1.3°C', 'pressure': '962.0 hPa', 'vibrations': '2.9237638047060353 m/s²'}",0
V00579671,B767_5501,2024-07-15,0.8,"{'temp': '9.4°C', 'pressure': '891.5 hPa', 'vibrations': '0.5529949326761829 m/s²'}",0
V03938276,E175_2963,2024-07-15,4.3,"{'temp': '-3.8°C', 'pressure': '961.2 hPa', 'vibrations': '0.33043288768496826 m/s²'}",0
V03985342,B737_1117,2024-07-15,4.9,"{'temp': '-13.1°C', 'pressure': '842.6 hPa', 'vibrations': '2.18493253316377 m/s²'}",1
V01844277,A380_3162,2024-07-15,3.9,"{'temp': '-11.8°C', 'pressure': '918.0 hPa', 'vibrations': '3.315176140459983 m/s²'}",0
V01511033,A330_0921,2024-07-15,6.5,"{'temp': '-16.4°C', 'pressure': '970.3 hPa', 'vibrations': '4.087399724451515 m/s²'}",1
V07898222,A321_1968,2024-07-15,5.8,"{'temp': '8.9°C', 'pressure': '962.4 hPa', 'vibrations': '1.2245341960497358 m/s²'}",0
V09670356,E170_4215,2024-07-15,7.6,"{'temp': '-10.6°C', 'pressure': '999.8 hPa', 'vibrations': '2.6818586920170167 m/s²'}",0
V02719754,A350_6452,2024-07-15,2.2,"{'temp': '-10.6°C', 'pressure': '984.3 hPa', 'vibrations': '0.8356168573802919 m/s²'}",0
V09953102,B767_3878,2024-07-15,3.5,"{'temp': '11.3°C', 'pressure': '907.3 hPa', 'vibrations': '3.74612640405053 m/s²'}",0
V00911580,B767_4924,2024-07-15,3.9,"{'temp': '10.3°C', 'pressure': '1037.5 hPa', 'vibrations': '4.9540134640427995 m/s²'}",0
V05176401,A340_6943,2024-07-15,0.9,"{'temp': '-1.5°C', 'pressure': '918.6 hPa', 'vibrations': '3.1528438344257257 m/s²'}",0
V02358615,E170_3927,2024-07-15,5.5,"{'temp': '-16.7°C', 'pressure': '966.5 hPa', 'vibrations': '2.7823366130107994 m/s²'}",1
V04987979,A340_3887,2024-07-15,11.0,"{'temp': '2.4°C', 'pressure': '864.6 hPa', 'vibrations': '2.3798056930254163 m/s²'}",0
V06460567,E175_4558,2024-07-15,2.4,"{'temp': '-5.3°C', 'pressure': '993.0 hPa', 'vibrations': '3.0258877116346135 m/s²'}",0
V00138424,A380_0553,2024-07-15,4.8,"{'temp': '3.0°C', 'pressure': '901.0 hPa', 'vibrations': '0.5040912865805525 m/s²'}",0
V05883469,B777_2912,2024-07-15,5.8,"{'temp': '14.6°C', 'pressure': '1001.1 hPa', 'vibrations': '0.8326973392035497 m/s²'}",0
V06439865,A350_2655,2024-07-15,1.1,"{'temp': '3.1°C', 'pressure': '898.0 hPa', 'vibrations': '2.994443693033007 m/s²'}",0
V02571754,E170_1544,2024-07-15,7.4,"{'temp': '7.4°C', 'pressure': '975.9 hPa', 'vibrations': '2.284325684504825 m/s²'}",0
