ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V03826762,A380_4294,2024-06-18,6.4,"{'temp': '5.1°C', 'pressure': '905.1 hPa', 'vibrations': '1.720225494977647 m/s²'}",0
V09631780,CRJ700_3181,2024-06-18,8.7,"{'temp': '-2.7°C', 'pressure': '933.6 hPa', 'vibrations': '1.8272402002375532 m/s²'}",0
V08439611,A330_0921,2024-06-18,4.7,"{'temp': '11.4°C', 'pressure': '889.4 hPa', 'vibrations': '1.1028543688246872 m/s²'}",0
V00425601,B747_6800,2024-06-18,2.6,"{'temp': '-8.9°C', 'pressure': '1072.6 hPa', 'vibrations': '0.38566224511037084 m/s²'}",0
V03836886,A380_2079,2024-06-18,3.2,"{'temp': '-6.5°C', 'pressure': '872.3 hPa', 'vibrations': '4.056532453537222 m/s²'}",0
V08406955,B737_1117,2024-06-18,7.6,"{'temp': '9.5°C', 'pressure': '943.6 hPa', 'vibrations': '1.4182232727576198 m/s²'}",0
V08050316,A320_2562,2024-06-18,5.0,"{'temp': '-13.2°C', 'pressure': '1047.5 hPa', 'vibrations': '4.935745147791149 m/s²'}",1
V09424063,B757_0697,2024-06-18,5.4,"{'temp': '-9.4°C', 'pressure': '970.7 hPa', 'vibrations': '0.7235162910200649 m/s²'}",0
V09946874,A350_3976,2024-06-18,8.2,"{'temp': '10.9°C', 'pressure': '933.0 hPa', 'vibrations': '2.7247802751982615 m/s²'}",0
V00954197,A321_1968,2024-06-18,2.6,"{'temp': '1.8°C', 'pressure': '971.1 hPa', 'vibrations': '2.18510453469258 m/s²'}",0
V09281336,B757_6092,2024-06-18,4.3,"{'temp': '-2.5°C', 'pressure': '976.4 hPa', 'vibrations': '2.0033190072047597 m/s²'}",0
V08554492,B777_3776,2024-06-18,4.7,"{'temp': '-14.1°C', 'pressure': '966.3 hPa', 'vibrations': '3.4955578914043537 m/s²'}",1
V09160384,A340_4662,2024-06-18,1.6,"{'temp': '7.1°C', 'pressure': '1030.4 hPa', 'vibrations': '3.0747788393686593 m/s²'}",0
V00438846,B767_5501,2024-06-18,0.6,"{'temp': '-1.7°C', 'pressure': '905.5 hPa', 'vibrations': '0.4786342705137486 m/s²'}",1
V01313348,B737_0940,2024-06-18,6.2,"{'temp': '11.1°C', 'pressure': '922.0 hPa', 'vibrations': '4.804271189084902 m/s²'}",0
V06362072,B747_4659,2024-06-18,9.0,"{'temp': '12.7°C', 'pressure': '997.1 hPa', 'vibrations': '0.6655718256377968 m/s²'}",0
V07836746,B757_4533,2024-06-18,6.1,"{'temp': '0.3°C', 'pressure': '939.5 hPa', 'vibrations': '0.11098448525223181 m/s²'}",0
V03390733,A320_6678,2024-06-18,9.3,"{'temp': '5.9°C', 'pressure': '945.6 hPa', 'vibrations': '3.159264555231418 m/s²'}",0
V07470828,E170_2583,2024-06-18,2.9,"{'temp': '-6.7°C', 'pressure': '970.2 hPa', 'vibrations': '0.7016727619838864 m/s²'}",0
V07121240,A320_5229,2024-06-18,5.6,"{'temp': '11.6°C', 'pressure': '994.2 hPa', 'vibrations': '3.4519841171512122 m/s²'}",0
