ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V05278452,B777_5397,2024-06-17,1.9,"{'temp': '-9.2°C', 'pressure': '980.5 hPa', 'vibrations': '3.6774722297216482 m/s²'}",0
V02661661,B737_0616,2024-06-17,6.9,"{'temp': '2.0°C', 'pressure': '920.4 hPa', 'vibrations': '2.8887140628160553 m/s²'}",0
V06294299,A380_5199,2024-06-17,9.1,"{'temp': '2.5°C', 'pressure': '966.4 hPa', 'vibrations': '1.7423902715768684 m/s²'}",0
V02777057,B747_1988,2024-06-17,9.1,"{'temp': '17.6°C', 'pressure': '924.8 hPa', 'vibrations': '4.951150573911889 m/s²'}",0
V00092772,CRJ900_5500,2024-06-17,0.6,"{'temp': '3.4°C', 'pressure': '914.6 hPa', 'vibrations': '1.532760730060172 m/s²'}",0
V03502453,E170_6420,2024-06-17,7.5,"{'temp': '4.1°C', 'pressure': '908.9 hPa', 'vibrations': '0.1320126274922212 m/s²'}",0
V01792549,B747_6297,2024-06-17,6.1,"{'temp': '-9.6°C', 'pressure': '893.1 hPa', 'vibrations': '3.092933967771894 m/s²'}",0
V03942937,A321_6807,2024-06-17,8.7,"{'temp': '-11.8°C', 'pressure': '910.5 hPa', 'vibrations': '4.081144208732414 m/s²'}",0
V07765811,E175_5414,2024-06-17,6.3,"{'temp': '-10.0°C', 'pressure': '1031.4 hPa', 'vibrations': '3.678405775540008 m/s²'}",0
V06611455,A380_0178,2024-06-17,8.3,"{'temp': '3.7°C', 'pressure': '912.9 hPa', 'vibrations': '4.980025753953679 m/s²'}",0
V06136850,A340_3214,2024-06-17,0.6,"{'temp': '-3.5°C', 'pressure': '1033.4 hPa', 'vibrations': '4.785969510645107 m/s²'}",0
V09634978,E170_5551,2024-06-17,5.4,"{'temp': '17.1°C', 'pressure': '1006.9 hPa', 'vibrations': '3.5297468576129547 m/s²'}",0
V07257497,A340_2793,2024-06-17,3.5,"{'temp': '-1.2°C', 'pressure': '861.1 hPa', 'vibrations': '2.13321985416373 m/s²'}",0
V09855595,B747_2846,2024-06-17,6.9,"{'temp': '-3.3°C', 'pressure': '867.1 hPa', 'vibrations': '2.689955537912738 m/s²'}",0
V01025394,B767_0277,2024-06-17,1.0,"{'temp': '-2.6°C', 'pressure': '942.7 hPa', 'vibrations': '3.2655060362623645 m/s²'}",0
