ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V03084710,CRJ900_2577,2024-07-25,0.6,"{'temp': '4.5°C', 'pressure': '896.6 hPa', 'vibrations': '0.378505035337961 m/s²'}",0
V08462345,A330_0921,2024-07-25,7.8,"{'temp': '0.7°C', 'pressure': '1006.9 hPa', 'vibrations': '4.64641017520999 m/s²'}",0
V09609241,E175_6879,2024-07-25,5.6,"{'temp': '6.8°C', 'pressure': '980.5 hPa', 'vibrations': '2.3859316600325715 m/s²'}",0
V08750611,E170_4783,2024-07-25,7.5,"{'temp': '1.0°C', 'pressure': '926.2 hPa', 'vibrations': '4.899959312442698 m/s²'}",0
V04568941,B767_5501,2024-07-25,3.8,"{'temp': '-19.3°C', 'pressure': '960.9 hPa', 'vibrations': '4.8409057167700436 m/s²'}",1
V00335403,A350_0441,2024-07-25,5.9,"{'temp': '-22.4°C', 'pressure': '876.0 hPa', 'vibrations': '2.4409240263634406 m/s²'}",1
V06551779,B747_4152,2024-07-25,10.1,"{'temp': '-11.6°C', 'pressure': '952.2 hPa', 'vibrations': '1.5753251821739434 m/s²'}",0
V05909603,B777_3944,2024-07-25,3.4,"{'temp': '3.8°C', 'pressure': '914.5 hPa', 'vibrations': '2.1035483573547675 m/s²'}",0
V06324819,A340_6943,2024-07-25,8.2,"{'temp': '5.1°C', 'pressure': '888.8 hPa', 'vibrations': '1.3071861076302471 m/s²'}",0
V01682532,B737_5581,2024-07-25,0.6,"{'temp': '-8.2°C', 'pressure': '916.0 hPa', 'vibrations': '4.876051664260302 m/s²'}",0
V03108459,A350_1689,2024-07-25,2.7,"{'temp': '-5.8°C', 'pressure': '929.2 hPa', 'vibrations': '2.5814615805885244 m/s²'}",0
V06702962,A320_1930,2024-07-25,2.5,"{'temp': '-3.0°C', 'pressure': '981.0 hPa', 'vibrations': '1.7961376123773083 m/s²'}",0
V03872037,A340_6668,2024-07-25,5.4,"{'temp': '1.9°C', 'pressure': '941.9 hPa', 'vibrations': '4.359764125435566 m/s²'}",0
V01088634,E170_0081,2024-07-25,4.8,"{'temp': '-7.0°C', 'pressure': '962.4 hPa', 'vibrations': '3.1387459820321046 m/s²'}",0
V03848307,A321_1968,2024-07-25,5.5,"{'temp': '5.1°C', 'pressure': '880.2 hPa', 'vibrations': '3.268896484208406 m/s²'}",0
V01200732,A380_4294,2024-07-25,2.8,"{'temp': '-9.0°C', 'pressure': '942.9 hPa', 'vibrations': '2.6361059539304494 m/s²'}",0
