ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V00082258,B747_6747,2024-06-30,6.3,"{'temp': '-5.1°C', 'pressure': '929.6 hPa', 'vibrations': '3.73578530599806 m/s²'}",0
V06138744,A350_0500,2024-06-30,7.5,"{'temp': '8.6°C', 'pressure': '942.7 hPa', 'vibrations': '0.09817193314779149 m/s²'}",0
V04824554,A340_6668,2024-06-30,8.4,"{'temp': '2.8°C', 'pressure': '953.2 hPa', 'vibrations': '1.7979020130725165 m/s²'}",0
V06131983,E170_1544,2024-06-30,10.9,"{'temp': '-7.7°C', 'pressure': '965.8 hPa', 'vibrations': '3.4421149070723818 m/s²'}",0
V05945402,A321_4232,2024-06-30,8.6,"{'temp': '-7.4°C', 'pressure': '872.0 hPa', 'vibrations': '2.643390519376788 m/s²'}",0
V00576091,B737_1936,2024-06-30,6.1,"{'temp': '11.8°C', 'pressure': '997.2 hPa', 'vibrations': '4.25435424096209 m/s²'}",0
V01656981,B767_5422,2024-06-30,8.0,"{'temp': '26.0°C', 'pressure': '953.8 hPa', 'vibrations': '3.2546022856954644 m/s²'}",1
V09854814,B747_0262,2024-06-30,4.4,"{'temp': '-5.8°C', 'pressure': '956.8 hPa', 'vibrations': '1.5556907547633743 m/s²'}",0
V05987893,A380_6283,2024-06-30,2.3,"{'temp': '-16.3°C', 'pressure': '942.4 hPa', 'vibrations': '1.4975447205347696 m/s²'}",1
V07531060,A330_3519,2024-06-30,7.1,"{'temp': '-4.5°C', 'pressure': '1089.9 hPa', 'vibrations': '0.48018528434786434 m/s²'}",0
V00551012,CRJ900_4042,2024-06-30,5.3,"{'temp': '7.0°C', 'pressure': '853.4 hPa', 'vibrations': '3.934653678797886 m/s²'}",0
V06217676,B767_0906,2024-06-30,6.2,"{'temp': '13.8°C', 'pressure': '862.8 hPa', 'vibrations': '1.342254115942458 m/s²'}",0
V03278357,E175_3843,2024-06-30,3.0,"{'temp': '-10.5°C', 'pressure': '973.9 hPa', 'vibrations': '3.7124572439496815 m/s²'}",0
V09046168,E170_2583,2024-06-30,4.9,"{'temp': '17.1°C', 'pressure': '928.6 hPa', 'vibrations': '0.8253569140749539 m/s²'}",0
V09936371,A321_5206,2024-06-30,4.6,"{'temp': '1.7°C', 'pressure': '917.2 hPa', 'vibrations': '2.504587646803487 m/s²'}",0
V08071997,B737_3303,2024-06-30,1.7,"{'temp': '-10.5°C', 'pressure': '990.6 hPa', 'vibrations': '3.449404396678755 m/s²'}",0
V01411156,E175_6879,2024-06-30,5.8,"{'temp': '3.9°C', 'pressure': '942.3 hPa', 'vibrations': '3.2679357241609868 m/s²'}",0
V07376617,A340_3962,2024-06-30,4.5,"{'temp': '1.2°C', 'pressure': '936.1 hPa', 'vibrations': '1.5039618600395643 m/s²'}",0
V08493780,B767_3878,2024-06-30,7.3,"{'temp': '0.3°C', 'pressure': '1018.3 hPa', 'vibrations': '3.397564137716632 m/s²'}",0
V06876683,A330_4686,2024-06-30,6.8,"{'temp': '3.0°C', 'pressure': '964.1 hPa', 'vibrations': '2.3822412105609625 m/s²'}",0
V08042142,CRJ700_0545,2024-06-30,0.6,"{'temp': '3.0°C', 'pressure': '947.2 hPa', 'vibrations': '1.617526492269461 m/s²'}",0
V05401926,CRJ700_2189,2024-06-30,6.7,"{'temp': '1.7°C', 'pressure': '1010.8 hPa', 'vibrations': '2.5010932464413123 m/s²'}",0
V05467372,A380_3607,2024-06-30,5.6,"{'temp': '-11.4°C', 'pressure': '1002.1 hPa', 'vibrations': '2.787130566478948 m/s²'}",0
V08746249,A320_2237,2024-06-30,4.1,"{'temp': '-0.3°C', 'pressure': '915.0 hPa', 'vibrations': '4.6368948114699045 m/s²'}",0
V06316894,B737_1256,2024-06-30,3.1,"{'temp': '2.1°C', 'pressure': '946.1 hPa', 'vibrations': '0.49770385226393266 m/s²'}",0
V05257059,A320_4367,2024-06-30,6.6,"{'temp': '4.6°C', 'pressure': '979.3 hPa', 'vibrations': '0.40726672360935634 m/s²'}",0
