ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V00993169,A350_6495,2024-07-09,6.1,"{'temp': '14.7°C', 'pressure': '937.4 hPa', 'vibrations': '4.913310543964179 m/s²'}",0
V08967993,A321_1460,2024-07-09,7.9,"{'temp': '14.3°C', 'pressure': '894.4 hPa', 'vibrations': '3.5384556529210256 m/s²'}",0
V01180973,E170_0081,2024-07-09,5.8,"{'temp': '-10.6°C', 'pressure': '979.6 hPa', 'vibrations': '3.4307701683286815 m/s²'}",0
V09207703,E170_1130,2024-07-09,0.9,"{'temp': '-6.6°C', 'pressure': '937.9 hPa', 'vibrations': '0.8067049378024849 m/s²'}",0
V07670039,CRJ900_1993,2024-07-09,4.3,"{'temp': '20.6°C', 'pressure': '929.6 hPa', 'vibrations': '0.7988755019210952 m/s²'}",1
V02552245,B737_2262,2024-07-09,6.8,"{'temp': '-2.2°C', 'pressure': '904.5 hPa', 'vibrations': '1.8653239096532186 m/s²'}",0
V08305781,B767_4924,2024-07-09,7.7,"{'temp': '7.2°C', 'pressure': '989.9 hPa', 'vibrations': '1.2305745171536069 m/s²'}",0
V01685884,A350_5987,2024-07-09,6.5,"{'temp': '3.7°C', 'pressure': '881.5 hPa', 'vibrations': '0.5483426562068483 m/s²'}",0
V06555833,A320_1930,2024-07-09,4.2,"{'temp': '-2.8°C', 'pressure': '1070.8 hPa', 'vibrations': '1.9100062412788517 m/s²'}",0
V06274047,A380_4294,2024-07-09,2.2,"{'temp': '7.5°C', 'pressure': '921.0 hPa', 'vibrations': '3.6390516776106843 m/s²'}",0
V03952289,CRJ900_3749,2024-07-09,0.6,"{'temp': '8.9°C', 'pressure': '879.9 hPa', 'vibrations': '4.713600754756072 m/s²'}",0
V00117805,CRJ700_0545,2024-07-09,0.6,"{'temp': '2.0°C', 'pressure': '980.8 hPa', 'vibrations': '0.3511026130960737 m/s²'}",0
V01333520,E170_4783,2024-07-09,8.7,"{'temp': '-9.3°C', 'pressure': '932.9 hPa', 'vibrations': '4.7081255700019655 m/s²'}",0
V04143597,B777_3944,2024-07-09,6.8,"{'temp': '16.3°C', 'pressure': '886.5 hPa', 'vibrations': '0.1714250563750369 m/s²'}",0
V01514795,CRJ900_1943,2024-07-09,5.0,"{'temp': '-0.2°C', 'pressure': '1015.4 hPa', 'vibrations': '2.730124751731016 m/s²'}",0
V01556398,B737_0789,2024-07-09,8.1,"{'temp': '-4.7°C', 'pressure': '885.2 hPa', 'vibrations': '1.6163703061310275 m/s²'}",0
V05186733,B777_5812,2024-07-09,5.3,"{'temp': '-0.1°C', 'pressure': '928.7 hPa', 'vibrations': '1.2404657544154514 m/s²'}",0
V00149718,A330_6573,2024-07-09,2.2,"{'temp': '4.2°C', 'pressure': '884.4 hPa', 'vibrations': '3.5972520183646766 m/s²'}",0
V08118249,B777_2912,2024-07-09,7.7,"{'temp': '-16.1°C', 'pressure': '942.9 hPa', 'vibrations': '1.1613893861079727 m/s²'}",1
V00807970,B747_4659,2024-07-09,5.7,"{'temp': '6.2°C', 'pressure': '935.7 hPa', 'vibrations': '2.782018539956306 m/s²'}",0
V09370297,A330_5146,2024-07-09,4.3,"{'temp': '-0.8°C', 'pressure': '970.5 hPa', 'vibrations': '0.14585312335004874 m/s²'}",0
V08567155,B767_4965,2024-07-09,5.6,"{'temp': '13.1°C', 'pressure': '851.6 hPa', 'vibrations': '2.186055269175932 m/s²'}",0
V04432241,E170_6246,2024-07-09,0.6,"{'temp': '-15.3°C', 'pressure': '914.4 hPa', 'vibrations': '4.2291403670776635 m/s²'}",1
V02615398,A330_2237,2024-07-09,6.3,"{'temp': '-0.6°C', 'pressure': '967.9 hPa', 'vibrations': '3.4146327550859237 m/s²'}",0
V07044421,A320_6814,2024-07-09,11.5,"{'temp': '-0.3°C', 'pressure': '971.4 hPa', 'vibrations': '1.1100125699751962 m/s²'}",1
V01564099,B737_3924,2024-07-09,3.7,"{'temp': '5.9°C', 'pressure': '913.0 hPa', 'vibrations': '2.9751885365479285 m/s²'}",2
V00136181,B767_3878,2024-07-09,5.1,"{'temp': '-13.4°C', 'pressure': '816.0 hPa', 'vibrations': '1.615881032378459 m/s²'}",1
V02318256,B737_2975,2024-07-09,8.4,"{'temp': '10.3°C', 'pressure': '916.7 hPa', 'vibrations': '3.632596440780519 m/s²'}",0
V05422979,A350_6902,2024-07-09,3.6,"{'temp': '2.9°C', 'pressure': '874.4 hPa', 'vibrations': '1.1607500425265065 m/s²'}",0
V02447374,E170_6913,2024-07-09,5.2,"{'temp': '5.8°C', 'pressure': '966.1 hPa', 'vibrations': '4.090907637463841 m/s²'}",0
