ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V02473962,E175_6729,2024-06-21,9.2,"{'temp': '-4.0°C', 'pressure': '952.7 hPa', 'vibrations': '1.9278241895500643 m/s²'}",0
V00239108,A340_4633,2024-06-21,4.8,"{'temp': '13.3°C', 'pressure': '921.1 hPa', 'vibrations': '3.8806955335839373 m/s²'}",0
V01433984,B747_6747,2024-06-21,4.6,"{'temp': '-2.5°C', 'pressure': '931.0 hPa', 'vibrations': '2.117383671732661 m/s²'}",0
V06209065,E175_4558,2024-06-21,3.0,"{'temp': '0.5°C', 'pressure': '867.8 hPa', 'vibrations': '4.0584859732552525 m/s²'}",0
V04644698,B737_0940,2024-06-21,2.9,"{'temp': '-7.7°C', 'pressure': '1103.0 hPa', 'vibrations': '4.816021235307989 m/s²'}",0
V03163833,B777_4029,2024-06-21,1.5,"{'temp': '-12.7°C', 'pressure': '933.7 hPa', 'vibrations': '4.637520903892302 m/s²'}",1
V04646747,A330_3896,2024-06-21,12.3,"{'temp': '0.6°C', 'pressure': '916.9 hPa', 'vibrations': '3.3432002538292798 m/s²'}",1
V03950774,B747_0442,2024-06-21,8.8,"{'temp': '-5.7°C', 'pressure': '1061.8 hPa', 'vibrations': '3.450295939515681 m/s²'}",0
V06958797,CRJ700_0545,2024-06-21,3.2,"{'temp': '-11.1°C', 'pressure': '868.9 hPa', 'vibrations': '4.464211459037443 m/s²'}",0
V04101059,CRJ900_4821,2024-06-21,7.1,"{'temp': '3.7°C', 'pressure': '958.5 hPa', 'vibrations': '3.816870872305715 m/s²'}",0
V00994422,E170_0081,2024-06-21,5.3,"{'temp': '13.8°C', 'pressure': '914.0 hPa', 'vibrations': '2.0137303043753385 m/s²'}",0
V01232366,E170_1544,2024-06-21,5.1,"{'temp': '-7.4°C', 'pressure': '931.1 hPa', 'vibrations': '0.7508357792923859 m/s²'}",0
V06636335,E170_4215,2024-06-21,7.0,"{'temp': '1.0°C', 'pressure': '889.7 hPa', 'vibrations': '2.7641339405595744 m/s²'}",0
V08055308,B747_1460,2024-06-21,9.7,"{'temp': '4.0°C', 'pressure': '896.9 hPa', 'vibrations': '3.912993716267565 m/s²'}",0
V06230999,B747_6297,2024-06-21,9.2,"{'temp': '-3.8°C', 'pressure': '931.9 hPa', 'vibrations': '0.9708687059177823 m/s²'}",0
V07478193,A350_3122,2024-06-21,1.3,"{'temp': '-13.6°C', 'pressure': '992.3 hPa', 'vibrations': '0.5791673586705692 m/s²'}",1
V07672889,B767_5422,2024-06-21,0.6,"{'temp': '3.2°C', 'pressure': '884.1 hPa', 'vibrations': '1.2874336297725297 m/s²'}",0
V03454262,A380_4294,2024-06-21,7.6,"{'temp': '-16.3°C', 'pressure': '929.7 hPa', 'vibrations': '2.4732613097589864 m/s²'}",1
V06025344,A350_4603,2024-06-21,7.9,"{'temp': '7.8°C', 'pressure': '925.7 hPa', 'vibrations': '1.6492091034989804 m/s²'}",0
V06621684,B767_5501,2024-06-21,3.0,"{'temp': '-0.9°C', 'pressure': '978.7 hPa', 'vibrations': '1.4467730298511023 m/s²'}",0
V08501198,E170_6723,2024-06-21,6.4,"{'temp': '-0.1°C', 'pressure': '1051.6 hPa', 'vibrations': '3.3475050680589713 m/s²'}",0
V06597906,A340_1505,2024-06-21,2.4,"{'temp': '17.7°C', 'pressure': '961.5 hPa', 'vibrations': '0.2575930726439857 m/s²'}",0
V08146707,A320_3521,2024-06-21,5.2,"{'temp': '16.6°C', 'pressure': '1050.8 hPa', 'vibrations': '2.088160619426124 m/s²'}",0
V04497209,B777_4962,2024-06-21,7.4,"{'temp': '1.9°C', 'pressure': '961.4 hPa', 'vibrations': '2.911896622556378 m/s²'}",2
V03870632,A340_4662,2024-06-21,6.1,"{'temp': '12.7°C', 'pressure': '974.5 hPa', 'vibrations': '0.0635560776296723 m/s²'}",0
V09869386,B757_0697,2024-06-21,7.4,"{'temp': '0.3°C', 'pressure': '926.1 hPa', 'vibrations': '4.856545972824869 m/s²'}",0
V06379920,A330_6573,2024-06-21,5.4,"{'temp': '1.6°C', 'pressure': '1027.0 hPa', 'vibrations': '3.399476784750825 m/s²'}",0
V07192089,A350_6092,2024-06-21,10.5,"{'temp': '-1.3°C', 'pressure': '976.3 hPa', 'vibrations': '2.7940660447079626 m/s²'}",2
V08440732,E170_6420,2024-06-21,4.5,"{'temp': '4.9°C', 'pressure': '1093.1 hPa', 'vibrations': '1.7687038611957644 m/s²'}",0
V07012648,B767_2315,2024-06-21,5.4,"{'temp': '15.4°C', 'pressure': '1004.0 hPa', 'vibrations': '0.5386116309823058 m/s²'}",0
V02648852,B777_3776,2024-06-21,6.3,"{'temp': '0.1°C', 'pressure': '1002.3 hPa', 'vibrations': '2.3916228008818514 m/s²'}",0
V03077620,E175_5586,2024-06-21,3.7,"{'temp': '7.8°C', 'pressure': '921.8 hPa', 'vibrations': '3.1607432805028446 m/s²'}",0
V02343276,B777_5963,2024-06-21,3.1,"{'temp': '5.1°C', 'pressure': '952.3 hPa', 'vibrations': '4.367059614290323 m/s²'}",0
V08195988,B747_4152,2024-06-21,5.4,"{'temp': '1.7°C', 'pressure': '948.4 hPa', 'vibrations': '4.672610654280416 m/s²'}",0
V04028009,CRJ900_1943,2024-06-21,1.6,"{'temp': '-25.2°C', 'pressure': '992.6 hPa', 'vibrations': '2.923394897625673 m/s²'}",1
