ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V05622564,A320_2562,2024-06-14,7.0,"{'temp': '15.0°C', 'pressure': '933.6 hPa', 'vibrations': '0.3642316072208879 m/s²'}",0
V01097723,A380_2017,2024-06-14,9.7,"{'temp': '2.8°C', 'pressure': '975.9 hPa', 'vibrations': '4.178087881744206 m/s²'}",0
V09506682,A340_2827,2024-06-14,7.5,"{'temp': '22.9°C', 'pressure': '881.6 hPa', 'vibrations': '4.421415064019709 m/s²'}",1
V06328529,A321_3033,2024-06-14,2.3,"{'temp': '-6.2°C', 'pressure': '988.7 hPa', 'vibrations': '4.890807824636686 m/s²'}",0
V01007218,CRJ900_3749,2024-06-14,8.4,"{'temp': '2.7°C', 'pressure': '936.7 hPa', 'vibrations': '2.470949294573954 m/s²'}",0
V01180000,E170_6420,2024-06-14,8.1,"{'temp': '17.3°C', 'pressure': '877.3 hPa', 'vibrations': '4.725056321881554 m/s²'}",0
V06340711,A321_5105,2024-06-14,3.3,"{'temp': '-12.4°C', 'pressure': '925.8 hPa', 'vibrations': '3.1704177351429075 m/s²'}",1
V06601310,B767_0906,2024-06-14,4.3,"{'temp': '22.5°C', 'pressure': '1007.8 hPa', 'vibrations': '1.7725381412762864 m/s²'}",1
V04280543,B767_2803,2024-06-14,7.9,"{'temp': '-9.6°C', 'pressure': '961.8 hPa', 'vibrations': '1.2537375323968714 m/s²'}",0
V08270143,E170_6913,2024-06-14,4.4,"{'temp': '-1.5°C', 'pressure': '952.5 hPa', 'vibrations': '2.325853659358044 m/s²'}",0
V05234056,E175_6879,2024-06-14,6.6,"{'temp': '-0.8°C', 'pressure': '952.6 hPa', 'vibrations': '1.5557674968146118 m/s²'}",0
V05885053,B747_3165,2024-06-14,5.8,"{'temp': '-10.5°C', 'pressure': '898.4 hPa', 'vibrations': '4.627143723317468 m/s²'}",0
V04324483,A350_2804,2024-06-14,0.7,"{'temp': '1.0°C', 'pressure': '1084.8 hPa', 'vibrations': '2.05592817681917 m/s²'}",0
V09997491,A320_4367,2024-06-14,7.7,"{'temp': '2.2°C', 'pressure': '999.3 hPa', 'vibrations': '3.303464904679352 m/s²'}",0
V03408606,A340_3887,2024-06-14,5.9,"{'temp': '0.4°C', 'pressure': '963.9 hPa', 'vibrations': '2.834050971175581 m/s²'}",0
V08545795,A320_5229,2024-06-14,2.8,"{'temp': '0.2°C', 'pressure': '937.8 hPa', 'vibrations': '1.5484651884777234 m/s²'}",0
V09519750,B777_0122,2024-06-14,5.5,"{'temp': '-8.6°C', 'pressure': '971.1 hPa', 'vibrations': '3.2315231293286684 m/s²'}",0
V03119125,A320_3521,2024-06-14,5.7,"{'temp': '-7.0°C', 'pressure': '969.9 hPa', 'vibrations': '2.334425521313081 m/s²'}",0
V01797003,A320_6924,2024-06-14,7.1,"{'temp': '1.8°C', 'pressure': '1020.2 hPa', 'vibrations': '4.368983697953493 m/s²'}",0
V01751546,B747_4007,2024-06-14,8.9,"{'temp': '3.4°C', 'pressure': '914.4 hPa', 'vibrations': '2.947179624536143 m/s²'}",0
V08184301,B767_5422,2024-06-14,4.3,"{'temp': '11.4°C', 'pressure': '958.0 hPa', 'vibrations': '2.851365272684224 m/s²'}",0
V06662551,A350_4789,2024-06-14,3.2,"{'temp': '1.5°C', 'pressure': '912.8 hPa', 'vibrations': '2.5097789771565178 m/s²'}",0
V05955796,B737_3924,2024-06-14,7.5,"{'temp': '1.6°C', 'pressure': '937.7 hPa', 'vibrations': '2.6929334518649997 m/s²'}",0
V05127864,A340_3214,2024-06-14,5.9,"{'temp': '8.7°C', 'pressure': '1004.4 hPa', 'vibrations': '0.8772887057056178 m/s²'}",0
V08630745,CRJ700_3181,2024-06-14,6.9,"{'temp': '-22.4°C', 'pressure': '994.6 hPa', 'vibrations': '0.6553247088033598 m/s²'}",1
V03249558,CRJ900_1740,2024-06-14,1.7,"{'temp': '10.5°C', 'pressure': '1022.7 hPa', 'vibrations': '2.673336250357348 m/s²'}",0
V09949792,E170_4783,2024-06-14,6.2,"{'temp': '-8.0°C', 'pressure': '906.5 hPa', 'vibrations': '2.270394544254833 m/s²'}",0
V02608247,B767_2368,2024-06-14,3.5,"{'temp': '-6.9°C', 'pressure': '891.3 hPa', 'vibrations': '1.1049843122904375 m/s²'}",0
V07284814,E170_1130,2024-06-14,8.7,"{'temp': '-6.3°C', 'pressure': '1057.9 hPa', 'vibrations': '0.48438005724600275 m/s²'}",0
V03594419,E170_3927,2024-06-14,3.0,"{'temp': '5.9°C', 'pressure': '961.9 hPa', 'vibrations': '4.760557598413378 m/s²'}",0
V03642529,A321_4232,2024-06-14,8.9,"{'temp': '-12.4°C', 'pressure': '997.0 hPa', 'vibrations': '1.6853020753897292 m/s²'}",1
V00024949,A350_6495,2024-06-14,9.0,"{'temp': '-2.3°C', 'pressure': '988.9 hPa', 'vibrations': '2.8875352020726606 m/s²'}",0
V00360121,A350_4603,2024-06-14,0.6,"{'temp': '23.7°C', 'pressure': '987.0 hPa', 'vibrations': '4.450101655062486 m/s²'}",1
V08448123,CRJ700_2863,2024-06-14,6.1,"{'temp': '-11.3°C', 'pressure': '939.7 hPa', 'vibrations': '0.5482364139301754 m/s²'}",0
V08680729,E170_6723,2024-06-14,7.7,"{'temp': '-4.9°C', 'pressure': '943.4 hPa', 'vibrations': '3.156030462817313 m/s²'}",0
V09450969,B737_2975,2024-06-14,7.7,"{'temp': '-15.0°C', 'pressure': '1060.2 hPa', 'vibrations': '4.450672333268017 m/s²'}",1
V01729744,B757_1844,2024-06-14,5.4,"{'temp': '23.2°C', 'pressure': '866.8 hPa', 'vibrations': '4.675389983935543 m/s²'}",1
V09899490,A330_3896,2024-06-14,1.2,"{'temp': '7.5°C', 'pressure': '924.8 hPa', 'vibrations': '4.1540163176310285 m/s²'}",0
V02729937,A320_1884,2024-06-14,3.6,"{'temp': '18.3°C', 'pressure': '986.5 hPa', 'vibrations': '0.9731549606350365 m/s²'}",0
V05185620,B777_5688,2024-06-14,3.7,"{'temp': '3.9°C', 'pressure': '983.1 hPa', 'vibrations': '2.5266928933002735 m/s²'}",0
V07643205,B737_2262,2024-06-14,1.0,"{'temp': '0.5°C', 'pressure': '842.5 hPa', 'vibrations': '3.0495444131118803 m/s²'}",0
V00596941,E175_2963,2024-06-14,6.2,"{'temp': '-8.0°C', 'pressure': '981.7 hPa', 'vibrations': '0.010647658528425974 m/s²'}",0
V07853541,A350_0441,2024-06-14,4.9,"{'temp': '13.6°C', 'pressure': '905.1 hPa', 'vibrations': '4.41349061557513 m/s²'}",0
V09486772,A330_4129,2024-06-14,7.5,"{'temp': '22.7°C', 'pressure': '935.3 hPa', 'vibrations': '2.1367415498526032 m/s²'}",1
V01161228,B767_4217,2024-06-14,7.1,"{'temp': '-8.4°C', 'pressure': '950.1 hPa', 'vibrations': '3.646068033983911 m/s²'}",0
V07893506,E170_2583,2024-06-14,9.4,"{'temp': '2.1°C', 'pressure': '984.2 hPa', 'vibrations': '4.533479767103797 m/s²'}",0
V04120517,B747_0442,2024-06-14,2.3,"{'temp': '8.1°C', 'pressure': '927.1 hPa', 'vibrations': '2.9633795288737845 m/s²'}",0
V00393261,A380_3607,2024-06-14,3.4,"{'temp': '1.7°C', 'pressure': '875.2 hPa', 'vibrations': '4.969907116856089 m/s²'}",0
V04790552,B737_5581,2024-06-14,1.0,"{'temp': '6.4°C', 'pressure': '938.0 hPa', 'vibrations': '0.9395340412887987 m/s²'}",0
V07761372,E170_2943,2024-06-14,8.6,"{'temp': '-3.4°C', 'pressure': '887.4 hPa', 'vibrations': '2.2647374926696036 m/s²'}",0
V06635693,A350_5568,2024-06-14,3.8,"{'temp': '19.2°C', 'pressure': '909.2 hPa', 'vibrations': '0.7713037590841698 m/s²'}",0
V00020490,B777_2912,2024-06-14,5.0,"{'temp': '-11.4°C', 'pressure': '993.9 hPa', 'vibrations': '2.8577075004638437 m/s²'}",0
V05700655,E175_4082,2024-06-14,4.5,"{'temp': '3.5°C', 'pressure': '1050.3 hPa', 'vibrations': '3.916944266038766 m/s²'}",0
V01278033,A380_0594,2024-06-14,6.2,"{'temp': '5.2°C', 'pressure': '1005.3 hPa', 'vibrations': '1.47449077882145 m/s²'}",0
V09749533,A380_6121,2024-06-14,6.8,"{'temp': '0.7°C', 'pressure': '935.9 hPa', 'vibrations': '4.076038447370072 m/s²'}",0
V09114275,A340_3614,2024-06-14,5.9,"{'temp': '1.5°C', 'pressure': '953.5 hPa', 'vibrations': '3.803504971471954 m/s²'}",0
