ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V00737667,B747_4659,2024-07-30,10.3,"{'temp': '-1.6°C', 'pressure': '902.8 hPa', 'vibrations': '0.3669994982379421 m/s²'}",0
V04290765,A330_2237,2024-07-30,5.6,"{'temp': '2.4°C', 'pressure': '969.6 hPa', 'vibrations': '1.6541338484151225 m/s²'}",0
V08321108,A321_1458,2024-07-30,5.3,"{'temp': '3.7°C', 'pressure': '902.2 hPa', 'vibrations': '0.612265447801863 m/s²'}",0
V02045669,A320_6814,2024-07-30,6.3,"{'temp': '5.4°C', 'pressure': '875.6 hPa', 'vibrations': '1.7648846630464488 m/s²'}",2
V08851150,A320_2497,2024-07-30,1.7,"{'temp': '8.5°C', 'pressure': '963.1 hPa', 'vibrations': '4.373054813369107 m/s²'}",0
V01749767,B737_4369,2024-07-30,9.7,"{'temp': '-7.6°C', 'pressure': '921.8 hPa', 'vibrations': '4.818588053607563 m/s²'}",0
V04853217,CRJ900_3749,2024-07-30,0.6,"{'temp': '10.0°C', 'pressure': '1015.4 hPa', 'vibrations': '0.2342717779663961 m/s²'}",0
V03756646,B737_0940,2024-07-30,7.5,"{'temp': '8.6°C', 'pressure': '897.6 hPa', 'vibrations': '3.405317878334899 m/s²'}",0
V04551826,E170_1544,2024-07-30,2.2,"{'temp': '-6.9°C', 'pressure': '936.6 hPa', 'vibrations': '1.4688134545560227 m/s²'}",0
V05091366,A321_3707,2024-07-30,3.9,"{'temp': '-4.1°C', 'pressure': '918.1 hPa', 'vibrations': '1.141374443859362 m/s²'}",0
V08650866,A320_3178,2024-07-30,0.6,"{'temp': '-0.1°C', 'pressure': '1015.1 hPa', 'vibrations': '3.816076951050755 m/s²'}",0
V02220274,A320_6678,2024-07-30,7.6,"{'temp': '6.0°C', 'pressure': '938.1 hPa', 'vibrations': '3.8516580716286657 m/s²'}",0
V08002691,A380_3155,2024-07-30,1.0,"{'temp': '4.5°C', 'pressure': '915.4 hPa', 'vibrations': '3.686553944852347 m/s²'}",2
V03140601,A350_0500,2024-07-30,5.4,"{'temp': '10.0°C', 'pressure': '998.7 hPa', 'vibrations': '1.7300981249715819 m/s²'}",0
V01996034,A340_6943,2024-07-30,5.9,"{'temp': '-9.3°C', 'pressure': '943.4 hPa', 'vibrations': '1.4752844196139487 m/s²'}",0
V07251690,B757_1844,2024-07-30,6.2,"{'temp': '-1.7°C', 'pressure': '903.3 hPa', 'vibrations': '3.093282675161631 m/s²'}",0
V04449472,A340_4021,2024-07-30,3.5,"{'temp': '2.0°C', 'pressure': '1027.1 hPa', 'vibrations': '2.867251982459419 m/s²'}",0
V09111016,B777_5397,2024-07-30,4.3,"{'temp': '3.7°C', 'pressure': '962.9 hPa', 'vibrations': '4.824908594014433 m/s²'}",2
V04081271,A321_5206,2024-07-30,7.4,"{'temp': '-13.4°C', 'pressure': '909.2 hPa', 'vibrations': '1.5690414451352097 m/s²'}",1
V05832381,B747_6747,2024-07-30,3.8,"{'temp': '1.3°C', 'pressure': '916.6 hPa', 'vibrations': '4.086786238556088 m/s²'}",0
V00441685,B767_4924,2024-07-30,5.1,"{'temp': '-13.0°C', 'pressure': '940.0 hPa', 'vibrations': '0.5605081082806479 m/s²'}",1
V06588685,B747_0262,2024-07-30,6.6,"{'temp': '-0.5°C', 'pressure': '952.0 hPa', 'vibrations': '2.5944238434491322 m/s²'}",0
V09579026,A320_6242,2024-07-30,5.6,"{'temp': '-6.8°C', 'pressure': '906.2 hPa', 'vibrations': '3.056484821710601 m/s²'}",0
V01761211,E175_3327,2024-07-30,6.3,"{'temp': '1.7°C', 'pressure': '950.2 hPa', 'vibrations': '2.965776488947758 m/s²'}",0
V00269423,E170_6353,2024-07-30,5.5,"{'temp': '-5.3°C', 'pressure': '910.3 hPa', 'vibrations': '0.6225930277611763 m/s²'}",0
