ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V04090346,A340_3614,2024-07-19,4.4,"{'temp': '8.8°C', 'pressure': '923.7 hPa', 'vibrations': '1.2617200478892148 m/s²'}",0
V01383708,B767_2417,2024-07-19,0.6,"{'temp': '22.2°C', 'pressure': '931.2 hPa', 'vibrations': '4.861973846026958 m/s²'}",1
V03888525,E170_6246,2024-07-19,7.1,"{'temp': '3.5°C', 'pressure': '954.3 hPa', 'vibrations': '1.934595891409434 m/s²'}",0
V05757927,A340_1384,2024-07-19,3.8,"{'temp': '4.9°C', 'pressure': '886.3 hPa', 'vibrations': '2.984255144332127 m/s²'}",0
V02826190,A321_1460,2024-07-19,8.8,"{'temp': '9.4°C', 'pressure': '943.7 hPa', 'vibrations': '0.5555763025726645 m/s²'}",0
V09627452,B737_2975,2024-07-19,3.7,"{'temp': '-12.4°C', 'pressure': '909.0 hPa', 'vibrations': '3.2679575066957915 m/s²'}",1
V03591971,B777_5397,2024-07-19,4.0,"{'temp': '-3.8°C', 'pressure': '961.0 hPa', 'vibrations': '1.0345395253343026 m/s²'}",0
V02385387,B757_6092,2024-07-19,5.4,"{'temp': '2.7°C', 'pressure': '1018.2 hPa', 'vibrations': '2.8994009536453307 m/s²'}",0
V01422646,CRJ900_4821,2024-07-19,1.5,"{'temp': '15.5°C', 'pressure': '922.2 hPa', 'vibrations': '4.913929980880468 m/s²'}",0
V03830218,E175_2977,2024-07-19,1.2,"{'temp': '-2.1°C', 'pressure': '869.8 hPa', 'vibrations': '0.20345316502269117 m/s²'}",0
V02072525,B777_5812,2024-07-19,0.9,"{'temp': '16.0°C', 'pressure': '1045.8 hPa', 'vibrations': '4.402985538266188 m/s²'}",0
V09636946,B777_5688,2024-07-19,8.5,"{'temp': '25.4°C', 'pressure': '923.9 hPa', 'vibrations': '1.9393998447172356 m/s²'}",1
V03183665,A340_6668,2024-07-19,3.4,"{'temp': '-3.2°C', 'pressure': '991.1 hPa', 'vibrations': '4.420794344010143 m/s²'}",0
V07227627,A380_0415,2024-07-19,5.4,"{'temp': '19.8°C', 'pressure': '973.8 hPa', 'vibrations': '3.5444055671594015 m/s²'}",0
V02180759,B747_4007,2024-07-19,8.7,"{'temp': '-7.3°C', 'pressure': '982.7 hPa', 'vibrations': '0.5273538889790486 m/s²'}",0
V05537160,A340_6943,2024-07-19,3.9,"{'temp': '-9.7°C', 'pressure': '902.7 hPa', 'vibrations': '4.857520091033528 m/s²'}",0
V08455286,B747_6800,2024-07-19,4.3,"{'temp': '-1.1°C', 'pressure': '934.1 hPa', 'vibrations': '0.863625895337915 m/s²'}",0
V06630511,B767_4965,2024-07-19,6.2,"{'temp': '-16.0°C', 'pressure': '1016.2 hPa', 'vibrations': '4.841089473018998 m/s²'}",1
V04748687,B767_2315,2024-07-19,8.6,"{'temp': '-0.4°C', 'pressure': '808.0 hPa', 'vibrations': '3.6615028620627967 m/s²'}",0
V06551618,B737_3303,2024-07-19,5.2,"{'temp': '5.4°C', 'pressure': '1017.7 hPa', 'vibrations': '3.451726890262269 m/s²'}",0
V02420297,A320_6678,2024-07-19,4.3,"{'temp': '-13.8°C', 'pressure': '995.6 hPa', 'vibrations': '0.5113840807178854 m/s²'}",1
V09529665,E175_0620,2024-07-19,6.5,"{'temp': '10.2°C', 'pressure': '956.1 hPa', 'vibrations': '3.552774493159277 m/s²'}",0
V02607787,A320_3178,2024-07-19,4.5,"{'temp': '-8.9°C', 'pressure': '924.8 hPa', 'vibrations': '1.0914596221876316 m/s²'}",0
V05561977,A340_1047,2024-07-19,8.1,"{'temp': '7.7°C', 'pressure': '904.1 hPa', 'vibrations': '1.668900293094645 m/s²'}",0
V05192888,CRJ700_2988,2024-07-19,2.6,"{'temp': '-7.2°C', 'pressure': '969.2 hPa', 'vibrations': '2.1722528018575686 m/s²'}",0
V03086962,A330_4856,2024-07-19,3.1,"{'temp': '5.7°C', 'pressure': '1014.0 hPa', 'vibrations': '4.963619969888874 m/s²'}",0
V08214379,B747_5273,2024-07-19,2.7,"{'temp': '10.5°C', 'pressure': '951.8 hPa', 'vibrations': '4.77041876016534 m/s²'}",0
V08965756,A330_3896,2024-07-19,8.8,"{'temp': '-5.9°C', 'pressure': '982.5 hPa', 'vibrations': '2.1540773424066235 m/s²'}",0
V08007147,CRJ900_1740,2024-07-19,4.6,"{'temp': '7.9°C', 'pressure': '961.3 hPa', 'vibrations': '0.6421553183535345 m/s²'}",0
V08330201,E170_3927,2024-07-19,5.1,"{'temp': '-0.8°C', 'pressure': '965.6 hPa', 'vibrations': '4.690242416876035 m/s²'}",0
V09587268,B777_2912,2024-07-19,9.9,"{'temp': '-2.0°C', 'pressure': '909.0 hPa', 'vibrations': '3.0996801860993592 m/s²'}",2
V02621634,B767_5501,2024-07-19,5.9,"{'temp': '-12.5°C', 'pressure': '913.9 hPa', 'vibrations': '3.6815427229925284 m/s²'}",1
V02641156,E175_3843,2024-07-19,6.1,"{'temp': '-2.3°C', 'pressure': '936.7 hPa', 'vibrations': '3.4222260852502306 m/s²'}",0
V08462349,B737_5581,2024-07-19,4.1,"{'temp': '7.0°C', 'pressure': '953.1 hPa', 'vibrations': '1.7139965821448744 m/s²'}",0
V08011353,B737_3924,2024-07-19,3.4,"{'temp': '2.3°C', 'pressure': '939.2 hPa', 'vibrations': '1.1515309364104687 m/s²'}",0
V06596081,E175_5414,2024-07-19,10.8,"{'temp': '14.3°C', 'pressure': '951.6 hPa', 'vibrations': '4.400717819890783 m/s²'}",0
V04666518,A350_6305,2024-07-19,7.7,"{'temp': '-15.9°C', 'pressure': '1005.9 hPa', 'vibrations': '2.0737614197849346 m/s²'}",1
V05877184,A350_5434,2024-07-19,2.3,"{'temp': '14.3°C', 'pressure': '890.3 hPa', 'vibrations': '4.427076595140979 m/s²'}",0
V09425694,A321_5206,2024-07-19,10.0,"{'temp': '-7.4°C', 'pressure': '833.2 hPa', 'vibrations': '4.869223422399442 m/s²'}",0
