ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V09659085,CRJ900_4821,2024-07-24,5.8,"{'temp': '6.2°C', 'pressure': '985.4 hPa', 'vibrations': '4.552584719605493 m/s²'}",0
V00830000,B757_2908,2024-07-24,8.8,"{'temp': '0.1°C', 'pressure': '911.9 hPa', 'vibrations': '2.134515187563582 m/s²'}",0
V06244524,A380_0594,2024-07-24,8.3,"{'temp': '0.3°C', 'pressure': '946.8 hPa', 'vibrations': '2.4079511507018214 m/s²'}",0
V00665611,A350_4789,2024-07-24,7.6,"{'temp': '2.1°C', 'pressure': '811.9 hPa', 'vibrations': '1.8902396009175426 m/s²'}",0
V05414242,A330_5998,2024-07-24,3.2,"{'temp': '4.7°C', 'pressure': '962.2 hPa', 'vibrations': '3.8754471382061553 m/s²'}",0
V09938570,B777_5397,2024-07-24,9.4,"{'temp': '4.1°C', 'pressure': '932.7 hPa', 'vibrations': '2.6738889334774423 m/s²'}",0
V09992538,B767_5501,2024-07-24,0.6,"{'temp': '-1.2°C', 'pressure': '998.1 hPa', 'vibrations': '0.0131601560693978 m/s²'}",0
V07265136,A330_4129,2024-07-24,3.9,"{'temp': '-7.2°C', 'pressure': '1021.6 hPa', 'vibrations': '4.542096761615616 m/s²'}",0
V09257897,B747_2724,2024-07-24,1.4,"{'temp': '-9.2°C', 'pressure': '937.6 hPa', 'vibrations': '4.18256208870409 m/s²'}",0
V04064845,CRJ900_3749,2024-07-24,5.7,"{'temp': '6.5°C', 'pressure': '916.1 hPa', 'vibrations': '2.5346895441123922 m/s²'}",0
V05957399,B767_4924,2024-07-24,1.1,"{'temp': '-22.4°C', 'pressure': '980.6 hPa', 'vibrations': '0.06453547243717217 m/s²'}",1
V00621461,E175_2805,2024-07-24,4.8,"{'temp': '0.6°C', 'pressure': '911.8 hPa', 'vibrations': '0.314443628612357 m/s²'}",0
V06681210,B767_0277,2024-07-24,6.1,"{'temp': '17.2°C', 'pressure': '1023.0 hPa', 'vibrations': '2.838951900873852 m/s²'}",0
V07855191,A330_0921,2024-07-24,5.8,"{'temp': '4.6°C', 'pressure': '879.8 hPa', 'vibrations': '3.343678571501274 m/s²'}",0
V02477548,A330_4856,2024-07-24,1.4,"{'temp': '-3.9°C', 'pressure': '969.7 hPa', 'vibrations': '2.405102338913418 m/s²'}",0
V00913736,E170_0081,2024-07-24,5.6,"{'temp': '-0.8°C', 'pressure': '897.5 hPa', 'vibrations': '1.0140901901842714 m/s²'}",0
V06326042,B747_2659,2024-07-24,7.9,"{'temp': '12.5°C', 'pressure': '904.2 hPa', 'vibrations': '0.030403558903383532 m/s²'}",0
V05743241,CRJ700_1968,2024-07-24,3.1,"{'temp': '5.2°C', 'pressure': '929.7 hPa', 'vibrations': '2.641467933915413 m/s²'}",0
V06484805,B737_1524,2024-07-24,1.0,"{'temp': '8.1°C', 'pressure': '980.7 hPa', 'vibrations': '0.003385901098259536 m/s²'}",0
V08785294,A380_6907,2024-07-24,3.2,"{'temp': '-0.2°C', 'pressure': '941.7 hPa', 'vibrations': '2.7857004441687523 m/s²'}",0
V06079409,A340_4662,2024-07-24,1.8,"{'temp': '3.9°C', 'pressure': '901.8 hPa', 'vibrations': '1.1629095822725306 m/s²'}",0
V05240159,E170_3927,2024-07-24,5.0,"{'temp': '19.6°C', 'pressure': '1038.7 hPa', 'vibrations': '0.653325199559685 m/s²'}",0
V00570207,A321_5105,2024-07-24,6.1,"{'temp': '-3.5°C', 'pressure': '929.4 hPa', 'vibrations': '3.4952671022790187 m/s²'}",2
V08161327,B767_4217,2024-07-24,5.0,"{'temp': '7.2°C', 'pressure': '959.6 hPa', 'vibrations': '3.7064943016486778 m/s²'}",0
V06747920,E175_1426,2024-07-24,8.5,"{'temp': '5.7°C', 'pressure': '934.6 hPa', 'vibrations': '2.3075917990978163 m/s²'}",0
V00293803,B747_0262,2024-07-24,5.4,"{'temp': '13.0°C', 'pressure': '884.6 hPa', 'vibrations': '0.8869574105733397 m/s²'}",0
V04405147,A330_3896,2024-07-24,5.5,"{'temp': '-2.3°C', 'pressure': '1064.2 hPa', 'vibrations': '2.6745640447356998 m/s²'}",0
V00177788,E175_3327,2024-07-24,1.3,"{'temp': '-3.3°C', 'pressure': '977.7 hPa', 'vibrations': '2.241820711003422 m/s²'}",0
V02557395,B747_2846,2024-07-24,5.5,"{'temp': '1.4°C', 'pressure': '920.6 hPa', 'vibrations': '2.265341368201586 m/s²'}",0
V04519513,A321_1458,2024-07-24,0.6,"{'temp': '15.7°C', 'pressure': '930.6 hPa', 'vibrations': '4.275768421008705 m/s²'}",0
V04756897,B747_5273,2024-07-24,6.7,"{'temp': '-7.8°C', 'pressure': '978.5 hPa', 'vibrations': '1.506342344219171 m/s²'}",0
V03256268,A340_4633,2024-07-24,4.1,"{'temp': '-4.2°C', 'pressure': '948.0 hPa', 'vibrations': '4.90456311647822 m/s²'}",0
V03141537,E170_6353,2024-07-24,4.9,"{'temp': '-13.0°C', 'pressure': '957.6 hPa', 'vibrations': '0.964535789067501 m/s²'}",1
V00336093,A321_3033,2024-07-24,7.4,"{'temp': '4.8°C', 'pressure': '943.4 hPa', 'vibrations': '3.705300274531269 m/s²'}",0
V05901041,CRJ700_2863,2024-07-24,1.6,"{'temp': '-14.7°C', 'pressure': '939.1 hPa', 'vibrations': '1.6943362395633155 m/s²'}",1
V06081330,A320_6242,2024-07-24,7.4,"{'temp': '-16.1°C', 'pressure': '896.5 hPa', 'vibrations': '4.163489928557272 m/s²'}",1
V07455707,E170_6246,2024-07-24,5.8,"{'temp': '-11.5°C', 'pressure': '880.3 hPa', 'vibrations': '2.9251434913380714 m/s²'}",0
V09976808,A330_6979,2024-07-24,4.3,"{'temp': '-1.1°C', 'pressure': '993.9 hPa', 'vibrations': '4.258957434558396 m/s²'}",0
V00134475,B747_0442,2024-07-24,3.6,"{'temp': '-2.1°C', 'pressure': '994.4 hPa', 'vibrations': '0.44100630844244204 m/s²'}",0
V08378330,CRJ700_2988,2024-07-24,2.8,"{'temp': '-0.0°C', 'pressure': '995.6 hPa', 'vibrations': '2.4691335887638077 m/s²'}",0
V04417692,A330_6095,2024-07-24,5.7,"{'temp': '-6.9°C', 'pressure': '967.8 hPa', 'vibrations': '2.8954705429067995 m/s²'}",0
V06973875,B747_4152,2024-07-24,9.3,"{'temp': '-6.3°C', 'pressure': '915.2 hPa', 'vibrations': '4.6122888716769115 m/s²'}",0
V06210593,A380_6924,2024-07-24,2.3,"{'temp': '1.9°C', 'pressure': '969.7 hPa', 'vibrations': '2.3157580193200626 m/s²'}",0
V00230069,B767_4965,2024-07-24,1.9,"{'temp': '-18.4°C', 'pressure': '968.5 hPa', 'vibrations': '0.715617758516483 m/s²'}",1
V05132461,E170_1145,2024-07-24,8.2,"{'temp': '-0.4°C', 'pressure': '928.7 hPa', 'vibrations': '2.743165380084554 m/s²'}",0
V07631064,CRJ900_1740,2024-07-24,9.3,"{'temp': '-3.2°C', 'pressure': '981.9 hPa', 'vibrations': '0.560299032712227 m/s²'}",0
V02011979,A380_0553,2024-07-24,5.3,"{'temp': '7.1°C', 'pressure': '922.4 hPa', 'vibrations': '3.3749532579731287 m/s²'}",0
V08872253,A330_1199,2024-07-24,3.7,"{'temp': '0.6°C', 'pressure': '995.5 hPa', 'vibrations': '1.0038103425256972 m/s²'}",0
V05525999,A321_3707,2024-07-24,8.3,"{'temp': '-12.1°C', 'pressure': '985.8 hPa', 'vibrations': '4.816339237547668 m/s²'}",1
V07337395,A330_2982,2024-07-24,4.3,"{'temp': '10.0°C', 'pressure': '1000.7 hPa', 'vibrations': '1.9526783016156202 m/s²'}",0
V07017555,B777_6867,2024-07-24,3.5,"{'temp': '-11.5°C', 'pressure': '956.5 hPa', 'vibrations': '2.546093088074805 m/s²'}",0
V04030452,B767_2803,2024-07-24,4.9,"{'temp': '-10.4°C', 'pressure': '968.5 hPa', 'vibrations': '3.640840274411409 m/s²'}",0
