ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V02739709,CRJ700_3699,2024-06-24,1.9,"{'temp': '-4.4°C', 'pressure': '932.4 hPa', 'vibrations': '4.350903759963017 m/s²'}",0
V09277725,A350_1689,2024-06-24,2.8,"{'temp': '11.9°C', 'pressure': '912.0 hPa', 'vibrations': '1.1976666859464462 m/s²'}",0
V02635677,A350_6031,2024-06-24,5.9,"{'temp': '10.3°C', 'pressure': '882.4 hPa', 'vibrations': '3.370391597710611 m/s²'}",0
V02314829,CRJ700_2189,2024-06-24,4.0,"{'temp': '3.4°C', 'pressure': '874.7 hPa', 'vibrations': '1.5923770339862724 m/s²'}",0
V08864724,A321_6807,2024-06-24,7.2,"{'temp': '-17.4°C', 'pressure': '1009.6 hPa', 'vibrations': '1.2937014473865727 m/s²'}",2
V04382620,A321_0473,2024-06-24,3.7,"{'temp': '-23.7°C', 'pressure': '986.9 hPa', 'vibrations': '3.289750438845333 m/s²'}",1
V04577908,A340_1047,2024-06-24,3.4,"{'temp': '1.3°C', 'pressure': '941.1 hPa', 'vibrations': '2.500602609416116 m/s²'}",0
V03848034,E175_4558,2024-06-24,5.9,"{'temp': '6.8°C', 'pressure': '852.1 hPa', 'vibrations': '0.56490720105077 m/s²'}",0
V05672067,A340_1505,2024-06-24,4.8,"{'temp': '-11.1°C', 'pressure': '990.7 hPa', 'vibrations': '4.477807265655708 m/s²'}",0
V00304442,E170_6246,2024-06-24,7.2,"{'temp': '-3.5°C', 'pressure': '926.4 hPa', 'vibrations': '3.1137348055310756 m/s²'}",0
V03732162,A350_1889,2024-06-24,10.3,"{'temp': '-5.9°C', 'pressure': '975.5 hPa', 'vibrations': '2.966166441528446 m/s²'}",2
V00670549,CRJ900_3374,2024-06-24,5.6,"{'temp': '0.9°C', 'pressure': '999.1 hPa', 'vibrations': '1.6370945728913338 m/s²'}",0
V06541617,B737_3924,2024-06-24,4.9,"{'temp': '-16.9°C', 'pressure': '847.2 hPa', 'vibrations': '4.83762914179325 m/s²'}",1
V05856458,E175_5414,2024-06-24,1.0,"{'temp': '-5.8°C', 'pressure': '1003.2 hPa', 'vibrations': '4.170575345645193 m/s²'}",0
V04561618,B777_5688,2024-06-24,4.0,"{'temp': '7.3°C', 'pressure': '973.8 hPa', 'vibrations': '0.3295532195334844 m/s²'}",2
V09446071,B777_6740,2024-06-24,4.8,"{'temp': '13.5°C', 'pressure': '990.4 hPa', 'vibrations': '1.6436911279580184 m/s²'}",0
V04744003,A350_1177,2024-06-24,2.7,"{'temp': '-0.2°C', 'pressure': '985.9 hPa', 'vibrations': '0.8133924846393503 m/s²'}",0
V04830130,E175_2977,2024-06-24,5.6,"{'temp': '4.8°C', 'pressure': '981.8 hPa', 'vibrations': '0.7771314397218704 m/s²'}",0
V05816141,A340_4021,2024-06-24,2.6,"{'temp': '-15.5°C', 'pressure': '917.8 hPa', 'vibrations': '2.8287398899419265 m/s²'}",1
V04762906,B767_4217,2024-06-24,3.3,"{'temp': '0.8°C', 'pressure': '932.5 hPa', 'vibrations': '0.7554176370480642 m/s²'}",0
V04777895,CRJ700_0545,2024-06-24,7.8,"{'temp': '10.3°C', 'pressure': '941.5 hPa', 'vibrations': '4.48312880197114 m/s²'}",0
V05335655,A380_5199,2024-06-24,4.2,"{'temp': '10.5°C', 'pressure': '865.8 hPa', 'vibrations': '1.4104640962671056 m/s²'}",0
V05530499,B757_2518,2024-06-24,9.7,"{'temp': '-8.5°C', 'pressure': '961.5 hPa', 'vibrations': '2.7431784406880046 m/s²'}",0
V08838623,A350_4789,2024-06-24,1.4,"{'temp': '15.2°C', 'pressure': '1000.0 hPa', 'vibrations': '4.257563641843102 m/s²'}",0
V03451776,A330_5146,2024-06-24,0.8,"{'temp': '0.2°C', 'pressure': '971.1 hPa', 'vibrations': '4.219800760913476 m/s²'}",0
V06419533,A380_3162,2024-06-24,7.2,"{'temp': '-1.2°C', 'pressure': '893.4 hPa', 'vibrations': '0.9288821487252924 m/s²'}",0
V05756886,CRJ700_6849,2024-06-24,3.1,"{'temp': '1.6°C', 'pressure': '963.0 hPa', 'vibrations': '3.9352140669503215 m/s²'}",0
V02009135,B747_1460,2024-06-24,6.6,"{'temp': '11.2°C', 'pressure': '972.6 hPa', 'vibrations': '3.255088523355196 m/s²'}",0
V06958050,CRJ900_5500,2024-06-24,3.3,"{'temp': '-12.5°C', 'pressure': '1091.2 hPa', 'vibrations': '3.330054252063477 m/s²'}",2
