ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V05178508,B767_5422,2024-07-20,2.1,"{'temp': '12.0°C', 'pressure': '973.7 hPa', 'vibrations': '3.2460508930145644 m/s²'}",0
V06793994,E170_5551,2024-07-20,7.1,"{'temp': '-2.9°C', 'pressure': '911.5 hPa', 'vibrations': '4.173807994366859 m/s²'}",0
V07333081,A340_3614,2024-07-20,6.8,"{'temp': '-2.6°C', 'pressure': '953.3 hPa', 'vibrations': '1.522049188686578 m/s²'}",0
V07091754,CRJ900_6738,2024-07-20,4.8,"{'temp': '-8.1°C', 'pressure': '912.4 hPa', 'vibrations': '3.308574601367036 m/s²'}",0
V09005641,A380_6121,2024-07-20,9.6,"{'temp': '-1.7°C', 'pressure': '1022.7 hPa', 'vibrations': '1.4521822354385154 m/s²'}",0
V03734438,A330_3548,2024-07-20,8.1,"{'temp': '-13.5°C', 'pressure': '959.7 hPa', 'vibrations': '4.397107777575374 m/s²'}",1
V05065359,B747_1460,2024-07-20,5.4,"{'temp': '2.7°C', 'pressure': '971.5 hPa', 'vibrations': '2.756181473890326 m/s²'}",0
V09597601,A340_3962,2024-07-20,5.2,"{'temp': '-0.8°C', 'pressure': '960.4 hPa', 'vibrations': '2.034173506276481 m/s²'}",0
V01912467,A340_4633,2024-07-20,8.8,"{'temp': '-16.7°C', 'pressure': '969.8 hPa', 'vibrations': '2.381645300214183 m/s²'}",1
V05143283,B747_0442,2024-07-20,4.2,"{'temp': '-8.2°C', 'pressure': '918.5 hPa', 'vibrations': '2.369903592118841 m/s²'}",0
V06365283,B737_5581,2024-07-20,7.0,"{'temp': '8.1°C', 'pressure': '1011.4 hPa', 'vibrations': '3.4717856197521755 m/s²'}",0
V00311995,A330_2237,2024-07-20,3.4,"{'temp': '10.3°C', 'pressure': '1021.0 hPa', 'vibrations': '4.7075464137124845 m/s²'}",0
V06682191,A340_2793,2024-07-20,6.4,"{'temp': '13.0°C', 'pressure': '922.4 hPa', 'vibrations': '0.4701664085773666 m/s²'}",0
V05458622,E170_1544,2024-07-20,7.0,"{'temp': '10.3°C', 'pressure': '840.2 hPa', 'vibrations': '1.9370304199373796 m/s²'}",0
