ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V07648218,B747_0262,2024-06-27,4.3,"{'temp': '16.4°C', 'pressure': '958.3 hPa', 'vibrations': '1.502068014393222 m/s²'}",0
V05855261,A340_3962,2024-06-27,3.7,"{'temp': '18.1°C', 'pressure': '888.4 hPa', 'vibrations': '1.369795367624188 m/s²'}",0
V01874535,A350_4039,2024-06-27,4.5,"{'temp': '9.5°C', 'pressure': '886.7 hPa', 'vibrations': '3.218515586705139 m/s²'}",0
V07166295,B767_2368,2024-06-27,7.2,"{'temp': '7.1°C', 'pressure': '980.0 hPa', 'vibrations': '2.6017258576077555 m/s²'}",0
V04472550,CRJ900_1993,2024-06-27,7.6,"{'temp': '-2.3°C', 'pressure': '956.0 hPa', 'vibrations': '1.1712329414777078 m/s²'}",0
V07934320,A321_4232,2024-06-27,4.3,"{'temp': '4.0°C', 'pressure': '934.3 hPa', 'vibrations': '3.078215321437843 m/s²'}",0
V04662404,A330_6095,2024-06-27,2.1,"{'temp': '9.8°C', 'pressure': '959.4 hPa', 'vibrations': '4.332147550936666 m/s²'}",0
V01214656,B737_1117,2024-06-27,3.0,"{'temp': '6.2°C', 'pressure': '913.4 hPa', 'vibrations': '0.36535739237695875 m/s²'}",0
V07285863,B747_0472,2024-06-27,4.9,"{'temp': '-10.1°C', 'pressure': '1016.1 hPa', 'vibrations': '3.178634768956925 m/s²'}",0
V06108579,B777_5397,2024-06-27,7.0,"{'temp': '-18.2°C', 'pressure': '1051.4 hPa', 'vibrations': '1.3839487742144234 m/s²'}",1
V00371845,A350_5987,2024-06-27,5.8,"{'temp': '6.1°C', 'pressure': '937.8 hPa', 'vibrations': '1.026352670338756 m/s²'}",0
V02899412,B757_4595,2024-06-27,5.5,"{'temp': '-4.7°C', 'pressure': '881.3 hPa', 'vibrations': '3.1247498233084006 m/s²'}",0
V03587310,A350_6452,2024-06-27,5.4,"{'temp': '-12.8°C', 'pressure': '983.8 hPa', 'vibrations': '4.195482169568832 m/s²'}",1
V00673594,B767_5422,2024-06-27,6.2,"{'temp': '-8.3°C', 'pressure': '959.3 hPa', 'vibrations': '0.9742749135128481 m/s²'}",0
V06089946,A330_2237,2024-06-27,7.6,"{'temp': '-9.7°C', 'pressure': '1015.2 hPa', 'vibrations': '4.441575172166637 m/s²'}",0
V01782935,A380_6121,2024-06-27,5.7,"{'temp': '7.3°C', 'pressure': '877.7 hPa', 'vibrations': '1.13475894086006 m/s²'}",0
V03108565,A380_6283,2024-06-27,3.0,"{'temp': '-16.9°C', 'pressure': '935.7 hPa', 'vibrations': '4.592895390257145 m/s²'}",1
V08302351,E175_2805,2024-06-27,9.2,"{'temp': '1.5°C', 'pressure': '939.2 hPa', 'vibrations': '0.9050889532584211 m/s²'}",0
V03555447,E170_6353,2024-06-27,11.7,"{'temp': '-15.1°C', 'pressure': '920.0 hPa', 'vibrations': '4.360478762369805 m/s²'}",1
V07658349,B737_0940,2024-06-27,1.7,"{'temp': '-4.8°C', 'pressure': '984.7 hPa', 'vibrations': '1.3139430798898377 m/s²'}",0
V06546705,A330_3548,2024-06-27,3.9,"{'temp': '-0.8°C', 'pressure': '1069.0 hPa', 'vibrations': '4.008613295001399 m/s²'}",0
V03621300,A320_3178,2024-06-27,4.9,"{'temp': '4.2°C', 'pressure': '926.9 hPa', 'vibrations': '3.6165112972957507 m/s²'}",0
V03210561,A320_6242,2024-06-27,5.0,"{'temp': '3.4°C', 'pressure': '985.2 hPa', 'vibrations': '0.07686186085010205 m/s²'}",0
V07713374,B777_3776,2024-06-27,5.4,"{'temp': '-11.2°C', 'pressure': '943.5 hPa', 'vibrations': '1.664732614090794 m/s²'}",0
V03304341,A330_1199,2024-06-27,5.4,"{'temp': '-8.9°C', 'pressure': '862.2 hPa', 'vibrations': '2.0859753889379817 m/s²'}",0
V05978113,B747_4824,2024-06-27,2.4,"{'temp': '8.6°C', 'pressure': '1039.5 hPa', 'vibrations': '0.13938586504673112 m/s²'}",0
V00866159,A350_3976,2024-06-27,2.7,"{'temp': '14.3°C', 'pressure': '870.0 hPa', 'vibrations': '2.8218421157700284 m/s²'}",0
V08645130,B747_6800,2024-06-27,2.1,"{'temp': '-8.2°C', 'pressure': '1047.3 hPa', 'vibrations': '2.944741355312308 m/s²'}",0
V07793327,CRJ900_5426,2024-06-27,4.8,"{'temp': '-7.9°C', 'pressure': '958.9 hPa', 'vibrations': '0.45794158916579397 m/s²'}",0
V00351895,B757_1844,2024-06-27,10.6,"{'temp': '1.5°C', 'pressure': '926.3 hPa', 'vibrations': '1.6915185801417332 m/s²'}",0
V04004667,B777_5963,2024-06-27,4.3,"{'temp': '-13.4°C', 'pressure': '897.4 hPa', 'vibrations': '1.775067528880176 m/s²'}",1
V04111871,B747_5273,2024-06-27,5.1,"{'temp': '12.6°C', 'pressure': '980.8 hPa', 'vibrations': '4.229399035413374 m/s²'}",0
V00239657,CRJ900_6319,2024-06-27,5.2,"{'temp': '5.7°C', 'pressure': '996.2 hPa', 'vibrations': '4.381882799116315 m/s²'}",0
V01654464,CRJ700_2863,2024-06-27,7.3,"{'temp': '6.7°C', 'pressure': '953.3 hPa', 'vibrations': '2.3403450898159104 m/s²'}",0
V07359817,A380_3607,2024-06-27,5.2,"{'temp': '0.6°C', 'pressure': '957.7 hPa', 'vibrations': '3.0104134322918115 m/s²'}",0
V08799052,CRJ900_1943,2024-06-27,0.6,"{'temp': '-7.6°C', 'pressure': '972.5 hPa', 'vibrations': '1.8731856498608805 m/s²'}",0
V08265073,CRJ700_2988,2024-06-27,9.1,"{'temp': '-8.8°C', 'pressure': '976.4 hPa', 'vibrations': '0.09043477666697053 m/s²'}",0
V03406713,B737_5581,2024-06-27,3.9,"{'temp': '-12.6°C', 'pressure': '986.2 hPa', 'vibrations': '4.910781424421026 m/s²'}",1
V03691917,B757_6416,2024-06-27,4.8,"{'temp': '-7.1°C', 'pressure': '966.0 hPa', 'vibrations': '3.858707577478993 m/s²'}",0
V07511141,A340_3214,2024-06-27,9.3,"{'temp': '-17.3°C', 'pressure': '878.7 hPa', 'vibrations': '1.6376054783451055 m/s²'}",2
V02788256,A320_2562,2024-06-27,5.6,"{'temp': '6.2°C', 'pressure': '990.3 hPa', 'vibrations': '0.976548481013772 m/s²'}",0
V02565148,B737_1524,2024-06-27,5.4,"{'temp': '-2.4°C', 'pressure': '905.0 hPa', 'vibrations': '1.3733289320633424 m/s²'}",0
V07372002,A340_1505,2024-06-27,8.9,"{'temp': '-6.3°C', 'pressure': '912.1 hPa', 'vibrations': '1.1322399049353016 m/s²'}",0
V05409468,A320_2237,2024-06-27,3.6,"{'temp': '19.2°C', 'pressure': '934.2 hPa', 'vibrations': '4.873793134917363 m/s²'}",0
V01161431,A350_0643,2024-06-27,8.5,"{'temp': '4.0°C', 'pressure': '933.4 hPa', 'vibrations': '1.3411710099211183 m/s²'}",0
V03258326,CRJ700_6849,2024-06-27,3.2,"{'temp': '-2.5°C', 'pressure': '971.0 hPa', 'vibrations': '2.5453608913401142 m/s²'}",0
V02286807,CRJ700_4386,2024-06-27,9.3,"{'temp': '-17.1°C', 'pressure': '974.8 hPa', 'vibrations': '2.8811950833976026 m/s²'}",1
V02665396,E175_6879,2024-06-27,5.7,"{'temp': '1.7°C', 'pressure': '975.5 hPa', 'vibrations': '2.9991701573136345 m/s²'}",0
V06448496,A320_6814,2024-06-27,10.6,"{'temp': '-12.7°C', 'pressure': '928.1 hPa', 'vibrations': '1.356978396700073 m/s²'}",1
V04781679,B747_4659,2024-06-27,5.6,"{'temp': '-3.2°C', 'pressure': '1014.7 hPa', 'vibrations': '2.5961662725925914 m/s²'}",0
V00052342,CRJ700_1788,2024-06-27,2.6,"{'temp': '-7.1°C', 'pressure': '882.5 hPa', 'vibrations': '2.3150111621231897 m/s²'}",0
V00190252,B777_5812,2024-06-27,2.4,"{'temp': '3.0°C', 'pressure': '945.0 hPa', 'vibrations': '0.6635937131466346 m/s²'}",0
V01618643,E170_4783,2024-06-27,7.4,"{'temp': '13.7°C', 'pressure': '969.9 hPa', 'vibrations': '0.9376601484982355 m/s²'}",0
V00975934,A330_6979,2024-06-27,2.1,"{'temp': '2.2°C', 'pressure': '1006.4 hPa', 'vibrations': '4.020453342505121 m/s²'}",0
V08997241,E170_1145,2024-06-27,5.6,"{'temp': '16.0°C', 'pressure': '889.9 hPa', 'vibrations': '0.4697193788460413 m/s²'}",0
V07741551,B747_0442,2024-06-27,2.8,"{'temp': '5.5°C', 'pressure': '994.9 hPa', 'vibrations': '0.653431602784646 m/s²'}",0
V07973366,B767_5501,2024-06-27,6.0,"{'temp': '-3.2°C', 'pressure': '915.4 hPa', 'vibrations': '0.5006278998803704 m/s²'}",0
V02430885,A330_0921,2024-06-27,5.5,"{'temp': '-8.3°C', 'pressure': '922.5 hPa', 'vibrations': '4.137204362992713 m/s²'}",0
V05806126,E175_2963,2024-06-27,4.8,"{'temp': '24.2°C', 'pressure': '977.7 hPa', 'vibrations': '4.761515367835775 m/s²'}",1
V08584874,B747_2724,2024-06-27,3.1,"{'temp': '1.0°C', 'pressure': '928.6 hPa', 'vibrations': '0.6684915204958874 m/s²'}",0
V00216763,A321_0181,2024-06-27,3.0,"{'temp': '-11.6°C', 'pressure': '1013.8 hPa', 'vibrations': '2.9698181792364604 m/s²'}",0
V02593922,E175_1426,2024-06-27,8.9,"{'temp': '-11.9°C', 'pressure': '983.8 hPa', 'vibrations': '0.6450517701717268 m/s²'}",0
V06706578,B777_2912,2024-06-27,7.7,"{'temp': '-27.9°C', 'pressure': '937.3 hPa', 'vibrations': '0.5638343662595025 m/s²'}",1
V04574524,B747_1460,2024-06-27,7.3,"{'temp': '-16.0°C', 'pressure': '935.8 hPa', 'vibrations': '3.2415286871805584 m/s²'}",1
V09809208,B747_6747,2024-06-27,5.7,"{'temp': '13.6°C', 'pressure': '936.9 hPa', 'vibrations': '3.865519866722077 m/s²'}",0
V06876476,A321_1458,2024-06-27,5.9,"{'temp': '-1.8°C', 'pressure': '955.2 hPa', 'vibrations': '1.3273579922789707 m/s²'}",0
V07550332,B777_6867,2024-06-27,3.9,"{'temp': '-0.9°C', 'pressure': '956.7 hPa', 'vibrations': '2.7248794309761184 m/s²'}",0
V07279202,A321_5105,2024-06-27,7.9,"{'temp': '-8.6°C', 'pressure': '853.0 hPa', 'vibrations': '2.282646272827003 m/s²'}",0
V06255132,E175_4558,2024-06-27,2.7,"{'temp': '-10.9°C', 'pressure': '1002.3 hPa', 'vibrations': '1.1230053183110589 m/s²'}",0
V09728361,A320_6731,2024-06-27,8.7,"{'temp': '-0.8°C', 'pressure': '952.8 hPa', 'vibrations': '0.5744049376578869 m/s²'}",0
V03718587,A380_4294,2024-06-27,0.6,"{'temp': '-9.4°C', 'pressure': '924.1 hPa', 'vibrations': '3.270006773882448 m/s²'}",0
V09198781,A330_3896,2024-06-27,4.3,"{'temp': '11.7°C', 'pressure': '898.6 hPa', 'vibrations': '4.883363039182724 m/s²'}",0
