ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V09078732,B757_4595,2024-07-02,4.6,"{'temp': '14.7°C', 'pressure': '940.2 hPa', 'vibrations': '1.9081422848564833 m/s²'}",0
V00027006,B737_1524,2024-07-02,3.6,"{'temp': '-8.3°C', 'pressure': '863.1 hPa', 'vibrations': '2.998564634327278 m/s²'}",0
V01149512,B747_2389,2024-07-02,4.2,"{'temp': '1.6°C', 'pressure': '881.6 hPa', 'vibrations': '1.1476876718806561 m/s²'}",2
V07985377,B747_4152,2024-07-02,4.7,"{'temp': '6.7°C', 'pressure': '928.8 hPa', 'vibrations': '3.603557373018229 m/s²'}",0
V06990670,B737_2262,2024-07-02,9.0,"{'temp': '0.7°C', 'pressure': '927.0 hPa', 'vibrations': '0.8412044838559163 m/s²'}",0
V04965909,A350_4789,2024-07-02,6.8,"{'temp': '-5.0°C', 'pressure': '903.5 hPa', 'vibrations': '3.0976064448175924 m/s²'}",0
V06856196,A321_0473,2024-07-02,4.1,"{'temp': '-23.4°C', 'pressure': '912.9 hPa', 'vibrations': '3.0592878919399307 m/s²'}",1
V05675262,B747_6297,2024-07-02,9.2,"{'temp': '8.5°C', 'pressure': '964.6 hPa', 'vibrations': '3.7003885410328223 m/s²'}",0
V01748283,CRJ700_1788,2024-07-02,2.9,"{'temp': '-2.0°C', 'pressure': '869.2 hPa', 'vibrations': '1.7492934997778065 m/s²'}",0
V02293244,A320_5229,2024-07-02,2.1,"{'temp': '-6.4°C', 'pressure': '866.8 hPa', 'vibrations': '3.1023751556513406 m/s²'}",0
V03563666,A321_0181,2024-07-02,2.9,"{'temp': '-14.8°C', 'pressure': '958.7 hPa', 'vibrations': '0.36523138953236 m/s²'}",1
V02532451,A320_3521,2024-07-02,1.1,"{'temp': '-0.6°C', 'pressure': '905.7 hPa', 'vibrations': '2.5434298737863466 m/s²'}",0
V01815859,A340_6933,2024-07-02,3.0,"{'temp': '4.2°C', 'pressure': '975.5 hPa', 'vibrations': '4.6697392948472904 m/s²'}",0
V06524108,A350_0643,2024-07-02,8.6,"{'temp': '-24.2°C', 'pressure': '993.6 hPa', 'vibrations': '2.1415241906674582 m/s²'}",1
V01744194,CRJ900_2577,2024-07-02,2.1,"{'temp': '6.8°C', 'pressure': '1006.9 hPa', 'vibrations': '2.208109801755283 m/s²'}",0
V09219567,A340_4940,2024-07-02,4.6,"{'temp': '5.0°C', 'pressure': '891.8 hPa', 'vibrations': '1.7238216673319118 m/s²'}",0
V03402327,E170_3393,2024-07-02,3.7,"{'temp': '14.3°C', 'pressure': '793.3 hPa', 'vibrations': '0.830580877219359 m/s²'}",0
