ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V02382569,A380_2017,2024-06-25,5.5,"{'temp': '-9.6°C', 'pressure': '988.6 hPa', 'vibrations': '4.398339461687694 m/s²'}",0
V03100535,CRJ700_1002,2024-06-25,5.4,"{'temp': '4.8°C', 'pressure': '997.0 hPa', 'vibrations': '1.5943990230177203 m/s²'}",0
V01149517,A330_2982,2024-06-25,7.1,"{'temp': '1.6°C', 'pressure': '933.6 hPa', 'vibrations': '1.0468615914364183 m/s²'}",0
V04258489,B747_2389,2024-06-25,6.3,"{'temp': '-0.9°C', 'pressure': '1001.7 hPa', 'vibrations': '2.586700093359001 m/s²'}",0
V03922732,B767_2417,2024-06-25,1.4,"{'temp': '-1.1°C', 'pressure': '904.4 hPa', 'vibrations': '4.659850298871073 m/s²'}",0
V06637528,B737_2975,2024-06-25,4.6,"{'temp': '-4.4°C', 'pressure': '878.8 hPa', 'vibrations': '2.835640684562086 m/s²'}",0
V04894371,A380_6283,2024-06-25,2.6,"{'temp': '-11.9°C', 'pressure': '934.9 hPa', 'vibrations': '4.188907424137056 m/s²'}",0
V03186706,A340_3214,2024-06-25,4.4,"{'temp': '2.2°C', 'pressure': '942.1 hPa', 'vibrations': '0.7472361695464913 m/s²'}",0
V03642012,A350_1689,2024-06-25,3.7,"{'temp': '6.5°C', 'pressure': '907.7 hPa', 'vibrations': '1.4907416385277612 m/s²'}",0
V03190788,A350_0643,2024-06-25,5.8,"{'temp': '-2.2°C', 'pressure': '993.1 hPa', 'vibrations': '2.3023070079688828 m/s²'}",0
V08974528,A380_6878,2024-06-25,7.2,"{'temp': '-5.0°C', 'pressure': '959.8 hPa', 'vibrations': '4.710259340985405 m/s²'}",0
V00013303,A380_2079,2024-06-25,4.5,"{'temp': '-4.6°C', 'pressure': '909.2 hPa', 'vibrations': '3.5119405836246056 m/s²'}",0
V00086934,E175_3843,2024-06-25,5.0,"{'temp': '-5.4°C', 'pressure': '907.8 hPa', 'vibrations': '1.4424436509569665 m/s²'}",0
V00353568,B747_3165,2024-06-25,8.1,"{'temp': '16.0°C', 'pressure': '938.1 hPa', 'vibrations': '0.5037497710066419 m/s²'}",0
V00530994,B777_3944,2024-06-25,5.8,"{'temp': '1.5°C', 'pressure': '904.0 hPa', 'vibrations': '3.142781611683176 m/s²'}",0
