ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V03666412,B777_5688,2024-07-07,3.4,"{'temp': '5.0°C', 'pressure': '963.4 hPa', 'vibrations': '0.8056477560548114 m/s²'}",0
V09781153,A320_5229,2024-07-07,8.2,"{'temp': '-4.6°C', 'pressure': '995.7 hPa', 'vibrations': '3.114950753816789 m/s²'}",0
V07152599,A321_5105,2024-07-07,6.5,"{'temp': '-14.8°C', 'pressure': '971.0 hPa', 'vibrations': '2.76284026438022 m/s²'}",1
V00364838,B747_3165,2024-07-07,2.3,"{'temp': '-5.8°C', 'pressure': '965.8 hPa', 'vibrations': '1.0312636153796033 m/s²'}",0
V06020106,A350_0500,2024-07-07,3.0,"{'temp': '6.7°C', 'pressure': '974.8 hPa', 'vibrations': '2.1687948471586225 m/s²'}",0
V06243831,CRJ900_1740,2024-07-07,5.0,"{'temp': '-13.7°C', 'pressure': '905.8 hPa', 'vibrations': '4.742382781581411 m/s²'}",1
V06730209,A321_3033,2024-07-07,7.4,"{'temp': '7.8°C', 'pressure': '909.8 hPa', 'vibrations': '1.3717743958453787 m/s²'}",0
V01864486,B777_4962,2024-07-07,5.1,"{'temp': '9.0°C', 'pressure': '958.9 hPa', 'vibrations': '2.8834518648872254 m/s²'}",0
V00289403,A320_6731,2024-07-07,8.0,"{'temp': '-2.1°C', 'pressure': '907.5 hPa', 'vibrations': '0.06618133478970556 m/s²'}",0
V00952512,CRJ900_6738,2024-07-07,3.5,"{'temp': '-4.5°C', 'pressure': '1039.5 hPa', 'vibrations': '4.324633605027358 m/s²'}",0
V04068983,B747_6747,2024-07-07,5.2,"{'temp': '-1.2°C', 'pressure': '904.5 hPa', 'vibrations': '1.7758908251684646 m/s²'}",0
V05926570,E175_1426,2024-07-07,2.8,"{'temp': '16.1°C', 'pressure': '1091.5 hPa', 'vibrations': '0.8778059975383873 m/s²'}",0
V03966365,A321_0473,2024-07-07,5.6,"{'temp': '9.0°C', 'pressure': '1035.7 hPa', 'vibrations': '2.4561814392680716 m/s²'}",0
V08951940,A350_3976,2024-07-07,6.1,"{'temp': '-2.1°C', 'pressure': '954.2 hPa', 'vibrations': '4.817388503653368 m/s²'}",0
V03492578,A350_4789,2024-07-07,3.2,"{'temp': '-9.3°C', 'pressure': '950.7 hPa', 'vibrations': '1.179652684722929 m/s²'}",0
V07441598,A340_6933,2024-07-07,3.3,"{'temp': '8.5°C', 'pressure': '904.2 hPa', 'vibrations': '2.107064908878532 m/s²'}",0
V01390056,A340_4633,2024-07-07,5.9,"{'temp': '7.6°C', 'pressure': '1000.1 hPa', 'vibrations': '4.228499851568991 m/s²'}",0
V03753398,CRJ700_6943,2024-07-07,4.1,"{'temp': '7.2°C', 'pressure': '910.9 hPa', 'vibrations': '1.4849483080307302 m/s²'}",0
V03012427,A320_2497,2024-07-07,0.6,"{'temp': '-5.0°C', 'pressure': '968.2 hPa', 'vibrations': '3.356200665976101 m/s²'}",0
V09719808,B757_6092,2024-07-07,6.6,"{'temp': '16.9°C', 'pressure': '1004.1 hPa', 'vibrations': '2.163937545573921 m/s²'}",0
