ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V08816369,B767_2368,2024-07-10,5.5,"{'temp': '-4.7°C', 'pressure': '920.6 hPa', 'vibrations': '1.9767798129256247 m/s²'}",0
V07837987,E170_1544,2024-07-10,6.8,"{'temp': '-2.2°C', 'pressure': '914.0 hPa', 'vibrations': '2.9176148525679855 m/s²'}",0
V09902923,A350_6031,2024-07-10,9.1,"{'temp': '-17.5°C', 'pressure': '966.0 hPa', 'vibrations': '3.4250363482924193 m/s²'}",1
V06007256,A350_1689,2024-07-10,6.6,"{'temp': '3.0°C', 'pressure': '959.4 hPa', 'vibrations': '0.4698106775085026 m/s²'}",2
V02884900,E175_2963,2024-07-10,5.9,"{'temp': '-7.3°C', 'pressure': '1031.3 hPa', 'vibrations': '4.662439998157955 m/s²'}",0
V02284244,A380_3155,2024-07-10,7.0,"{'temp': '13.6°C', 'pressure': '950.3 hPa', 'vibrations': '0.8701179788788976 m/s²'}",0
V08534455,A320_1930,2024-07-10,8.6,"{'temp': '-17.4°C', 'pressure': '863.8 hPa', 'vibrations': '3.8715738580753816 m/s²'}",1
V00566284,E175_4558,2024-07-10,4.4,"{'temp': '5.8°C', 'pressure': '900.9 hPa', 'vibrations': '3.4319834258884123 m/s²'}",0
V06060317,A330_2602,2024-07-10,3.6,"{'temp': '13.3°C', 'pressure': '914.4 hPa', 'vibrations': '0.8608136379832521 m/s²'}",0
V07025897,E170_4215,2024-07-10,6.8,"{'temp': '-5.1°C', 'pressure': '938.8 hPa', 'vibrations': '2.4449085542060986 m/s²'}",0
V09913863,E175_0620,2024-07-10,10.3,"{'temp': '-11.7°C', 'pressure': '878.5 hPa', 'vibrations': '2.1025779669618583 m/s²'}",0
V04389435,E170_6913,2024-07-10,3.5,"{'temp': '-9.4°C', 'pressure': '958.2 hPa', 'vibrations': '1.87016531190895 m/s²'}",0
V03394699,B747_4659,2024-07-10,1.5,"{'temp': '2.0°C', 'pressure': '954.8 hPa', 'vibrations': '0.41728468409538866 m/s²'}",0
V00012201,A321_1968,2024-07-10,5.7,"{'temp': '6.2°C', 'pressure': '924.2 hPa', 'vibrations': '0.8502794739831421 m/s²'}",0
V07677562,CRJ900_6319,2024-07-10,4.3,"{'temp': '3.5°C', 'pressure': '924.6 hPa', 'vibrations': '2.7493940050799197 m/s²'}",0
V00105106,CRJ900_2577,2024-07-10,8.4,"{'temp': '7.1°C', 'pressure': '915.6 hPa', 'vibrations': '2.0489363098153706 m/s²'}",0
V01294038,A350_3122,2024-07-10,10.6,"{'temp': '3.8°C', 'pressure': '932.6 hPa', 'vibrations': '1.1524408607558345 m/s²'}",2
V01295686,A321_3707,2024-07-10,7.7,"{'temp': '-0.7°C', 'pressure': '948.3 hPa', 'vibrations': '0.37717954668627096 m/s²'}",0
V09585125,E175_3327,2024-07-10,2.1,"{'temp': '-7.7°C', 'pressure': '984.8 hPa', 'vibrations': '0.11811044840581153 m/s²'}",0
V05789672,A321_1460,2024-07-10,2.0,"{'temp': '-10.0°C', 'pressure': '976.7 hPa', 'vibrations': '0.7728525273323689 m/s²'}",0
V01869322,B757_2518,2024-07-10,4.6,"{'temp': '2.2°C', 'pressure': '874.1 hPa', 'vibrations': '4.1204087261658 m/s²'}",0
V00249630,A320_2562,2024-07-10,5.5,"{'temp': '9.8°C', 'pressure': '961.1 hPa', 'vibrations': '0.7399160279909123 m/s²'}",0
V07751869,A350_5987,2024-07-10,2.4,"{'temp': '3.7°C', 'pressure': '933.9 hPa', 'vibrations': '2.532160892304213 m/s²'}",0
V01568153,A380_4294,2024-07-10,5.4,"{'temp': '10.4°C', 'pressure': '901.3 hPa', 'vibrations': '2.50437674409002 m/s²'}",0
V02414147,B747_6297,2024-07-10,8.2,"{'temp': '-2.4°C', 'pressure': '922.7 hPa', 'vibrations': '0.6583054206538819 m/s²'}",0
V05281678,A320_6493,2024-07-10,6.4,"{'temp': '-6.8°C', 'pressure': '959.9 hPa', 'vibrations': '2.5412787385399183 m/s²'}",0
V03078308,A380_0553,2024-07-10,7.0,"{'temp': '19.5°C', 'pressure': '952.8 hPa', 'vibrations': '2.070277358624958 m/s²'}",0
V00804667,CRJ900_3374,2024-07-10,8.1,"{'temp': '-17.3°C', 'pressure': '994.5 hPa', 'vibrations': '3.4475508181878083 m/s²'}",1
V04160165,A350_2804,2024-07-10,1.5,"{'temp': '14.9°C', 'pressure': '889.1 hPa', 'vibrations': '3.8928344163012567 m/s²'}",0
V06019214,B747_6800,2024-07-10,5.4,"{'temp': '3.4°C', 'pressure': '938.2 hPa', 'vibrations': '0.24917173207322563 m/s²'}",0
V03641491,CRJ900_1943,2024-07-10,4.3,"{'temp': '-0.8°C', 'pressure': '958.4 hPa', 'vibrations': '4.14016244265788 m/s²'}",0
V02883899,A350_0441,2024-07-10,4.6,"{'temp': '-18.0°C', 'pressure': '931.7 hPa', 'vibrations': '3.5800545394143146 m/s²'}",1
V07730820,A321_6807,2024-07-10,0.6,"{'temp': '-1.0°C', 'pressure': '1019.4 hPa', 'vibrations': '4.323194323986549 m/s²'}",0
V02705840,A350_0643,2024-07-10,5.1,"{'temp': '-3.7°C', 'pressure': '947.0 hPa', 'vibrations': '0.9825841933588603 m/s²'}",0
V04834529,B757_6477,2024-07-10,0.9,"{'temp': '5.1°C', 'pressure': '947.4 hPa', 'vibrations': '1.5329847438628645 m/s²'}",0
V06604095,B767_5501,2024-07-10,6.9,"{'temp': '15.3°C', 'pressure': '940.5 hPa', 'vibrations': '3.254615214937236 m/s²'}",0
V09757816,E175_4082,2024-07-10,4.6,"{'temp': '9.1°C', 'pressure': '909.9 hPa', 'vibrations': '0.04388782372517608 m/s²'}",0
V07479627,B757_4595,2024-07-10,2.3,"{'temp': '-8.9°C', 'pressure': '864.4 hPa', 'vibrations': '3.971779760142218 m/s²'}",2
V06585428,A330_5998,2024-07-10,5.0,"{'temp': '-8.6°C', 'pressure': '924.2 hPa', 'vibrations': '2.716909980388439 m/s²'}",0
V02056199,B747_0262,2024-07-10,3.0,"{'temp': '7.4°C', 'pressure': '927.2 hPa', 'vibrations': '4.174947939382526 m/s²'}",0
V06811759,B767_4965,2024-07-10,5.9,"{'temp': '-1.7°C', 'pressure': '977.8 hPa', 'vibrations': '3.958125428597393 m/s²'}",0
V07184267,E170_0081,2024-07-10,3.8,"{'temp': '-1.8°C', 'pressure': '917.0 hPa', 'vibrations': '0.7318207370000823 m/s²'}",0
V00140841,B737_0616,2024-07-10,7.3,"{'temp': '6.1°C', 'pressure': '993.5 hPa', 'vibrations': '0.7275806033306559 m/s²'}",0
V05101173,E170_4783,2024-07-10,2.8,"{'temp': '3.3°C', 'pressure': '985.2 hPa', 'vibrations': '2.7046225114526057 m/s²'}",0
V08681916,A330_4129,2024-07-10,4.4,"{'temp': '1.8°C', 'pressure': '897.3 hPa', 'vibrations': '0.9593917164810117 m/s²'}",0
V03086388,A330_6573,2024-07-10,8.9,"{'temp': '-13.1°C', 'pressure': '937.5 hPa', 'vibrations': '0.5261955361179416 m/s²'}",1
V05396395,E175_2945,2024-07-10,6.3,"{'temp': '-13.0°C', 'pressure': '928.8 hPa', 'vibrations': '2.314601190326733 m/s²'}",1
V08165214,A380_0415,2024-07-10,9.3,"{'temp': '-7.7°C', 'pressure': '968.5 hPa', 'vibrations': '1.5539992108763612 m/s²'}",2
V04648539,A350_3976,2024-07-10,4.0,"{'temp': '11.3°C', 'pressure': '974.0 hPa', 'vibrations': '2.1259107096759102 m/s²'}",0
V03411765,CRJ700_3181,2024-07-10,2.0,"{'temp': '-21.6°C', 'pressure': '937.8 hPa', 'vibrations': '3.9523279887603193 m/s²'}",1
V04771102,B747_4152,2024-07-10,1.3,"{'temp': '-6.0°C', 'pressure': '1006.1 hPa', 'vibrations': '0.5163838630762635 m/s²'}",0
V05334680,A330_6979,2024-07-10,5.7,"{'temp': '-10.1°C', 'pressure': '951.4 hPa', 'vibrations': '3.273327766558835 m/s²'}",0
V04032141,CRJ700_3699,2024-07-10,5.9,"{'temp': '-3.2°C', 'pressure': '917.8 hPa', 'vibrations': '3.5349836187135972 m/s²'}",0
V08012335,A320_3178,2024-07-10,4.1,"{'temp': '2.0°C', 'pressure': '995.0 hPa', 'vibrations': '2.4482582803305393 m/s²'}",0
V04611121,B737_1524,2024-07-10,3.9,"{'temp': '-5.5°C', 'pressure': '939.1 hPa', 'vibrations': '3.9874256385533684 m/s²'}",0
V03132174,A350_6452,2024-07-10,1.4,"{'temp': '-1.3°C', 'pressure': '863.3 hPa', 'vibrations': '2.4234240774575957 m/s²'}",0
V08244835,B777_3776,2024-07-10,5.3,"{'temp': '6.4°C', 'pressure': '1004.2 hPa', 'vibrations': '4.883672169142302 m/s²'}",0
V07487918,A321_5206,2024-07-10,5.2,"{'temp': '0.3°C', 'pressure': '957.9 hPa', 'vibrations': '4.0749556139079965 m/s²'}",0
V05980555,A320_4367,2024-07-10,3.0,"{'temp': '3.5°C', 'pressure': '994.1 hPa', 'vibrations': '2.7637310674047755 m/s²'}",0
V01640113,E170_3393,2024-07-10,4.0,"{'temp': '2.8°C', 'pressure': '888.3 hPa', 'vibrations': '1.1454700291030262 m/s²'}",2
V09323402,E175_5586,2024-07-10,3.7,"{'temp': '8.1°C', 'pressure': '964.8 hPa', 'vibrations': '0.45822154974953955 m/s²'}",0
V05143523,A380_2079,2024-07-10,9.2,"{'temp': '5.3°C', 'pressure': '1001.8 hPa', 'vibrations': '4.894435166817375 m/s²'}",0
V08054690,B777_3944,2024-07-10,6.3,"{'temp': '-7.8°C', 'pressure': '993.1 hPa', 'vibrations': '0.1473123533258891 m/s²'}",0
V02154695,A350_4603,2024-07-10,7.2,"{'temp': '-1.6°C', 'pressure': '1020.4 hPa', 'vibrations': '3.9526663573983245 m/s²'}",0
V08408469,A380_5199,2024-07-10,3.6,"{'temp': '7.2°C', 'pressure': '1022.6 hPa', 'vibrations': '0.943784529524968 m/s²'}",0
V04482484,B747_2389,2024-07-10,7.1,"{'temp': '-6.3°C', 'pressure': '901.8 hPa', 'vibrations': '2.9819172217852365 m/s²'}",0
V05327798,E175_6729,2024-07-10,9.2,"{'temp': '-3.2°C', 'pressure': '891.0 hPa', 'vibrations': '4.448216912799447 m/s²'}",0
V08776105,A321_3033,2024-07-10,7.1,"{'temp': '-16.0°C', 'pressure': '1009.0 hPa', 'vibrations': '3.9999886433818945 m/s²'}",1
V09904713,B737_5581,2024-07-10,6.7,"{'temp': '1.1°C', 'pressure': '957.1 hPa', 'vibrations': '1.5139394373466835 m/s²'}",0
V03691513,CRJ700_0545,2024-07-10,3.2,"{'temp': '-3.1°C', 'pressure': '958.3 hPa', 'vibrations': '4.950680046463766 m/s²'}",0
V07843170,A380_3162,2024-07-10,5.8,"{'temp': '-14.9°C', 'pressure': '965.7 hPa', 'vibrations': '1.81389621239255 m/s²'}",1
V09301672,B747_4824,2024-07-10,4.0,"{'temp': '-1.0°C', 'pressure': '898.4 hPa', 'vibrations': '2.7674002067961894 m/s²'}",0
V09358301,A321_1458,2024-07-10,3.5,"{'temp': '12.5°C', 'pressure': '895.0 hPa', 'vibrations': '2.7676198117697473 m/s²'}",0
V08666471,CRJ700_6849,2024-07-10,4.9,"{'temp': '10.9°C', 'pressure': '864.4 hPa', 'vibrations': '4.151319561812726 m/s²'}",0
V08611813,CRJ700_1442,2024-07-10,8.3,"{'temp': '1.4°C', 'pressure': '1020.6 hPa', 'vibrations': '4.771188740774041 m/s²'}",0
V04089030,B747_1988,2024-07-10,7.5,"{'temp': '8.7°C', 'pressure': '1014.9 hPa', 'vibrations': '4.612995698521858 m/s²'}",0
