ref_deg,linked_aero,compo_concerned,usure_nouvelle,measure_day,need_replacement
D003661,E170_6353,REAE170-E170_6353-0,72.82369500000001,2024-07-18,False
D009402,E170_6353,REAE170-E170_6353-1,70.49644600000002,2024-07-18,False
D000812,E170_6353,SYSE170-E170_6353-2,32.499911000000004,2024-07-18,False
D006665,E170_6353,ORDE170-E170_6353-3,22.272811000000004,2024-07-18,False
D001163,E170_6353,AUTE170-E170_6353-4,64.244637,2024-07-18,False
D004039,E170_6353,SYSE170-E170_6353-5,24.36318,2024-07-18,False
D003609,E170_6353,RADE170-E170_6353-6,39.991032999999995,2024-07-18,False
D000662,E170_6353,SYSE170-E170_6353-7,41.681270000000005,2024-07-18,False
D005726,E170_6353,SYSE170-E170_6353-8,22.217049000000003,2024-07-18,False
D001649,E170_6353,SYSE170-E170_6353-9,46.60453300000001,2024-07-18,False
D000484,E170_6353,SYSE170-E170_6353-10,44.374537000000004,2024-07-18,False
D000695,E170_6353,UNIE170-E170_6353-11,48.14490399999999,2024-07-18,False
D008324,E170_6353,SYSE170-E170_6353-12,55.67253900000001,2024-07-18,False
D004856,E170_6353,SYSE170-E170_6353-13,69.096627,2024-07-18,False
D003519,E170_6353,SYSE170-E170_6353-14,63.856133,2024-07-18,False
D001256,E170_6353,SYSE170-E170_6353-15,31.008080999999997,2024-07-18,False
D000407,E170_6353,GENE170-E170_6353-16,56.967836,2024-07-18,False
D003436,E170_6353,TRAE170-E170_6353-17,51.891119000000025,2024-07-18,False
D002068,E170_6353,TRAE170-E170_6353-18,49.19744399999998,2024-07-18,False
D006601,E170_6353,SYSE170-E170_6353-19,53.961797,2024-07-18,False
D003686,E170_6353,AILE170-E170_6353-20,66.573204,2024-07-18,False
D006044,E170_6353,EMPE170-E170_6353-21,70.789256,2024-07-18,False
D007987,E170_6353,FLAE170-E170_6353-22,22.240275,2024-07-18,False
D002475,E170_6353,SPOE170-E170_6353-23,24.582246,2024-07-18,False
D000322,E170_6353,FREE170-E170_6353-24,46.29456500000001,2024-07-18,False
D008648,E170_6353,SYSE170-E170_6353-25,26.97737500000001,2024-07-18,False
D003139,E170_6353,GOUE170-E170_6353-26,50.26215299999999,2024-07-18,False
D005176,E170_6353,SYSE170-E170_6353-27,22.71199800000001,2024-07-18,False
D001487,E170_6353,SYSE170-E170_6353-28,17.628853,2024-07-18,False
D008388,E170_6353,SYSE170-E170_6353-29,67.166441,2024-07-18,False
D004133,E170_6353,ECLE170-E170_6353-30,67.495809,2024-07-18,False
D009554,E170_6353,SIEE170-E170_6353-31,37.96852600000001,2024-07-18,False
D001637,E170_6353,SIEE170-E170_6353-32,61.86820000000001,2024-07-18,False
D006334,E170_6353,SYSE170-E170_6353-33,54.28043500000002,2024-07-18,False
D001943,E170_6353,SYSE170-E170_6353-34,26.059196000000004,2024-07-18,False
D001901,E170_6353,TOIE170-E170_6353-35,29.074329999999996,2024-07-18,False
D009948,E170_6353,SYSE170-E170_6353-36,63.398853000000024,2024-07-18,False
D009118,E170_6353,DETE170-E170_6353-37,28.304686000000004,2024-07-18,False
D008557,E170_6353,ECLE170-E170_6353-38,25.977989000000004,2024-07-18,False
D003359,E170_6353,PORE170-E170_6353-39,26.063237,2024-07-18,False
D007229,E170_6353,SYSE170-E170_6353-40,43.512698,2024-07-18,False
D004016,E170_6353,PORE170-E170_6353-41,36.861096999999994,2024-07-18,False
D000955,E170_6353,HUBE170-E170_6353-42,20.831356000000003,2024-07-18,False
D007247,E170_6353,ECLE170-E170_6353-43,66.59386899999998,2024-07-18,False
D000514,E170_6353,SYSE170-E170_6353-44,40.652516000000006,2024-07-18,False
D003716,B767_2803,REAB767-B767_2803-0,17.920815000000005,2024-07-18,False
D004900,B767_2803,REAB767-B767_2803-1,33.57398200000001,2024-07-18,False
D009419,B767_2803,SYSB767-B767_2803-2,57.658887,2024-07-18,False
D000526,B767_2803,ORDB767-B767_2803-3,36.588187,2024-07-18,False
D008068,B767_2803,AUTB767-B767_2803-4,19.755629000000006,2024-07-18,False
D007621,B767_2803,SYSB767-B767_2803-5,39.47605999999999,2024-07-18,False
D005676,B767_2803,RADB767-B767_2803-6,69.818761,2024-07-18,False
D008606,B767_2803,SYSB767-B767_2803-7,31.039590000000008,2024-07-18,False
D002066,B767_2803,SYSB767-B767_2803-8,24.333433000000003,2024-07-18,False
D007166,B767_2803,SYSB767-B767_2803-9,31.498261000000007,2024-07-18,False
D001487,B767_2803,SYSB767-B767_2803-10,35.503929,2024-07-18,False
D009699,B767_2803,UNIB767-B767_2803-11,57.158967999999994,2024-07-18,False
D002688,B767_2803,SYSB767-B767_2803-12,51.982763000000006,2024-07-18,False
D007634,B767_2803,SYSB767-B767_2803-13,53.89545899999998,2024-07-18,False
D001515,B767_2803,SYSB767-B767_2803-14,63.145461,2024-07-18,False
D003070,B767_2803,SYSB767-B767_2803-15,41.835777000000014,2024-07-18,False
D004711,B767_2803,GENB767-B767_2803-16,60.943612,2024-07-18,False
D003192,B767_2803,TRAB767-B767_2803-17,16.570623,2024-07-18,False
D007890,B767_2803,TRAB767-B767_2803-18,40.19814799999999,2024-07-18,False
D002810,B767_2803,SYSB767-B767_2803-19,20.231349000000005,2024-07-18,False
D009472,B767_2803,AILB767-B767_2803-20,70.750068,2024-07-18,False
D002376,B767_2803,EMPB767-B767_2803-21,59.685752,2024-07-18,False
D003509,B767_2803,FLAB767-B767_2803-22,13.324675000000001,2024-07-18,False
D004583,B767_2803,SPOB767-B767_2803-23,62.95258200000001,2024-07-18,False
D007051,B767_2803,FREB767-B767_2803-24,14.813605,2024-07-18,False
D008050,B767_2803,SYSB767-B767_2803-25,49.705375000000004,2024-07-18,False
D004329,B767_2803,GOUB767-B767_2803-26,49.195800999999996,2024-07-18,False
D008606,B767_2803,SYSB767-B767_2803-27,13.891166,2024-07-18,False
D007496,B767_2803,SYSB767-B767_2803-28,67.65970099999998,2024-07-18,False
D000165,B767_2803,SYSB767-B767_2803-29,33.31189700000001,2024-07-18,False
D004964,B767_2803,ECLB767-B767_2803-30,34.256353000000004,2024-07-18,False
D007041,B767_2803,SIEB767-B767_2803-31,69.21134199999999,2024-07-18,False
D008890,B767_2803,SIEB767-B767_2803-32,56.6694,2024-07-18,False
D008521,B767_2803,SYSB767-B767_2803-33,48.781395,2024-07-18,False
D005970,B767_2803,SYSB767-B767_2803-34,18.530732000000004,2024-07-18,False
D004551,B767_2803,TOIB767-B767_2803-35,51.62561,2024-07-18,False
D008002,B767_2803,SYSB767-B767_2803-36,67.59970099999998,2024-07-18,False
D009672,B767_2803,DETB767-B767_2803-37,62.920062,2024-07-18,False
D006216,B767_2803,ECLB767-B767_2803-38,40.38541299999999,2024-07-18,False
D000398,B767_2803,PORB767-B767_2803-39,35.49182899999999,2024-07-18,False
D003069,B767_2803,SYSB767-B767_2803-40,28.083066000000006,2024-07-18,False
D000924,B767_2803,PORB767-B767_2803-41,50.22944899999999,2024-07-18,False
D006492,B767_2803,HUBB767-B767_2803-42,83.01864600000002,2024-07-18,False
D001195,B767_2803,ECLB767-B767_2803-43,62.53737299999998,2024-07-18,False
D005839,B767_2803,SYSB767-B767_2803-44,33.475172,2024-07-18,False
D006519,CRJ700_6943,REACRJ700-CRJ700_6943-0,24.692825,2024-07-18,False
D003382,CRJ700_6943,REACRJ700-CRJ700_6943-1,57.48940999999998,2024-07-18,False
D001133,CRJ700_6943,SYSCRJ700-CRJ700_6943-2,31.23518500000001,2024-07-18,False
D000443,CRJ700_6943,ORDCRJ700-CRJ700_6943-3,15.296685,2024-07-18,False
D000067,CRJ700_6943,AUTCRJ700-CRJ700_6943-4,56.198395000000005,2024-07-18,False
D000799,CRJ700_6943,SYSCRJ700-CRJ700_6943-5,64.4253,2024-07-18,False
D001539,CRJ700_6943,RADCRJ700-CRJ700_6943-6,61.251055,2024-07-18,False
D007375,CRJ700_6943,SYSCRJ700-CRJ700_6943-7,50.065450000000006,2024-07-18,False
D008403,CRJ700_6943,SYSCRJ700-CRJ700_6943-8,66.316415,2024-07-18,False
D005139,CRJ700_6943,SYSCRJ700-CRJ700_6943-9,51.833555000000004,2024-07-18,False
D001899,CRJ700_6943,SYSCRJ700-CRJ700_6943-10,36.424895000000014,2024-07-18,False
D009548,CRJ700_6943,UNICRJ700-CRJ700_6943-11,32.132839999999995,2024-07-18,False
D005674,CRJ700_6943,SYSCRJ700-CRJ700_6943-12,22.725565000000007,2024-07-18,False
D008812,CRJ700_6943,SYSCRJ700-CRJ700_6943-13,41.435044999999995,2024-07-18,False
D005779,CRJ700_6943,SYSCRJ700-CRJ700_6943-14,67.99955500000002,2024-07-18,False
D008189,CRJ700_6943,SYSCRJ700-CRJ700_6943-15,57.372135,2024-07-18,False
D004950,CRJ700_6943,GENCRJ700-CRJ700_6943-16,63.035059999999994,2024-07-18,False
D004215,CRJ700_6943,TRACRJ700-CRJ700_6943-17,55.349865000000015,2024-07-18,False
D001398,CRJ700_6943,TRACRJ700-CRJ700_6943-18,65.08374,2024-07-18,False
D008244,CRJ700_6943,SYSCRJ700-CRJ700_6943-19,59.676995,2024-07-18,False
D003959,CRJ700_6943,AILCRJ700-CRJ700_6943-20,45.88334,2024-07-18,False
D006606,CRJ700_6943,EMPCRJ700-CRJ700_6943-21,64.20076,2024-07-18,False
D003006,CRJ700_6943,FLACRJ700-CRJ700_6943-22,62.067125,2024-07-18,False
D000004,CRJ700_6943,SPOCRJ700-CRJ700_6943-23,51.882410000000014,2024-07-18,False
D007720,CRJ700_6943,FRECRJ700-CRJ700_6943-24,19.474275000000006,2024-07-18,False
D007069,CRJ700_6943,SYSCRJ700-CRJ700_6943-25,64.655625,2024-07-18,False
D007415,CRJ700_6943,GOUCRJ700-CRJ700_6943-26,20.016255,2024-07-18,False
D009613,CRJ700_6943,SYSCRJ700-CRJ700_6943-27,68.70933000000004,2024-07-18,False
D000684,CRJ700_6943,SYSCRJ700-CRJ700_6943-28,63.590754999999994,2024-07-18,False
D001982,CRJ700_6943,SYSCRJ700-CRJ700_6943-29,30.672735000000003,2024-07-18,False
D006903,CRJ700_6943,ECLCRJ700-CRJ700_6943-30,52.49101499999999,2024-07-18,False
D006211,CRJ700_6943,SIECRJ700-CRJ700_6943-31,45.67620999999999,2024-07-18,False
D001241,CRJ700_6943,SIECRJ700-CRJ700_6943-32,37.397,2024-07-18,False
D007864,CRJ700_6943,SYSCRJ700-CRJ700_6943-33,35.20072500000002,2024-07-18,False
D002874,CRJ700_6943,SYSCRJ700-CRJ700_6943-34,54.210660000000004,2024-07-18,False
D000586,CRJ700_6943,TOICRJ700-CRJ700_6943-35,32.85055,2024-07-18,False
D005062,CRJ700_6943,SYSCRJ700-CRJ700_6943-36,13.490755,2024-07-18,False
D008252,CRJ700_6943,DETCRJ700-CRJ700_6943-37,67.96981,2024-07-18,False
D003541,CRJ700_6943,ECLCRJ700-CRJ700_6943-38,57.16131500000001,2024-07-18,False
D007349,CRJ700_6943,PORCRJ700-CRJ700_6943-39,15.219394999999997,2024-07-18,False
D002890,CRJ700_6943,SYSCRJ700-CRJ700_6943-40,50.433830000000015,2024-07-18,False
D002537,CRJ700_6943,PORCRJ700-CRJ700_6943-41,48.84249500000001,2024-07-18,False
D006364,CRJ700_6943,HUBCRJ700-CRJ700_6943-42,96.97673,2024-07-18,False
D008857,CRJ700_6943,ECLCRJ700-CRJ700_6943-43,64.381115,2024-07-18,False
D009227,CRJ700_6943,SYSCRJ700-CRJ700_6943-44,21.06286,2024-07-18,False
D009315,A350_1177,REAA350-A350_1177-0,37.27707000000001,2024-07-14,False
D005521,A350_1177,REAA350-A350_1177-1,24.012396000000003,2024-07-14,False
D007989,A350_1177,SYSA350-A350_1177-2,17.149486000000003,2024-07-14,False
D008573,A350_1177,ORDA350-A350_1177-3,39.03488599999998,2024-07-14,False
D007413,A350_1177,AUTA350-A350_1177-4,58.77116199999999,2024-07-14,False
D006583,A350_1177,SYSA350-A350_1177-5,59.716680000000004,2024-07-14,False
D005412,A350_1177,RADA350-A350_1177-6,29.782257999999995,2024-07-14,False
D002329,A350_1177,SYSA350-A350_1177-7,37.73902000000001,2024-07-14,False
D008143,A350_1177,SYSA350-A350_1177-8,26.239474,2024-07-14,False
D006092,A350_1177,SYSA350-A350_1177-9,19.663258000000006,2024-07-14,False
D004952,A350_1177,SYSA350-A350_1177-10,27.508561999999998,2024-07-14,False
D000030,A350_1177,UNIA350-A350_1177-11,26.852703999999996,2024-07-14,False
D005079,A350_1177,SYSA350-A350_1177-12,41.44421399999999,2024-07-14,False
D006438,A350_1177,SYSA350-A350_1177-13,44.41490199999999,2024-07-14,False
D009103,A350_1177,SYSA350-A350_1177-14,21.244858,2024-07-14,False
D006919,A350_1177,SYSA350-A350_1177-15,44.587906000000004,2024-07-14,False
D008475,A350_1177,GENA350-A350_1177-16,32.170536000000006,2024-07-14,False
D002922,A350_1177,TRAA350-A350_1177-17,50.16129400000001,2024-07-14,False
D004113,A350_1177,TRAA350-A350_1177-18,14.810744,2024-07-14,False
D005078,A350_1177,SYSA350-A350_1177-19,29.665322000000007,2024-07-14,False
D009241,A350_1177,AILA350-A350_1177-20,62.76850400000001,2024-07-14,False
D009163,A350_1177,EMPA350-A350_1177-21,13.793456000000003,2024-07-14,False
D004290,A350_1177,FLAA350-A350_1177-22,43.40215,2024-07-14,False
D008723,A350_1177,SPOA350-A350_1177-23,27.293196000000002,2024-07-14,False
D009005,A350_1177,FREA350-A350_1177-24,61.49569,2024-07-14,False
D007010,A350_1177,SYSA350-A350_1177-25,64.87675,2024-07-14,False
D006154,A350_1177,GOUA350-A350_1177-26,48.227378,2024-07-14,False
D008734,A350_1177,SYSA350-A350_1177-27,9.904347999999999,2024-07-14,False
D005624,A350_1177,SYSA350-A350_1177-28,39.94157800000001,2024-07-14,False
D004680,A350_1177,SYSA350-A350_1177-29,31.743266000000002,2024-07-14,False
D009771,A350_1177,ECLA350-A350_1177-30,18.675234000000003,2024-07-14,False
D002237,A350_1177,SIEA350-A350_1177-31,48.610476,2024-07-14,False
D007482,A350_1177,SIEA350-A350_1177-32,48.633200000000016,2024-07-14,False
D006579,A350_1177,SYSA350-A350_1177-33,31.374309999999994,2024-07-14,False
D002409,A350_1177,SYSA350-A350_1177-34,48.63389600000002,2024-07-14,False
D006425,A350_1177,TOIA350-A350_1177-35,49.826580000000014,2024-07-14,False
D002834,A350_1177,SYSA350-A350_1177-36,34.501578,2024-07-14,False
D001090,A350_1177,DETA350-A350_1177-37,56.018635999999994,2024-07-14,False
D005099,A350_1177,ECLA350-A350_1177-38,15.105914000000002,2024-07-14,False
D007252,A350_1177,PORA350-A350_1177-39,54.224762000000005,2024-07-14,False
D003550,A350_1177,SYSA350-A350_1177-40,11.122548,2024-07-14,False
D004547,A350_1177,PORA350-A350_1177-41,32.227122,2024-07-14,False
D008441,A350_1177,HUBA350-A350_1177-42,85.949788,2024-07-14,False
D005584,A350_1177,ECLA350-A350_1177-43,43.692794,2024-07-14,False
D003820,A350_1177,SYSA350-A350_1177-44,62.096216,2024-07-14,False
D006518,B777_4029,REAB777-B777_4029-0,38.79011500000001,2024-07-02,False
D001484,B777_4029,REAB777-B777_4029-1,28.526022000000008,2024-07-02,False
D002377,B777_4029,SYSB777-B777_4029-2,35.890026999999996,2024-07-02,False
D003402,B777_4029,ORDB777-B777_4029-3,19.315326999999996,2024-07-02,False
D004723,B777_4029,AUTB777-B777_4029-4,62.286009,2024-07-02,False
D006801,B777_4029,SYSB777-B777_4029-5,24.20926,2024-07-02,False
D000055,B777_4029,RADB777-B777_4029-6,66.93418100000001,2024-07-02,False
D000589,B777_4029,SYSB777-B777_4029-7,33.319390000000006,2024-07-02,False
D004822,B777_4029,SYSB777-B777_4029-8,41.562692999999996,2024-07-02,False
D008850,B777_4029,SYSB777-B777_4029-9,42.25368099999999,2024-07-02,False
D006639,B777_4029,SYSB777-B777_4029-10,28.640309000000002,2024-07-02,False
D006775,B777_4029,UNIB777-B777_4029-11,33.625928,2024-07-02,False
D004628,B777_4029,SYSB777-B777_4029-12,29.744623,2024-07-02,False
D003545,B777_4029,SYSB777-B777_4029-13,50.68843900000001,2024-07-02,False
D000644,B777_4029,SYSB777-B777_4029-14,35.644881,2024-07-02,False
D007381,B777_4029,SYSB777-B777_4029-15,31.152717,2024-07-02,False
D003013,B777_4029,GENB777-B777_4029-16,27.624252000000002,2024-07-02,False
D009804,B777_4029,TRAB777-B777_4029-17,11.001683,2024-07-02,False
D009990,B777_4029,TRAB777-B777_4029-18,54.58470799999999,2024-07-02,False
D007399,B777_4029,SYSB777-B777_4029-19,21.930128999999997,2024-07-02,False
D004497,B777_4029,AILB777-B777_4029-20,42.93902800000001,2024-07-02,False
D004822,B777_4029,EMPB777-B777_4029-21,62.48719200000001,2024-07-02,False
D007245,B777_4029,FLAB777-B777_4029-22,35.85317500000001,2024-07-02,False
D005489,B777_4029,SPOB777-B777_4029-23,51.14662200000002,2024-07-02,False
D005057,B777_4029,FREB777-B777_4029-24,34.94670500000001,2024-07-02,False
D005563,B777_4029,SYSB777-B777_4029-25,28.047875,2024-07-02,False
D004372,B777_4029,GOUB777-B777_4029-26,20.790020999999996,2024-07-02,False
D009008,B777_4029,SYSB777-B777_4029-27,48.605686,2024-07-02,False
D003423,B777_4029,SYSB777-B777_4029-28,41.201921,2024-07-02,False
D002635,B777_4029,SYSB777-B777_4029-29,10.775236999999999,2024-07-02,False
D009345,B777_4029,ECLB777-B777_4029-30,19.828013000000002,2024-07-02,False
D005898,B777_4029,SIEB777-B777_4029-31,63.382581999999985,2024-07-02,False
D008514,B777_4029,SIEB777-B777_4029-32,55.03739999999999,2024-07-02,False
D008714,B777_4029,SYSB777-B777_4029-33,61.638295,2024-07-02,False
D006651,B777_4029,SYSB777-B777_4029-34,68.377772,2024-07-02,False
D008555,B777_4029,TOIB777-B777_4029-35,39.05981000000001,2024-07-02,False
D008160,B777_4029,SYSB777-B777_4029-36,37.441921,2024-07-02,False
D009198,B777_4029,DETB777-B777_4029-37,9.229702,2024-07-02,False
D006728,B777_4029,ECLB777-B777_4029-38,64.90027300000001,2024-07-02,False
D004384,B777_4029,PORB777-B777_4029-39,58.146209,2024-07-02,False
D004097,B777_4029,SYSB777-B777_4029-40,51.54558600000001,2024-07-02,False
D004129,B777_4029,PORB777-B777_4029-41,53.180229000000004,2024-07-02,False
D002418,B777_4029,HUBB777-B777_4029-42,73.498766,2024-07-02,False
D001809,B777_4029,ECLB777-B777_4029-43,52.483433,2024-07-02,False
D007851,B777_4029,SYSB777-B777_4029-44,50.989012,2024-07-02,False
D001954,E175_3327,REAE175-E175_3327-0,27.889740000000007,2024-07-14,False
D006559,E175_3327,REAE175-E175_3327-1,20.264472,2024-07-14,False
