ref_deg,linked_aero,compo_concerned,usure_nouvelle,measure_day,need_replacement
D003661,E170_6353,REAE170-E170_6353-0,64.78797500000002,2024-06-30,False
D009402,E170_6353,REAE170-E170_6353-1,62.10283000000001,2024-06-30,False
D000812,E170_6353,SYSE170-E170_6353-2,26.006655000000002,2024-06-30,False
D006665,E170_6353,ORDE170-E170_6353-3,15.841155,2024-06-30,False
D001163,E170_6353,AUTE170-E170_6353-4,55.098885,2024-06-30,False
D004039,E170_6353,SYSE170-E170_6353-5,16.613899999999997,2024-06-30,False
D003609,E170_6353,RADE170-E170_6353-6,32.64646499999999,2024-06-30,False
D000662,E170_6353,SYSE170-E170_6353-7,35.293350000000004,2024-06-30,False
D005726,E170_6353,SYSE170-E170_6353-8,14.074145000000001,2024-06-30,False
D001649,E170_6353,SYSE170-E170_6353-9,40.183965,2024-06-30,False
D000484,E170_6353,SYSE170-E170_6353-10,37.138385,2024-06-30,False
D000695,E170_6353,UNIE170-E170_6353-11,39.99892,2024-06-30,False
D008324,E170_6353,SYSE170-E170_6353-12,49.260595,2024-06-30,False
D004856,E170_6353,SYSE170-E170_6353-13,60.757835,2024-06-30,False
D003519,E170_6353,SYSE170-E170_6353-14,57.681965,2024-06-30,False
D001256,E170_6353,SYSE170-E170_6353-15,21.884505,2024-06-30,False
D000407,E170_6353,GENE170-E170_6353-16,48.51878,2024-06-30,False
D003436,E170_6353,TRAE170-E170_6353-17,45.491495000000015,2024-06-30,False
D002068,E170_6353,TRAE170-E170_6353-18,40.59562,2024-06-30,False
D006601,E170_6353,SYSE170-E170_6353-19,44.840685,2024-06-30,False
D003686,E170_6353,AILE170-E170_6353-20,60.09042,2024-06-30,False
D006044,E170_6353,EMPE170-E170_6353-21,62.32787999999999,2024-06-30,False
D007987,E170_6353,FLAE170-E170_6353-22,15.448875000000003,2024-06-30,False
D002475,E170_6353,SPOE170-E170_6353-23,16.31183,2024-06-30,False
D000322,E170_6353,FREE170-E170_6353-24,39.50932500000001,2024-06-30,False
D008648,E170_6353,SYSE170-E170_6353-25,20.124375,2024-06-30,False
D003139,E170_6353,GOUE170-E170_6353-26,42.47406499999999,2024-06-30,False
D005176,E170_6353,SYSE170-E170_6353-27,15.727790000000004,2024-06-30,False
D001487,E170_6353,SYSE170-E170_6353-28,11.257565,2024-06-30,False
D008388,E170_6353,SYSE170-E170_6353-29,59.792305000000006,2024-06-30,False
D004133,E170_6353,ECLE170-E170_6353-30,59.623945,2024-06-30,False
D009554,E170_6353,SIEE170-E170_6353-31,30.511230000000005,2024-06-30,False
D001637,E170_6353,SIEE170-E170_6353-32,53.121,2024-06-30,False
D006334,E170_6353,SYSE170-E170_6353-33,45.665675000000014,2024-06-30,False
D001943,E170_6353,SYSE170-E170_6353-34,17.511580000000002,2024-06-30,False
D001901,E170_6353,TOIE170-E170_6353-35,20.92465,2024-06-30,False
D009948,E170_6353,SYSE170-E170_6353-36,57.02756500000001,2024-06-30,False
D009118,E170_6353,DETE170-E170_6353-37,21.488030000000002,2024-06-30,False
D008557,E170_6353,ECLE170-E170_6353-38,17.132845000000007,2024-06-30,False
D003359,E170_6353,PORE170-E170_6353-39,19.011885,2024-06-30,False
D007229,E170_6353,SYSE170-E170_6353-40,35.48129000000001,2024-06-30,False
D004016,E170_6353,PORE170-E170_6353-41,28.787185,2024-06-30,False
D000955,E170_6353,HUBE170-E170_6353-42,71.23399,2024-06-30,False
D007247,E170_6353,ECLE170-E170_6353-43,60.04024499999999,2024-06-30,False
D000514,E170_6353,SYSE170-E170_6353-44,32.77018,2024-06-30,False
D003716,B767_2803,REAB767-B767_2803-0,13.70728,2024-06-29,False
D004900,B767_2803,REAB767-B767_2803-1,29.172784000000004,2024-06-29,False
D009419,B767_2803,SYSB767-B767_2803-2,54.254144,2024-06-29,False
D000526,B767_2803,ORDB767-B767_2803-3,33.215744,2024-06-29,False
D008068,B767_2803,AUTB767-B767_2803-4,14.960048000000002,2024-06-29,False
D007621,B767_2803,SYSB767-B767_2803-5,35.41271999999999,2024-06-29,False
D005676,B767_2803,RADB767-B767_2803-6,65.967632,2024-06-29,False
D008606,B767_2803,SYSB767-B767_2803-7,27.69008000000001,2024-06-29,False
D002066,B767_2803,SYSB767-B767_2803-8,20.063696,2024-06-29,False
D007166,B767_2803,SYSB767-B767_2803-9,28.131632000000007,2024-06-29,False
D001487,B767_2803,SYSB767-B767_2803-10,31.709647999999998,2024-06-29,False
D009699,B767_2803,UNIB767-B767_2803-11,52.88761599999999,2024-06-29,False
D002688,B767_2803,SYSB767-B767_2803-12,48.620656000000004,2024-06-29,False
D007634,B767_2803,SYSB767-B767_2803-13,49.52300799999998,2024-06-29,False
D001515,B767_2803,SYSB767-B767_2803-14,59.90803199999999,2024-06-29,False
D003070,B767_2803,SYSB767-B767_2803-15,37.05182400000001,2024-06-29,False
D004711,B767_2803,GENB767-B767_2803-16,56.513344000000004,2024-06-29,False
D003192,B767_2803,TRAB767-B767_2803-17,13.214976,2024-06-29,False
D007890,B767_2803,TRAB767-B767_2803-18,35.68777599999999,2024-06-29,False
D002810,B767_2803,SYSB767-B767_2803-19,15.448688000000002,2024-06-29,False
D009472,B767_2803,AILB767-B767_2803-20,67.350816,2024-06-29,False
D002376,B767_2803,EMPB767-B767_2803-21,55.249024,2024-06-29,False
D003509,B767_2803,FLAB767-B767_2803-22,9.763600000000002,2024-06-29,False
D004583,B767_2803,SPOB767-B767_2803-23,58.615984,2024-06-29,False
D007051,B767_2803,FREB767-B767_2803-24,11.25576,2024-06-29,False
D008050,B767_2803,SYSB767-B767_2803-25,46.112,2024-06-29,False
D004329,B767_2803,GOUB767-B767_2803-26,45.112111999999996,2024-06-29,False
D008606,B767_2803,SYSB767-B767_2803-27,10.228992000000002,2024-06-29,False
D007496,B767_2803,SYSB767-B767_2803-28,64.318912,2024-06-29,False
D000165,B767_2803,SYSB767-B767_2803-29,29.445264,2024-06-29,False
D004964,B767_2803,ECLB767-B767_2803-30,30.128736000000004,2024-06-29,False
D007041,B767_2803,SIEB767-B767_2803-31,65.301104,2024-06-29,False
D008890,B767_2803,SIEB767-B767_2803-32,52.082800000000006,2024-06-29,False
D008521,B767_2803,SYSB767-B767_2803-33,44.26424,2024-06-29,False
D005970,B767_2803,SYSB767-B767_2803-34,14.048784000000001,2024-06-29,False
D004551,B767_2803,TOIB767-B767_2803-35,47.35232,2024-06-29,False
D008002,B767_2803,SYSB767-B767_2803-36,64.258912,2024-06-29,False
D009672,B767_2803,DETB767-B767_2803-37,59.345743999999996,2024-06-29,False
D006216,B767_2803,ECLB767-B767_2803-38,35.74745599999999,2024-06-29,False
D000398,B767_2803,PORB767-B767_2803-39,31.794447999999996,2024-06-29,False
D003069,B767_2803,SYSB767-B767_2803-40,23.871792000000006,2024-06-29,False
D000924,B767_2803,PORB767-B767_2803-41,45.99588799999998,2024-06-29,False
D006492,B767_2803,HUBB767-B767_2803-42,60.73875200000001,2024-06-29,False
D001195,B767_2803,ECLB767-B767_2803-43,59.10097599999998,2024-06-29,False
D005839,B767_2803,SYSB767-B767_2803-44,29.342064,2024-06-29,False
D006519,CRJ700_6943,REACRJ700-CRJ700_6943-0,18.41818,2024-06-29,False
D003382,CRJ700_6943,REACRJ700-CRJ700_6943-1,50.93530399999998,2024-06-29,False
D001133,CRJ700_6943,SYSCRJ700-CRJ700_6943-2,26.16496400000001,2024-06-29,False
D000443,CRJ700_6943,ORDCRJ700-CRJ700_6943-3,10.274564000000002,2024-06-29,False
D000067,CRJ700_6943,AUTCRJ700-CRJ700_6943-4,49.05698800000001,2024-06-29,False
D000799,CRJ700_6943,SYSCRJ700-CRJ700_6943-5,58.374320000000004,2024-06-29,False
D001539,CRJ700_6943,RADCRJ700-CRJ700_6943-6,55.51609199999999,2024-06-29,False
D007375,CRJ700_6943,SYSCRJ700-CRJ700_6943-7,45.07748000000001,2024-06-29,False
D008403,CRJ700_6943,SYSCRJ700-CRJ700_6943-8,59.958076,2024-06-29,False
D005139,CRJ700_6943,SYSCRJ700-CRJ700_6943-9,46.820092,2024-06-29,False
