ref_deg,linked_aero,compo_concerned,usure_nouvelle,measure_day,need_replacement
D003661,E170_6353,REAE170-E170_6353-0,58.68291500000001,2024-06-16,False
D009402,E170_6353,REAE170-E170_6353-1,55.725862,2024-06-16,False
D000812,E170_6353,SYSE170-E170_6353-2,21.073467,2024-06-16,False
D006665,E170_6353,ORDE170-E170_6353-3,10.954767,2024-06-16,False
D001163,E170_6353,AUTE170-E170_6353-4,48.150489,2024-06-16,False
D004039,E170_6353,SYSE170-E170_6353-5,10.72646,2024-06-16,False
D003609,E170_6353,RADE170-E170_6353-6,27.066501,2024-06-16,False
D000662,E170_6353,SYSE170-E170_6353-7,30.440190000000005,2024-06-16,False
D005726,E170_6353,SYSE170-E170_6353-8,7.887653000000001,2024-06-16,False
D001649,E170_6353,SYSE170-E170_6353-9,35.306001,2024-06-16,False
D000484,E170_6353,SYSE170-E170_6353-10,31.640789,2024-06-16,False
D000695,E170_6353,UNIE170-E170_6353-11,33.810088,2024-06-16,False
D008324,E170_6353,SYSE170-E170_6353-12,44.389183,2024-06-16,False
D004856,E170_6353,SYSE170-E170_6353-13,54.422518999999994,2024-06-16,False
D003519,E170_6353,SYSE170-E170_6353-14,52.991201,2024-06-16,False
D001256,E170_6353,SYSE170-E170_6353-15,14.952957000000001,2024-06-16,False
D000407,E170_6353,GENE170-E170_6353-16,42.099692,2024-06-16,False
D003436,E170_6353,TRAE170-E170_6353-17,40.62944300000001,2024-06-16,False
D002068,E170_6353,TRAE170-E170_6353-18,34.060468,2024-06-16,False
D006601,E170_6353,SYSE170-E170_6353-19,37.91100900000001,2024-06-16,False
D003686,E170_6353,AILE170-E170_6353-20,55.165188,2024-06-16,False
D006044,E170_6353,EMPE170-E170_6353-21,55.899432000000004,2024-06-16,False
D007987,E170_6353,FLAE170-E170_6353-22,10.289175000000002,2024-06-16,False
D002475,E170_6353,SPOE170-E170_6353-23,10.028462000000001,2024-06-16,False
D000322,E170_6353,FREE170-E170_6353-24,34.354305,2024-06-16,False
D008648,E170_6353,SYSE170-E170_6353-25,14.917875000000002,2024-06-16,False
D003139,E170_6353,GOUE170-E170_6353-26,36.557140999999994,2024-06-16,False
D005176,E170_6353,SYSE170-E170_6353-27,10.421606,2024-06-16,False
D001487,E170_6353,SYSE170-E170_6353-28,6.417040999999999,2024-06-16,False
D008388,E170_6353,SYSE170-E170_6353-29,54.189877,2024-06-16,False
D004133,E170_6353,ECLE170-E170_6353-30,53.643373,2024-06-16,False
D009554,E170_6353,SIEE170-E170_6353-31,24.845622000000002,2024-06-16,False
D001637,E170_6353,SIEE170-E170_6353-32,46.47539999999999,2024-06-16,False
D006334,E170_6353,SYSE170-E170_6353-33,39.12069500000001,2024-06-16,False
D001943,E170_6353,SYSE170-E170_6353-34,11.017612,2024-06-16,False
D001901,E170_6353,TOIE170-E170_6353-35,14.733009999999998,2024-06-16,False
D009948,E170_6353,SYSE170-E170_6353-36,52.18704100000001,2024-06-16,False
D009118,E170_6353,DETE170-E170_6353-37,16.309142,2024-06-16,False
D008557,E170_6353,ECLE170-E170_6353-38,10.412833000000003,2024-06-16,False
D003359,E170_6353,PORE170-E170_6353-39,13.654689,2024-06-16,False
D007229,E170_6353,SYSE170-E170_6353-40,29.379506000000006,2024-06-16,False
D004016,E170_6353,PORE170-E170_6353-41,22.653108999999997,2024-06-16,False
D000955,E170_6353,HUBE170-E170_6353-42,38.952286,2024-06-16,False
D007247,E170_6353,ECLE170-E170_6353-43,55.061192999999996,2024-06-16,False
D000514,E170_6353,SYSE170-E170_6353-44,26.781652,2024-06-16,False
D003716,B767_2803,REAB767-B767_2803-0,7.510905,2024-06-15,False
D004900,B767_2803,REAB767-B767_2803-1,22.700434,2024-06-15,False
D009419,B767_2803,SYSB767-B767_2803-2,49.24716900000001,2024-06-15,False
D000526,B767_2803,ORDB767-B767_2803-3,28.256269000000003,2024-06-15,False
D008068,B767_2803,AUTB767-B767_2803-4,7.907723000000001,2024-06-15,False
D007621,B767_2803,SYSB767-B767_2803-5,29.43722,2024-06-15,False
D005676,B767_2803,RADB767-B767_2803-6,60.30420699999999,2024-06-15,False
D008606,B767_2803,SYSB767-B767_2803-7,22.764330000000005,2024-06-15,False
D002066,B767_2803,SYSB767-B767_2803-8,13.784671000000001,2024-06-15,False
