ref_deg,linked_aero,compo_concerned,usure_nouvelle,measure_day,need_replacement
D003661,E170_6353,REAE170-E170_6353-0,72.00186000000002,2024-07-13,False
D009402,E170_6353,REAE170-E170_6353-1,69.63800800000001,2024-07-13,False
D000812,E170_6353,SYSE170-E170_6353-2,31.835828000000003,2024-07-13,False
D006665,E170_6353,ORDE170-E170_6353-3,21.615028000000002,2024-07-13,False
D001163,E170_6353,AUTE170-E170_6353-4,63.309276000000004,2024-07-13,False
D004039,E170_6353,SYSE170-E170_6353-5,23.57064,2024-07-13,False
D003609,E170_6353,RADE170-E170_6353-6,39.23988399999999,2024-07-13,False
D000662,E170_6353,SYSE170-E170_6353-7,41.02796000000001,2024-07-13,False
D005726,E170_6353,SYSE170-E170_6353-8,21.384252000000004,2024-07-13,False
D001649,E170_6353,SYSE170-E170_6353-9,45.94788400000001,2024-07-13,False
D000484,E170_6353,SYSE170-E170_6353-10,43.63447600000001,2024-07-13,False
D000695,E170_6353,UNIE170-E170_6353-11,47.31179199999999,2024-07-13,False
D008324,E170_6353,SYSE170-E170_6353-12,55.016772,2024-07-13,False
D004856,E170_6353,SYSE170-E170_6353-13,68.243796,2024-07-13,False
D003519,E170_6353,SYSE170-E170_6353-14,63.224683999999996,2024-07-13,False
D001256,E170_6353,SYSE170-E170_6353-15,30.074987999999998,2024-07-13,False
D000407,E170_6353,GENE170-E170_6353-16,56.103728000000004,2024-07-13,False
D003436,E170_6353,TRAE170-E170_6353-17,51.23661200000002,2024-07-13,False
D002068,E170_6353,TRAE170-E170_6353-18,48.317711999999986,2024-07-13,False
D006601,E170_6353,SYSE170-E170_6353-19,53.028955999999994,2024-07-13,False
D003686,E170_6353,AILE170-E170_6353-20,65.91019200000001,2024-07-13,False
D006044,E170_6353,EMPE170-E170_6353-21,69.92388799999999,2024-07-13,False
D007987,E170_6353,FLAE170-E170_6353-22,21.5457,2024-07-13,False
D002475,E170_6353,SPOE170-E170_6353-23,23.736408,2024-07-13,False
D000322,E170_6353,FREE170-E170_6353-24,45.600620000000006,2024-07-13,False
D008648,E170_6353,SYSE170-E170_6353-25,26.27650000000001,2024-07-13,False
D003139,E170_6353,GOUE170-E170_6353-26,49.46564399999999,2024-07-13,False
D005176,E170_6353,SYSE170-E170_6353-27,21.99770400000001,2024-07-13,False
D001487,E170_6353,SYSE170-E170_6353-28,16.977244,2024-07-13,False
D008388,E170_6353,SYSE170-E170_6353-29,66.412268,2024-07-13,False
D004133,E170_6353,ECLE170-E170_6353-30,66.690732,2024-07-13,False
D009554,E170_6353,SIEE170-E170_6353-31,37.20584800000001,2024-07-13,False
D001637,E170_6353,SIEE170-E170_6353-32,60.97360000000001,2024-07-13,False
D006334,E170_6353,SYSE170-E170_6353-33,53.39938000000002,2024-07-13,False
D001943,E170_6353,SYSE170-E170_6353-34,25.185008000000003,2024-07-13,False
D001901,E170_6353,TOIE170-E170_6353-35,28.240839999999995,2024-07-13,False
D009948,E170_6353,SYSE170-E170_6353-36,62.74724400000002,2024-07-13,False
D009118,E170_6353,DETE170-E170_6353-37,27.607528000000002,2024-07-13,False
D008557,E170_6353,ECLE170-E170_6353-38,25.073372000000006,2024-07-13,False
D003359,E170_6353,PORE170-E170_6353-39,25.342076000000002,2024-07-13,False
D007229,E170_6353,SYSE170-E170_6353-40,42.691304,2024-07-13,False
D004016,E170_6353,PORE170-E170_6353-41,36.03535599999999,2024-07-13,False
D000955,E170_6353,HUBE170-E170_6353-42,16.485742000000002,2024-07-13,False
