ref_deg,linked_aero,compo_concerned,usure_nouvelle,measure_day,need_replacement
D003661,E170_6353,REAE170-E170_6353-0,76.52847500000001,2024-07-30,False
D009402,E170_6353,REAE170-E170_6353-1,74.36623000000003,2024-07-30,False
D000812,E170_6353,SYSE170-E170_6353-2,35.49355500000001,2024-07-30,False
D006665,E170_6353,ORDE170-E170_6353-3,25.238055000000006,2024-07-30,False
D001163,E170_6353,AUTE170-E170_6353-4,68.461185,2024-07-30,False
D004039,E170_6353,SYSE170-E170_6353-5,27.935900000000004,2024-07-30,False
D003609,E170_6353,RADE170-E170_6353-6,43.37716499999999,2024-07-30,False
D000662,E170_6353,SYSE170-E170_6353-7,44.62635000000001,2024-07-30,False
D005726,E170_6353,SYSE170-E170_6353-8,25.971245000000003,2024-07-30,False
D001649,E170_6353,SYSE170-E170_6353-9,49.56466500000002,2024-07-30,False
D000484,E170_6353,SYSE170-E170_6353-10,47.710685,2024-07-30,False
D000695,E170_6353,UNIE170-E170_6353-11,51.900519999999986,2024-07-30,False
D008324,E170_6353,SYSE170-E170_6353-12,58.628695000000015,2024-07-30,False
D004856,E170_6353,SYSE170-E170_6353-13,72.94113499999999,2024-07-30,False
D003519,E170_6353,SYSE170-E170_6353-14,66.70266500000001,2024-07-30,False
D001256,E170_6353,SYSE170-E170_6353-15,35.214405,2024-07-30,False
D000407,E170_6353,GENE170-E170_6353-16,60.86317999999999,2024-07-30,False
D003436,E170_6353,TRAE170-E170_6353-17,54.841595000000034,2024-07-30,False
D002068,E170_6353,TRAE170-E170_6353-18,53.16321999999998,2024-07-30,False
D006601,E170_6353,SYSE170-E170_6353-19,58.166985,2024-07-30,False
D003686,E170_6353,AILE170-E170_6353-20,69.56201999999999,2024-07-30,False
D006044,E170_6353,EMPE170-E170_6353-21,74.69028,2024-07-30,False
D007987,E170_6353,FLAE170-E170_6353-22,25.371374999999997,2024-07-30,False
D002475,E170_6353,SPOE170-E170_6353-23,28.395230000000005,2024-07-30,False
